"handle","name","content","replies","retweets","favorite","unix_timestamp","date","url","search_url","hashtags"
"@liqingsong110","btcken.lens(💙,🧡)（📦,💫）(🌸, 🌿) “⌘”🎉(L3, ❄️)","https://t.co/vKgMTBRCwd #MVFW #dzzit","0","0","0","1649241653000","06 Apr 2022","liqingsong110/status/1511655175580049409","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","MVFW | dzzit"
"@Cryptook_777","Crypto Business","Nifty News: Luxury brands join Decentraland's Metaverse Fashion Week https://t.co/wtFG8wLe8F","0","0","0","1648530202000","29 Mar 2022","Cryptook_777/status/1508671133494566912","https://twitter.com/search?lang=en&q=metaverse%20fashion%20week%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query",""
"@GrantfLeo","Leo Grantf 互FFFFFF","https://t.co/wIlF904nva #MVFW #DAZZLE","0","0","0","1649236841000","06 Apr 2022","GrantfLeo/status/1511634990907670532","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","MVFW | DAZZLE"
"@moonlig72913808","moonlight","#DAZZLE #MVFW https://t.co/WqFFlW9C12","0","0","0","1649247561000","06 Apr 2022","moonlig72913808/status/1511679954974560266","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","DAZZLE | MVFW"
"@nicolas_anelka3","Fyp","Beating Heart Forever with DAZZLE FASHION. You should submit the selfie you tweeted in the previous action with hashtag #dzzit and #MVFW . Sorry, we could not find any media tagged #MVFW #dzzit","0","0","0","1649518562000","09 Apr 2022","nicolas_anelka3/status/1512816617050189825","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","dzzit | MVFW | MVFW | dzzit"
"@jia12201","jia1220.lens(🌸, 🌿)","#dzzit #MVFW https://t.co/0xxGXvXrFW","0","0","0","1649293954000","07 Apr 2022","jia12201/status/1511874541131223043","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","dzzit | MVFW"
"@Aziz_kasayirad","(💙,🧡)azizkasayirad.eth(L,3)(🌸, 🌿)(L3, ❄️)","https://t.co/TQgkPDkPbg #MVFW #DAZZLE","0","0","0","1649241607000","06 Apr 2022","Aziz_kasayirad/status/1511654980628975617","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","MVFW | DAZZLE"
"@aminqasemi11","braveputak.lens $StarkDefi(L3, ❄️) avatis.eth.bit","https://t.co/814TdStDUp #MVFW #DAZZLE https://t.co/F0i3jh3yrv","0","0","0","1649258768000","06 Apr 2022","aminqasemi11/status/1511726959998423045","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","MVFW | DAZZLE"
"@dd258025801","vip966.eth","Beating Heart Forever with DAZZLE FASHION. You should submit the selfie you tweeted in the previous action with hashtag #DAZZLE and #MVFW . Sorry, we could not find any media tagged #DAZZLE #MVFW","0","0","1","1649243678000","06 Apr 2022","dd258025801/status/1511663667862941699","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","DAZZLE | MVFW | DAZZLE | MVFW"
"@cb_beautynews","Cosmetics Business","Metaverse Fashion Week: How Web 3.0 will impact your beauty business https://t.co/4R9YLgbkBK","0","0","3","1648546560000","29 Mar 2022","cb_beautynews/status/1508739744116756482","https://twitter.com/search?lang=en&q=metaverse%20fashion%20week%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query",""
"@blackhat_TM","Blackhat ™","Nifty News: Luxury brands join Decentraland's Metaverse Fashion Week https://t.co/Xg1ILxv39d","0","0","0","1648528316000","29 Mar 2022","blackhat_TM/status/1508663223167471632","https://twitter.com/search?lang=en&q=metaverse%20fashion%20week%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query",""
"@hasan_tinmaz","Dr. Hasan Tinmaz","High #fashion went fully #virtual in #Decentraland’s #Metaverse Fashion Week. Many big-name brands brought their designs to the metaverse, including #DolceGabbana, #TommyHilfiger, #Selfridges and #EsteeLauder, the only #beauty #brand to participate. https://t.co/UvcmaRdPeg","0","0","0","1649576791000","10 Apr 2022","hasan_tinmaz/status/1513060846200492035","https://twitter.com/search?lang=en&q=metaverse%20fashion%20week%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query","fashion | virtual | Decentraland | Metaverse | DolceGabbana | TommyHilfiger | Selfridges | EsteeLauder | beauty | brand"
"@as230156","锦鲤社区🦊(L,3)","#MVFW #dzzit https://t.co/HDyKf2MgUT","0","0","1","1649260114000","06 Apr 2022","as230156/status/1511732604948848647","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","MVFW | dzzit"
"@mashtak0va","Anna Mashtakova","https://t.co/u9NZsJuoCB #MVFW #dzzit https://t.co/RczEqkbxMz","0","0","1","1649251517000","06 Apr 2022","mashtak0va/status/1511696546869522432","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","MVFW | dzzit"
"@DaiJiehua","Dai","https://t.co/Kx5SwvHsXd #MVFW #DAZZLE","0","0","0","1649295528000","07 Apr 2022","DaiJiehua/status/1511881142961537025","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","MVFW | DAZZLE"
"@dannymbarry","Daniel Barry","Decentraland’s Metaverse Fashion Week (MVFW) that featured digital shows and virtual parties from March 24 - 27 is now history. Forbes offers its own take on it. #fashionweek #metaversemarketing #metaversefashionweek #nftnews #decentraland https://t.co/kCyzCoqgFU","0","0","0","1648478460000","28 Mar 2022","dannymbarry/status/1508454109912784905","https://twitter.com/search?lang=en&q=metaverse%20fashion%20week%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query","fashionweek | metaversemarketing | metaversefashionweek | nftnews | decentraland"
"@alikomijan","amusinggames.hft 🔴✨🏰 🥗🆘✨💙,🧡.lens""(L3, ❄️)""","https://t.co/ddJUtfBWLg #MVFW #dzzit","0","0","0","1649245837000","06 Apr 2022","alikomijan/status/1511672724317519874","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","MVFW | dzzit"
"@siderlogconseil","Siderlog Conseil","Decentraland | La 1ère ""Metaverse Fashion Week"" ""Un cocktail créatif et commercial rafraichissant pour la filière, malgré freins techniques et écueils d'organisations. Et surtout de vraies questions sur le potentiel de la mode virtuelle."" https://t.co/3QMrtfeKjA #metaverse","0","0","1","1648553332000","29 Mar 2022","siderlogconseil/status/1508768148274749443","https://twitter.com/search?lang=en&q=metaverse%20fashion%20week%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query","metaverse"
"@trishuhl","trishuhl.eth ☮️🦉$WISE #CryptoOwls #Sustainability","Digital me getting her groove on in-world @decentraland #Metaverse Fashion Week 2022 #MVFW #Decentraland https://t.co/Wiws98jMiJ","0","0","1","1648402325000","27 Mar 2022","trishuhl/status/1508134776653418501","https://twitter.com/search?lang=en&q=metaverse%20fashion%20week%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query","Metaverse | MVFW | Decentraland"
"@tiantia85549354","🛸tiantian","good! #MVFW #dzzit https://t.co/EdJTbv7Bbn","0","0","0","1649298974000","07 Apr 2022","tiantia85549354/status/1511895594851217410","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","MVFW | dzzit"
"@wepackyourship","shipsters","“The first-ever #Metaverse Fashion Week: Digital fashion is here to stay - The digitalization of the fashion industry is inevitable with the rising popularity of the Metaverse, but technological improvements are still required to gain momentum.” https://t.co/kpnnd53yuJ https://t.co/DsrQd2nD6S","0","0","1","1650730204000","23 Apr 2022","wepackyourship/status/1517898610016505857","https://twitter.com/search?lang=en&q=metaverse%20fashion%20week%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query","Metaverse"
"@lilan3369","🇺🇲502.lens (💙,🧡)","#dzzit and #MVFW https://t.co/uhywuv5lhY","0","0","0","1649388665000","08 Apr 2022","lilan3369/status/1512271789505740801","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","dzzit | MVFW"
"@FatemiFarnaz","farnaz fatemi","https://t.co/xhjtXIR2uZ #MVFW #dzzit","0","0","0","1649266995000","06 Apr 2022","FatemiFarnaz/status/1511761466499776514","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","MVFW | dzzit"
"@covenlibrarians","The Library 📚","now that metaverse fashion week just finished, catch up with @stormy_eyed @serin_eth & @holyn on the latest industry developments. did you know that gucci had a discord? listen to the recording to learn more: https://t.co/fcV6vcHtM8","1","1","12","1648442545000","28 Mar 2022","covenlibrarians/status/1508303474873696257","https://twitter.com/search?lang=en&q=metaverse%20fashion%20week%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query",""
"@mohsen98470122","mohsenp.crypto.lens🏰(💙,🧡)🛸(L3, ❄️)","https://t.co/uBRtJ0mm0w #MVFW #DAZZLE","0","0","0","1649241961000","06 Apr 2022","mohsen98470122/status/1511656466222043143","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","MVFW | DAZZLE"
"@Yefeng87304774","arielli.lens(🌸, 🌿)(💙,🧡)🛸","https://t.co/tLdscD8NMI #MVFW #dzzit","0","0","0","1649305285000","07 Apr 2022","Yefeng87304774/status/1511922065007603713","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","MVFW | dzzit"
"@weiwen158","weiwen.lens(💙,🧡)","https://t.co/q3yoU6nxaR #MVFW #dzzit","0","0","0","1649387924000","08 Apr 2022","weiwen158/status/1512268678636531714","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","MVFW | dzzit"
"@The_Daily_DAO_","The Daily DAO","- @decentraland🚀 Mission: Create the biggest metaverse ran by the community Token: $MANA trading at $2.62 w/ a $4.8 billion mkt cap News: Just hosted Metaverse Fashion week w/ @dolcegabbana, @EtroOfficial, @TommyHilfiger, and a concert by @Grimezsz https://t.co/5qZG9z20Kb","1","2","2","1648754347000","31 Mar 2022","The_Daily_DAO_/status/1509611265551118339","https://twitter.com/search?lang=en&q=metaverse%20fashion%20week%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query",""
"@DetlefLenhard","Detlef Lenhard","#MVFW #dzzit https://t.co/Wx8f8uz0e6","0","0","0","1649246421000","06 Apr 2022","DetlefLenhard/status/1511675171719229440","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","MVFW | dzzit"
"@GMauthority","GM Authority","GM Showcasing Vision Of Electric Future At Metaverse Fashion Week https://t.co/22qO7OlPaz https://t.co/98d0IHt6h8","0","2","3","1648303325000","26 Mar 2022","GMauthority/status/1507719540314030083","https://twitter.com/search?lang=en&q=metaverse%20fashion%20week%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query",""
"@bloque79","Bloque79","All the highlights from 2022 Metaverse Fashion Week https://t.co/5YjC2KUAOx","0","1","1","1649345614000","07 Apr 2022","bloque79/status/1512091218112512002","https://twitter.com/search?lang=en&q=metaverse%20fashion%20week%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query",""
"@advideostrategy","Gael Rodriguez 👨🏻‍💻🦾🎥👁=💰","Metaverse Fashion Week, which runs from March 24 to March 27, will have the same elements of a real-life fashion week, including runway shows, pop-ups and panels, art installations, and musical performances. https://t.co/cqrkH3XAFt","0","0","0","1648405703000","27 Mar 2022","advideostrategy/status/1508148944827731980","https://twitter.com/search?lang=en&q=metaverse%20fashion%20week%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query",""
"@MiddleDoodle","Doodle Master","https://t.co/HXQPv4uIXP #MVFW #DAZZLE","0","0","0","1649265924000","06 Apr 2022","MiddleDoodle/status/1511756975801081864","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","MVFW | DAZZLE"
"@xyl5566","JIao AN.lense (🌸, 🌿)","https://t.co/I54KoUfNUq #MVFW #dzzit","0","0","0","1649291044000","07 Apr 2022","xyl5566/status/1511862336268926979","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","MVFW | dzzit"
"@BatogJane","Jane Batog","The first-ever Metaverse Fashion Week: Digital fashion is here to stay https://t.co/IHipBZ58Z8","0","0","0","1649875653000","13 Apr 2022","BatogJane/status/1514314364613918720","https://twitter.com/search?lang=en&q=metaverse%20fashion%20week%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query",""
"@eterprobcn","eterpro Barcelona","Discover Metaverse Fashion Week, a fashion event that takes place in a virtual universe https://t.co/mxGsJ6PtdM https://t.co/vFaDsRQaJJ","0","0","0","1648496793000","28 Mar 2022","eterprobcn/status/1508531007116308488","https://twitter.com/search?lang=en&q=metaverse%20fashion%20week%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query",""
"@PamfortYe","pamfort ye","#DAZZLE and #MVFW .","0","0","0","1649257523000","06 Apr 2022","PamfortYe/status/1511721738190856192","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","DAZZLE | MVFW"
"@incryptoo_com","inCryptoo","Metaverse Fashion Week demonstrated how brands and designers can further engage with consumers using NFTs. #cryptocurrency https://t.co/w1qsvmtKCw","1","0","0","1648580416000","29 Mar 2022","incryptoo_com/status/1508881747613728778","https://twitter.com/search?lang=en&q=metaverse%20fashion%20week%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query","cryptocurrency"
"@linlin02532380","linlin.lens","https://t.co/JWuhPANJDk #MVFW #dzzit https://t.co/8Y0VG5jyUb","0","0","0","1649247760000","06 Apr 2022","linlin02532380/status/1511680788924071938","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","MVFW | dzzit"
"@Intocrypto19","Into_crypto","@DragonCityIO #dzzit #MVFW https://t.co/C9vTE8pFxe","0","0","1","1649248200000","06 Apr 2022","Intocrypto19/status/1511682635814543365","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","dzzit | MVFW"
"@definitecasheth","DefiniteCash.eth","#BearCrawl #MetaDoge #Invasion #Giveaway 📸Best Picture Competition ✅Tag @BitBears @metadogeNFT and @definitecasheth in your pictures. ✅Comment Addy 🏆1 x MVFW Muscle MetaDoge 🏆2 x Vox Board 40 🏆2 x MetaDogeNFT - Waifumon MetaDogeFam Dicscord ➡️ https://t.co/KOK8OYtlXh https://t.co/gmjkWoP4XJ","29","27","34","1649542058000","09 Apr 2022","definitecasheth/status/1512915164969984009","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","BearCrawl | MetaDoge | Invasion | Giveaway"
"@caarapherneIia","angela","teve metaverse fashion week no imvu ontem e eu nem sabia","0","0","1","1648481902000","28 Mar 2022","caarapherneIia/status/1508468549144268815","https://twitter.com/search?lang=en&q=metaverse%20fashion%20week%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query",""
"@neyshaat","neyshaa.nft.lens (L3, ❄️)(💙,🧡)🛸🏰(🌸, 🌿)","https://t.co/9tSLfXLsex #MVFW #DAZZLE","0","0","0","1649251139000","06 Apr 2022","neyshaat/status/1511694959887458306","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","MVFW | DAZZLE"
"@a006688","NiNa (💙,🧡)🌘","https://t.co/UjJcBO94I1 #MVFW #DAZZLE","0","0","0","1649246285000","06 Apr 2022","a006688/status/1511674602652856325","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","MVFW | DAZZLE"
"@DJTRAXNFT","CJ TRAX & DJ T-RAX","What an amazing fashion week @decentraland #MVFW So amazing, all the builds, new wearables, and infinite amount of creativity! What a time to be alive, im all in on the Metaverse and Music NFTs 🎧🔄 RT if you love DCL ❤️ https://t.co/2UBzaqbAFP","0","8","24","1648426230000","28 Mar 2022","DJTRAXNFT/status/1508235040672473089","https://twitter.com/search?lang=en&q=metaverse%20fashion%20week%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query","MVFW"
"@liqingsong110","btcken.lens(💙,🧡)（📦,💫）(🌸, 🌿) “⌘”🎉(L3, ❄️)","https://t.co/vKgMTBRCwd #MVFW #dzzit https://t.co/uL27TxKEsw","0","0","0","1649241727000","06 Apr 2022","liqingsong110/status/1511655484629020672","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","MVFW | dzzit"
"@ahmadridwan1993","ar.eth","https://t.co/qoSU9ZBS71 #MVFW #dzzit","0","0","0","1649244019000","06 Apr 2022","ahmadridwan1993/status/1511665100150964224","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","MVFW | dzzit"
"@_enigmanft","Enigma","¿Qué les pareció el show de Nicki Nicole en el After Party del Metaverse Fashion Week 2022 en @decentraland? 👀 ¡Compartan sus mejores fotos en el show! 🔥","1","0","5","1648334284000","26 Mar 2022","_enigmanft/status/1507849393667338242","https://twitter.com/search?lang=en&q=metaverse%20fashion%20week%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query",""
"@swam15816799","swam.lens","https://t.co/jUMUoeIdpM #MVFW #DAZZLE https://t.co/zo9KFZaGgb","0","0","0","1649280519000","06 Apr 2022","swam15816799/status/1511818188643659780","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","MVFW | DAZZLE"
"@_enigmanft","Enigma","¡En 1⃣ hora comienza el show de Nicki Nicole en el After Party del Metaverse Fashion Week 2022 en @decentraland! ¿Ya tienes tus wearable NFTs? Consíguelos ahora mismo en https://t.co/t8J8UQGq15 🔥 ¡Hay unas 🕶 gratis! ¿Épico, no? 👀","0","0","0","1648325189000","26 Mar 2022","_enigmanft/status/1507811248070569985","https://twitter.com/search?lang=en&q=metaverse%20fashion%20week%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query",""
"@SarayutView","Sir ST.Bit 🔺 🆘🐍 (💙,🧡)","https://t.co/u3YQ4iSNcJ #MVFW #DAZZLE","0","0","0","1649248011000","06 Apr 2022","SarayutView/status/1511681843149832194","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","MVFW | DAZZLE"
"@Reese1104","Reese","https://t.co/ZjNpmMWX9x #MVFW #DAZZLE","0","0","0","1649247994000","06 Apr 2022","Reese1104/status/1511681768692224000","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","MVFW | DAZZLE"
"@HodieNft","Hodie NFT","The first @decentraland's #Metaverse #FashionWeek #MVFW took place on March 24 - 27, giving a chance to its visitors to dive into four days of runway shows, after-parties, shopping, panel talks, and more. More details via @forbes: https://t.co/5J1WJSHC32 #HodieNFT #nftartist #nft","0","1","3","1649170515000","05 Apr 2022","HodieNft/status/1511356799282253827","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","Metaverse | FashionWeek | MVFW | HodieNFT | nftartist | nft"
"@SweeT_ValenT","berryusagi🛸(💙,🧡)(📦,💫)(🌸,🌿)🌘(L3,❄️)","#DAZZLE #MVFW https://t.co/5zdhd6Fbe1","0","0","0","1649259105000","06 Apr 2022","SweeT_ValenT/status/1511728374229925889","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","DAZZLE | MVFW"
"@min213213","梦想(💙,🧡)🔱🌎🌘","https://t.co/sifVuPe221 #MVFW #dzzit","0","0","0","1649402426000","08 Apr 2022","min213213/status/1512329506467434498","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","MVFW | dzzit"
"@rmanmgnft","Arman Mg","https://t.co/r2ZWQLH6VK #MVFW #DAZZLE","0","0","0","1649279365000","06 Apr 2022","rmanmgnft/status/1511813349398364160","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","MVFW | DAZZLE"
"@roohi99559344","0xroohi.blockchain(💙,🧡)(L3, ❄️)🛸🏰🌘Xmas","https://t.co/hJU5Abjg7S #MVFW #DAZZLE","0","0","0","1649242639000","06 Apr 2022","roohi99559344/status/1511659311507849217","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","MVFW | DAZZLE"
"@yangmaoxiaobing","kongtouquan.eth.lens(L3, ❄️)(💙,🧡)🛸(🌸, 🌿)🌘","#MVFW #dzzit https://t.co/j7rL6TsoLa","0","0","0","1649250642000","06 Apr 2022","yangmaoxiaobing/status/1511692879286005768","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","MVFW | dzzit"
"@bizcommunityit","Business Community","RT://La Metaverse Fashion Week segna il percorso - Punto e a capo - @gigibeltrame - #Decentraland #fashion #moda #metaverso #eventi #trend #virtualworld https://t.co/rp9ECBCbbK","0","0","0","1648885594000","02 Apr 2022","bizcommunityit/status/1510161753094696961","https://twitter.com/search?lang=en&q=metaverse%20fashion%20week%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query","Decentraland | fashion | moda | metaverso | eventi | trend | virtualworld"
"@kovenlyc","(L,3) (💙,🧡)(🌸, 🌿)🛸.lens⚙️.bit","https://t.co/UDkdr0vdMz #MVFW #DAZZLE","0","0","0","1649297546000","07 Apr 2022","kovenlyc/status/1511889607155089411","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","MVFW | DAZZLE"
"@lancha1927","robotvc(🌸, 🌿).L2⚙️","#dzzit and #MVFW https://t.co/YBshu28xDc","0","0","0","1649321004000","07 Apr 2022","lancha1927/status/1511987995095678977","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","dzzit | MVFW"
"@TheFshnEye","TheFashionEye","Business of Fashion’s Notes From Metaverse Fashion Week: From 23 to 27 March, Decentraland—the popular blockchain-based, 3D virtual world—hosted the world’s first Metaverse Fashion Week, a showcase expanding the boundaries of fashion in the metaverse.… https://t.co/votplWXquc https://t.co/xcdAbxlQha","0","0","0","1648713904000","31 Mar 2022","TheFshnEye/status/1509441634924072961","https://twitter.com/search?lang=en&q=metaverse%20fashion%20week%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query",""
"@laozhao04171181","laozhao.lens","https://t.co/aH2ul6I5h9 #MVFW #DAZZLE https://t.co/iVyH0CnZxB","0","0","0","1649248538000","06 Apr 2022","laozhao04171181/status/1511684053107638275","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","MVFW | DAZZLE"
"@li52042486","li.lens(L3, ❄️)","https://t.co/RNGv1SfBz7 #MVFW #RAZZLE https://t.co/MvwhM17sEv","0","0","0","1649234835000","06 Apr 2022","li52042486/status/1511626577335173122","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","MVFW | RAZZLE"
"@GlobalCirculate","Global Circulate","Learnings from Metaverse Fashion Week https://t.co/5Jc28O2BMQ","0","0","0","1649092219000","04 Apr 2022","GlobalCirculate/status/1511028402270130179","https://twitter.com/search?lang=en&q=metaverse%20fashion%20week%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query",""
"@yuechen98","Moon Baby","#DAZZLE #MVFW https://t.co/zMihgsh5nI","0","0","0","1649254465000","06 Apr 2022","yuechen98/status/1511708910386020354","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","DAZZLE | MVFW"
"@ProfConsumers","Professor Jana Bowden","The @afterpay_au @AUSFW line-up looks 👌🏻 especially Digital Fashion + the Future of Fashion. Who’s going? 🎟 ✅ Metaverse Fashion Week 2022 enabled designers to test brand + consumer appetite for digi fashion. Avatar wearables in Decentraland have hit USD $1m. #retail https://t.co/IQdYh3Y8FD","0","2","2","1649928005000","14 Apr 2022","ProfConsumers/status/1514533944464908292","https://twitter.com/search?lang=en&q=metaverse%20fashion%20week%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query","retail"
"@augustus1350","Augustus1350","I'm celebrating the FIRST Metaverse Fashion Week at the @C_01_Project Fashion Runway: https://t.co/RNIJBtrE4h @C_01_Project my favourite fashion brand is @Hermes_Paris 🔥 #C01 #MVFW https://t.co/mSJ1SUgAyt","0","0","2","1648411962000","27 Mar 2022","augustus1350/status/1508175196422877192","https://twitter.com/search?lang=en&q=metaverse%20fashion%20week%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query","C01 | MVFW"
"@jiewpichit","Pichit","love and cool #DAZZLE #MVFW https://t.co/EDZg5KUU26","0","0","0","1649248063000","06 Apr 2022","jiewpichit/status/1511682059953389570","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","DAZZLE | MVFW"
"@metav3rse_","Metav3rse","All the major highlights from the 2022 Metaverse Fashion Week - Lifestyle Asia India https://t.co/Gj999Fg6tM","0","0","0","1648446152000","28 Mar 2022","metav3rse_/status/1508318602184732673","https://twitter.com/search?lang=en&q=metaverse%20fashion%20week%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query",""
"@thefuturemktg","Future of Marketing Institute","Could the #Metaverse prove to be more than just a passing marketing trend for luxury fashion brands? The Metaverse Fashion Week suggests a positive answer. https://t.co/5g7BuzbanY #Marketing #Advertising #fashion CC: @Lucy_Maguire_ @voguebusiness","0","0","0","1650632403000","22 Apr 2022","thefuturemktg/status/1517488401146077184","https://twitter.com/search?lang=en&q=metaverse%20fashion%20week%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query","Metaverse | Marketing | Advertising | fashion"
"@Rasielverse","Rasiel","https://t.co/ZMEwJsdgGP #MVFW #RAZZLE https://t.co/3D7Rur9qBv","0","0","0","1649235589000","06 Apr 2022","Rasielverse/status/1511629741270331392","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","MVFW | RAZZLE"
"@mEhDisal1985","zz666.lens(📽️, 🌿)(💙,🧡)(L3, ❄️)🔴🛸(🌸, 🌿) ⚙️","#DAZZLE and #MVFW 😍😍 https://t.co/CLmEnxdQ2K","0","0","0","1649248358000","06 Apr 2022","mEhDisal1985/status/1511683298267119616","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","DAZZLE | MVFW"
"@3048767655Xian","you1213","https://t.co/phSyTHTn6b #MVFW #dzzit","0","0","0","1649324429000","07 Apr 2022","3048767655Xian/status/1512002362407235588","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","MVFW | dzzit"
"@Cryptoprenure","Cryptoprenure","Glitches, Glamour, and Graphics Cards: Notes From Decentraland’s First Metaverse Fashion Week - Vogue https://t.co/wQ8LuSBCnq","0","0","0","1648552237000","29 Mar 2022","Cryptoprenure/status/1508763554941341696","https://twitter.com/search?lang=en&q=metaverse%20fashion%20week%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query",""
