"handle","name","content","replies","retweets","favorite","unix_timestamp","date","url","search_url","hashtags"
"@IVvalentine","Chana & Chocolate","@decentraland @eordano When will the playback from MVFW be uploaded to your YouTube channel?","1","0","1","1649453529000","08 Apr 2022","IVvalentine/status/1512543849113137153","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top",""
"@ProCelebrities","PROSPECT","I went to metaverse fashion week and it was like a dystopian nightmare – I fell off a yacht and had to leave https://t.co/2DtgvpNm6s","0","0","0","1648565074000","29 Mar 2022","ProCelebrities/status/1508817397838495746","https://twitter.com/search?lang=en&q=metaverse%20fashion%20week%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query",""
"@gnaij0218","25567.eth((L3, ❄️)(🌊,💰)(💙,🧡).lens🌘","https://t.co/g2OUcCSyHY #MVFW #RAZZLE","0","0","0","1649234128000","06 Apr 2022","gnaij0218/status/1511623614352687111","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","MVFW | RAZZLE"
"@StyleAndCatwalk","Style and Catwalk","Metaverse Fashion Week: la mode face aux flamboyants habitants de Decentraland - https://t.co/1t0CJkXxHF FR https://t.co/6RN1JFupTn","0","0","0","1648495783000","28 Mar 2022","StyleAndCatwalk/status/1508526769556668436","https://twitter.com/search?lang=en&q=metaverse%20fashion%20week%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query",""
"@RssBit","BitRss News","Nifty News: Luxury brands join Decentraland's Metaverse Fashion Week From Dolce &amp; Gabanna to Giuseppe Zanotti, major fashion companies took to Ethereum-run Decentraland to interact with new consumers in this virtual experiment. https://t.co/QCvpPDlO1F","0","0","0","1648533469000","29 Mar 2022","RssBit/status/1508684833824079875","https://twitter.com/search?lang=en&q=metaverse%20fashion%20week%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query",""
"@Mmdking14","Mmdking","https://t.co/3U0tofEH5J #MVFW #DAZZLE","0","0","0","1649257198000","06 Apr 2022","Mmdking14/status/1511720374387548167","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","MVFW | DAZZLE"
"@cadillacsanfran","Cadillac of South San Francisco","GM showcased its vision of an all-electric future in a virtual setting at the ongoing Metaverse Fashion Week. 👀 Head to the link to see the Cadillac Halo Concept Portfolio. https://t.co/xNoDRsgdwi https://t.co/VzU8qglcwd","0","0","1","1649019901000","03 Apr 2022","cadillacsanfran/status/1510725078656376835","https://twitter.com/search?lang=en&q=metaverse%20fashion%20week%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query",""
"@torlak78","exodus-exodus.eth ☠️ (💙,🧡) 🏰🌘🆔 (🌸, 🌿)","#DAZZLE #MVFW #Decentraland https://t.co/aDkf5AASQm","0","0","1","1649248276000","06 Apr 2022","torlak78/status/1511682954485022728","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","DAZZLE | MVFW | Decentraland"
"@xiaoshuai8861","xiaoshuai886.lens","https://t.co/exrD4Wdvlj #MVFW #DAZZLE https://t.co/94lIsk8hGM","0","0","0","1649248439000","06 Apr 2022","xiaoshuai8861/status/1511683636885557248","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","MVFW | DAZZLE"
"@HoranyTaban","taban horany","How this premium sneaker brand partnered with Luxury Retail’s new favorite NFT marketplace at Metaverse Fashion Week in Decentraland https://t.co/VwC9BMTxj1","0","0","0","1648639701000","30 Mar 2022","HoranyTaban/status/1509130405013860362","https://twitter.com/search?lang=en&q=metaverse%20fashion%20week%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query",""
"@Raesernwor","Raesernwor","https://t.co/5286fnrT2r #MVFW #dzzit","0","0","0","1649297365000","07 Apr 2022","Raesernwor/status/1511888849500504070","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","MVFW | dzzit"
"@splurjj","SPLURJJ","Business of Fashion’s Notes From Metaverse Fashion Week – COOL HUNTING® https://t.co/Lvmhpfv8YO on @bloglovin","0","0","0","1648679865000","30 Mar 2022","splurjj/status/1509298864880295939","https://twitter.com/search?lang=en&q=metaverse%20fashion%20week%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query",""
"@kryptonews20","🇺🇸 Cryptonews24 💰📈","The first-ever Metaverse Fashion Week: Digital fashion is here to stay https://t.co/V4VYIA07Ud","0","0","1","1650042725000","15 Apr 2022","kryptonews20/status/1515015115933995009","https://twitter.com/search?lang=en&q=metaverse%20fashion%20week%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query",""
"@metav3rse_","Metav3rse","Glitches, Glamour And Graphics Cards: Notes From Decentraland’s First Metaverse Fashion Week - British Vogue https://t.co/1pJCb50niA","0","0","0","1648543512000","29 Mar 2022","metav3rse_/status/1508726959034961922","https://twitter.com/search?lang=en&q=metaverse%20fashion%20week%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query",""
"@jack51167901","kingward2021.lens(💙,🧡)🏰(🌸, 🌿) 🌘(L3, ❄️)","https://t.co/wmlvRd9nlZ #MVFW #dzzit","0","0","0","1649406624000","08 Apr 2022","jack51167901/status/1512347112637272069","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","MVFW | dzzit"
"@skyler_higley","Skyler Higley","WELCOME TO THE METAVERSE https://t.co/GXa6sMaKNA","45","831","2826","1648483065000","28 Mar 2022","skyler_higley/status/1508473426637463555","https://twitter.com/search?lang=en&q=metaverse%20fashion%20week%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query",""
"@ArzhangHoney","Honchi","❤️💖❤️ #DAZZLE #MVFW https://t.co/X1sTXfKOae","1","0","1","1649242732000","06 Apr 2022","ArzhangHoney/status/1511659701632573440","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","DAZZLE | MVFW"
"@Cryptoprenure","Cryptoprenure","Inside the first-ever Metaverse Fashion Week - The Block Crypto https://t.co/8n67kmczkQ","0","0","0","1648668274000","30 Mar 2022","Cryptoprenure/status/1509250248375300098","https://twitter.com/search?lang=en&q=metaverse%20fashion%20week%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query",""
"@Ann_News_Media","MAG NEWS","I went to metaverse fashion week and it was like a dystopian nightmare – I fell off a yacht and had to leave https://t.co/qsWUPVO4ED","0","0","0","1648395684000","27 Mar 2022","Ann_News_Media/status/1508106923840843776","https://twitter.com/search?lang=en&q=metaverse%20fashion%20week%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query",""
"@japan_news33","今日の芸能にゅ～す ＠相互フォロー","メタバース・ファッションウィーク（MVFW）はモード業界にどんな革命をもたらすのか(ELLE DIGITAL) https://t.co/A50qMc3TXG","0","0","0","1649592324000","10 Apr 2022","japan_news33/status/1513125995599040519","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top",""
"@jjglobalCripto1","Jessy Queiroz","Invitation to Metaverse Fashion Week from @dzzit_official https://t.co/m3zOijHeL7 @wickedblondeone","0","0","1","1648319113000","26 Mar 2022","jjglobalCripto1/status/1507785759625035778","https://twitter.com/search?lang=en&q=metaverse%20fashion%20week%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query",""
"@PortionApp","Portion","""@philipp_plein partnered with Portion, an NFT auction house and Metaverse development studio, to unveil the world’s first fashion line created exclusively for the Metaverse at Milan Fashion Week..."" https://t.co/YbPFPQ7C1t","1","1","7","1650898892000","25 Apr 2022","PortionApp/status/1518606138023071745","https://twitter.com/search?lang=en&q=metaverse%20fashion%20week%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query",""
"@wolipop","wolipop","Metaverse Fashion Week (MVFW) digelar pertama kalinya oleh platform virtual 3D, Decentraland, pada 24-27 Maret. Ada 70 brand busana dan desainer terkenal yang turut berpartisipasi di MVFW tersebut. Yuk, lihat seperti apa MVFW di sini! https://t.co/SRw3GU8rGH","0","0","0","1648374892000","27 Mar 2022","wolipop/status/1508019715758825479","https://twitter.com/search?lang=en&q=metaverse%20fashion%20week%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query",""
"@swam15816799","swam.lens","https://t.co/jUMUof0mDU #MVFW #DAZZLE https://t.co/nfwpEFxu9a","0","0","0","1649280935000","06 Apr 2022","swam15816799/status/1511819936888680449","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","MVFW | DAZZLE"
"@pedroguez__","PEDRO GUEZ","“#MVFW: Hablemos sobre #FLOW y el #Metaverse”, presentado por @the_fab_ric_ant. Únete a esta plática dentro del METAVERSE FASHION WEEK a cargo de @criptoalcoatl y @kapytalist. #TFMVFW Únete a través de Twitter Spaces: https://t.co/CnjDe4NTrF https://t.co/M6B7xl7WuE","0","0","1","1648331565000","26 Mar 2022","pedroguez__/status/1507837988746657793","https://twitter.com/search?lang=en&q=metaverse%20fashion%20week%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query","MVFW | FLOW | Metaverse | TFMVFW"
"@GoldGuyDCL","TheGoldGuy.eth ⭑⭑⭑⭑⭑","@barbarakahn @decentraland @SXMMarketing @amreed2 @barbarakahn will there be more episodes of the metaverse fashion week?","0","0","2","1650602513000","22 Apr 2022","GoldGuyDCL/status/1517363036931076096","https://twitter.com/search?lang=en&q=metaverse%20fashion%20week%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query",""
"@weedhackerog","stoner","https://t.co/yNtkDNVevz #MVFW #dzzit","0","0","0","1649249509000","06 Apr 2022","weedhackerog/status/1511688126443720708","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","MVFW | dzzit"
"@pacsarcade","PacsArcade.x","Check out this dope Afterparty mix for the @Deadfellaz Metaverse Fashion Week by @frizofsoul https://t.co/eWkeGYNQA1 Thanks @AudiusProject for the ad free, streaming web3 music app #Audius FTW!!!!!","0","1","1","1650986643000","26 Apr 2022","pacsarcade/status/1518974192292712448","https://twitter.com/search?lang=en&q=metaverse%20fashion%20week%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query","Audius"
"@NFTYScene","NFTY Scene","During @decentraland's #MVFW Metaverse Fashion Week in March, Estée Lauder - exclusive partner of the much hyped virtual event - dropped its first NFTs. Inspired by the brand's Advanced Night Repair Serum, it promised avatars, wait for it… a ""glowing, radiant look."" WTF!?","1","0","0","1649316991000","07 Apr 2022","NFTYScene/status/1511971166877102080","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","MVFW"
"@bravohe1","bravohe","#DAZZLE #MVFW https://t.co/e00FDSX1iB","0","0","0","1649294933000","07 Apr 2022","bravohe1/status/1511878649280020480","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","DAZZLE | MVFW"
"@investor_sr33","Sandeep R","@ashwinjadhavs Absolutely, decentraland metaverse fashion week .","0","0","1","1648649913000","30 Mar 2022","investor_sr33/status/1509173237279707137","https://twitter.com/search?lang=en&q=metaverse%20fashion%20week%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query",""
"@guncelkalnet","Guncelkal.net","Nifty News: Luxury brands join Decentraland‘s Metaverse Fashion Week https://t.co/hZyj34QDtx","0","0","0","1648535123000","29 Mar 2022","guncelkalnet/status/1508691772339372035","https://twitter.com/search?lang=en&q=metaverse%20fashion%20week%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query",""
"@kate_busby","Kate 🎧","Virtual shows, take and parties with DJS: welcome to the first-ever Metaverse Fashion Week #digitalfashion https://t.co/AXZXZ5LrsP via @cointelegraph","0","0","2","1649600071000","10 Apr 2022","kate_busby/status/1513158490306584576","https://twitter.com/search?lang=en&q=metaverse%20fashion%20week%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query","digitalfashion"
"@lyifei3315","yifei","#dzzit #MVFW https://t.co/aUdTHu6jxB","0","0","0","1649295227000","07 Apr 2022","lyifei3315/status/1511879882292142080","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","dzzit | MVFW"
"@Kinestryio","Kinestry.io","Last week was the First Vogue Metaverse Fashion Week and there was a lot of buzz! All @PerryEllis Fashion and pop-up show wearables from the catwalk were claimed, and the media loved it! From Mashable to AdAge, @PerryEllis and @Kinestryio made a digital fashion statement! https://t.co/KH9g8NQUJG","0","1","1","1648499695000","28 Mar 2022","Kinestryio/status/1508543179087351817","https://twitter.com/search?lang=en&q=metaverse%20fashion%20week%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query",""
"@chenghua0322","chenghua0322","@DragonCityIO #MVFW #dzzit https://t.co/2CqwFAk5ec","0","0","1","1649306244000","07 Apr 2022","chenghua0322/status/1511926087885869059","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","MVFW | dzzit"
"@ahmedbeing1","ahmed being","Oscars 2022, presidential elections and violence against women, Lewis Hamilton, Fashion Week in the Metaverse… https://t.co/ZhZ03halu3","0","0","0","1648552580000","29 Mar 2022","ahmedbeing1/status/1508764991196958721","https://twitter.com/search?lang=en&q=metaverse%20fashion%20week%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query",""
"@Brytehall","Brytehall","SPOTTED! From animal prints, to mow-hawks, to angel wings, to crowns and more vibrant digital outfits, we bring you the best Street Style seen at #Metaverse Fashion Week at @decentraland #MVFW https://t.co/IfWWJ4NpbA","0","0","5","1648922401000","02 Apr 2022","Brytehall/status/1510316136079843329","https://twitter.com/search?lang=en&q=metaverse%20fashion%20week%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query","Metaverse | MVFW"
"@CrypTontMooN","LosTBoY.bnb.lens.tori⛩️ 🐶🐻(💙,🧡)🤖🛸(L3, ❄️)","https://t.co/NGkhibPcvE #MVFW #dzzit","0","0","0","1649245344000","06 Apr 2022","CrypTontMooN/status/1511670654193782792","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","MVFW | dzzit"
"@JWorrasriwisarn","iamBee.eth .lens .els (💙,🧡) 🛸 (📦,💫) (L3, ❄️)","#DAZZLE and #MVFW https://t.co/pkxBKPYVXV","0","0","0","1649249017000","06 Apr 2022","JWorrasriwisarn/status/1511686062397337605","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","DAZZLE | MVFW"
"@liuq281726","eth10086.eth（(L,3)) (🌸, 🌿)(L3, ❄️)🌘link3","#DAZZLE #MVFW https://t.co/6hzQxTsyXn","0","0","0","1649251643000","06 Apr 2022","liuq281726/status/1511697076463489025","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","DAZZLE | MVFW"
"@Longmire1Ted","Ted Longmire","https://t.co/4GIgxFRQP4 #MVFW #dzzit","0","0","0","1649327756000","07 Apr 2022","Longmire1Ted/status/1512016316483268613","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","MVFW | dzzit"
"@UrichVaclav","World Press","I went to metaverse fashion week and it was like a dystopian nightmare – I fell off a yacht and had to leave https://t.co/b15vXPnfYB","0","0","0","1648309273000","26 Mar 2022","UrichVaclav/status/1507744489577881604","https://twitter.com/search?lang=en&q=metaverse%20fashion%20week%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query",""
"@FrPod","Translation Pod FR","La première Metaverse Fashion Week organisée par @Decentraland s’est déroulée la semaine dernière et a réuni des marques de prêt-à-porter classiques ainsi que des marques digitales dans un espace virtuel : https://t.co/ke2vaincaO #fashionweekdigitale #metaverse #tech https://t.co/q6hnUJxSxx","0","0","0","1649407683000","08 Apr 2022","FrPod/status/1512351554510245889","https://twitter.com/search?lang=en&q=metaverse%20fashion%20week%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query","fashionweekdigitale | metaverse | tech"
"@restartaonce","404⭕❌⭕","https://t.co/yZBB7yiDwk #MVFW #DAZZLE","0","0","0","1649296667000","07 Apr 2022","restartaonce/status/1511885920567390208","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","MVFW | DAZZLE"
"@pelakee13",".lens(💙,🧡)""🏰""🦉""🌘""(🌸, 🌿)(📽️, 🌿)🛸(L3, ❄️)","https://t.co/W5gZwGTane #MVFW #DAZZLE","0","0","0","1649243934000","06 Apr 2022","pelakee13/status/1511664742540136453","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","MVFW | DAZZLE"
"@ryomaO7Ol","मा रा(まてうら/YeahめっちゃWicked)","メタバース・ファッションウィーク（MVFW）はモード業界にどんな革命をもたらすのか(ELLE DIGITAL) #Yahooニュース https://t.co/TMqkCSRFlG 未完成でも確実に進んでいる。","0","0","0","1649856128000","13 Apr 2022","ryomaO7Ol/status/1514232468714692613","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","Yahooニュース"
"@liaohaij","莫名","#RAZZLE 和 #MVFW 心动 https://t.co/d7MyasPwoV","1","0","0","1649234478000","06 Apr 2022","liaohaij/status/1511625079402397700","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","RAZZLE | MVFW"
"@ArtCebola","ArtCebola","🤘😎""Neon Meta Fashion Week Glasses""😎🤘 ⚡️#Decentraland #Wearable⚡️ 🤩New Must-Have Neon Party Glasses on Market🤩 #Presale:👇🤑 🔥🔥 NOW only 4.99 $MANA 🔥🔥 Secure yours before the price rises!!! 👇Check it Out👇 https://t.co/JXe0YNkLpy #Metaverse #DCL #NFT #FashionWeeK https://t.co/PGa4HiSnEe","0","1","3","1649128445000","05 Apr 2022","ArtCebola/status/1511180347228123136","https://twitter.com/search?lang=en&q=metaverse%20fashion%20week%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query","Decentraland | Wearable | Presale | Metaverse | DCL | NFT | FashionWeeK"
"@0yen_thunder0","¥en Thunder","「Metaverse Fashion Week」 2022.3.24～3.27に開催されたメタバースファッションウィーク、""MVFW"" Dolce & Gabbana、CHARLES & KEITH 、Tommy Hilfiger、ETROが参入してたのが話題になってましたが、もうメタバースへの参入は""当たり前""になっていくのかも??✔︎ ETRO https://t.co/rdbj3wAxEC","1","0","0","1650464294000","20 Apr 2022","0yen_thunder0/status/1516783304766238721","https://twitter.com/search?lang=en&q=metaverse%20fashion%20week%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query",""
"@fashionotes","ΛVΛ XYZ","FN #MVFW recap: Wearables and NFTs in Decentraland https://t.co/7yEYsU4lm1","2","1","1","1650612314000","22 Apr 2022","fashionotes/status/1517404142171344897","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","MVFW"
"@butterfly_ab1","Butterfly","#DAZZLE #MVFW https://t.co/jlL7WpubWt","0","0","0","1649243166000","06 Apr 2022","butterfly_ab1/status/1511661518638751747","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","DAZZLE | MVFW"
"@daveheadbang","Dave Davida","I'm celebrating the FIRST Metaverse Fashion Week at the @C_01_Project Fashion Runway: https://t.co/gyok2ckpMu - C-01 @C_01_Project and my favourite brand @Prada #C01 #MVFW https://t.co/gAgLZ5FXnR","0","0","4","1648409128000","27 Mar 2022","daveheadbang/status/1508163311199985664","https://twitter.com/search?lang=en&q=metaverse%20fashion%20week%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query","C01 | MVFW"
"@Hessamizmir","hessam.nft (💙,🧡) (🌸, 🌿) (L3, ❄️)","https://t.co/D5yeH7DXf1 #MVFW #dzzit","0","0","0","1649242939000","06 Apr 2022","Hessamizmir/status/1511660569023111174","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","MVFW | dzzit"
"@doublewin2021","supersweet","https://t.co/rPKCRtGNpZ #MVFW #DAZZLE","0","0","0","1649249876000","06 Apr 2022","doublewin2021/status/1511689663769366529","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","MVFW | DAZZLE"
"@wpbf_sandra","Sandra Shaw","In the metaverse, Fashion Week is for everyone (if your browser doesn't crash) https://t.co/KZPGB3zCMz","0","0","4","1648467379000","28 Mar 2022","wpbf_sandra/status/1508407633765670916","https://twitter.com/search?lang=en&q=metaverse%20fashion%20week%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query",""
"@MetaPartyDCL","MetaParty","awesome video @MetaModelAgency - so proud of how the community came together for #MVFW! 💯 https://t.co/UAEVcB99Lb","4","0","7","1650396494000","19 Apr 2022","MetaPartyDCL/status/1516498929336082438","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","MVFW"
"@WeAreMDCLtd","MDC Ltd","DKNY opens digital store during Metaverse Fashion Week: https://t.co/nFBnFIc3qX via @retailgazette #DKNY #digitalstore #digitalretail #retail #retailers #metaverse #fashionweek https://t.co/mDb9QJy4vF","0","0","0","1648738904000","31 Mar 2022","WeAreMDCLtd/status/1509546494529003523","https://twitter.com/search?lang=en&q=metaverse%20fashion%20week%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query","DKNY | digitalstore | digitalretail | retail | retailers | metaverse | fashionweek"
"@NiNjA_h01","t-rex.bnb (🌸, 🌿) 🛸 🦉 (💙,🧡)","https://t.co/WLt4tEM7qC #MVFW #DAZZLE","0","0","0","1649245856000","06 Apr 2022","NiNjA_h01/status/1511672804910972939","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","MVFW | DAZZLE"
"@lzywm27707130","Chuyi Zhu","#MVFW #dzzit https://t.co/NdyrqbNxhY","0","0","0","1649307238000","07 Apr 2022","lzywm27707130/status/1511930257468657665","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","MVFW | dzzit"
"@TeamStatement","StatementTeam. 🌫","The Highs and Lows of the First-Ever Metaverse Fashion Week https://t.co/gaDzgUjaY9","0","0","0","1648752172000","31 Mar 2022","TeamStatement/status/1509602143757643777","https://twitter.com/search?lang=en&q=metaverse%20fashion%20week%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query",""
"@swissbusiness","swissbusiness","Review: I went to fashion week in the metaverse https://t.co/aIU251BdbP","0","0","0","1648660595000","30 Mar 2022","swissbusiness/status/1509218041535467522","https://twitter.com/search?lang=en&q=metaverse%20fashion%20week%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query",""
"@amirtrader2021",".lens .bit 🛸 🏰 (💙,🧡) (📦,💫) 🌘 🔴✨⚙️ 🪶","https://t.co/CnwPUuYznp #MVFW #DAZZLE","0","0","0","1649242392000","06 Apr 2022","amirtrader2021/status/1511658273572806659","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","MVFW | DAZZLE"
"@Forogh79571211","@forough.bnb.lens.L2🏰 (💙,🧡)🛸🌘(🌸, 🌿).bit","https://t.co/zlBbLJlRd5 #MVFW #dzzit https://t.co/dIjJfaoyba","0","0","1","1649267199000","06 Apr 2022","Forogh79571211/status/1511762322146181121","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","MVFW | dzzit"
"@shuilanhua186","shuilanhua8888.bit👁‍🗨.lens","https://t.co/4pR3d5P4TZ #MVFW #DAZZLE https://t.co/4pR3d5P4TZ","0","0","0","1649253453000","06 Apr 2022","shuilanhua186/status/1511704666400501763","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","MVFW | DAZZLE"
"@dxharmony21","DXHarmony","Metaverse Fashion Week: The hits and misses - Vogue Business https://t.co/wByM5fVUE2","0","0","0","1648593302000","29 Mar 2022","dxharmony21/status/1508935794513223689","https://twitter.com/search?lang=en&q=metaverse%20fashion%20week%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query",""
"@ronmc1","Ron","NFT adoption: Tokens take the runway at Metaverse Fashion Week https://t.co/pv9k9UyT23","0","0","0","1648560190000","29 Mar 2022","ronmc1/status/1508796913163796480","https://twitter.com/search?lang=en&q=metaverse%20fashion%20week%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query",""
"@tangtan05183880","sopay.eth( 🐶,🐶)(L,3)( :D , :D )(💙,🧡)🌘","https://t.co/OS9Ts6dQvr #MVFW #dzzit","0","0","0","1649243466000","06 Apr 2022","tangtan05183880/status/1511662779580645380","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","MVFW | dzzit"
"@JudhaXYZ","JUDHA | Web3 Marketing","Anyone visited Metaverse Fashion week? ✋👠 Fashion week is something I avoided when I was modelling... But #MVFW... Now that's something I wish I attended 😅","1","0","8","1649192427000","05 Apr 2022","JudhaXYZ/status/1511448704317857796","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","MVFW"
"@DexterGaudette4","55665.lens互关","https://t.co/VxjvbcN9Cx #MVFW #dzzit","0","0","0","1649328095000","07 Apr 2022","DexterGaudette4/status/1512017739682291712","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","MVFW | dzzit"
"@Human55156615","Human55156615.lens (🌸, 🌿)","https://t.co/W4a0Coc0l8 #MVFW #dzzit","0","0","0","1649322005000","07 Apr 2022","Human55156615/status/1511992193674022917","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","MVFW | dzzit"
"@malse6111","Malse.lens🌘 (💙,🧡)(L3, ❄️)(🌸, 🌿)(📽️, 🌿)","https://t.co/AdPCeyn7O8 #MVFW #DAZZLE","0","0","0","1649297937000","07 Apr 2022","malse6111/status/1511891248596062218","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","MVFW | DAZZLE"
"@LooTyran","Tyran_Loo","#MVFW #dzzit https://t.co/M0NZ4LiaTe","0","0","0","1649259289000","06 Apr 2022","LooTyran/status/1511729143431725056","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","MVFW | dzzit"
"@SocialMics","SocialMics","Voxel Architects designs ""mystic"" virtual arena to host Metaverse Fashion Week closing event https://t.co/vKOyxmdEK5 https://t.co/xPZsaAE6Rf","0","0","0","1648608843000","30 Mar 2022","SocialMics/status/1509000977378021378","https://twitter.com/search?lang=en&q=metaverse%20fashion%20week%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query",""
"@hamed21941","hamed2194","#MVFW #DAZZLE https://t.co/DsTDjgX6Xf","0","0","1","1649260765000","06 Apr 2022","hamed21941/status/1511735337936162819","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","MVFW | DAZZLE"
"@mk28580409","leilee.lens🌘","https://t.co/5HSidjIzJ9 #MVFW #dzzit","0","0","0","1649320902000","07 Apr 2022","mk28580409/status/1511987567813554178","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","MVFW | dzzit"
