participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,participant.tweets,participant.finished,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.participation_fee,session.config.name,session.config.real_world_currency_per_point,session.prolific_completion_url,feed.1.player.id_in_group,feed.1.player.role,feed.1.player.payoff,feed.1.player.treatment,feed.1.player.privacy_time,feed.1.group.id_in_subsession,feed.1.subsession.round_number,questionnaire.1.player.id_in_group,questionnaire.1.player.role,questionnaire.1.player.payoff,questionnaire.1.player.brand_equity_1,questionnaire.1.player.brand_equity_2,questionnaire.1.player.brand_equity_3,questionnaire.1.player.brand_equity_4,questionnaire.1.player.brand_clarity_1,questionnaire.1.player.brand_clarity_2,questionnaire.1.player.brand_clarity_3,questionnaire.1.player.brand_clarity_4,questionnaire.1.player.brand_clarity_5,questionnaire.1.player.risk_1,questionnaire.1.player.risk_2,questionnaire.1.player.risk_3,questionnaire.1.player.risk_4,questionnaire.1.player.risk_5,questionnaire.1.player.trust_1,questionnaire.1.player.trust_2,questionnaire.1.player.trust_3,questionnaire.1.player.trust_4,questionnaire.1.player.pollution_1,questionnaire.1.player.pollution_2_r,questionnaire.1.player.pollution_3,questionnaire.1.player.persuasive_1,questionnaire.1.player.persuasive_2,questionnaire.1.player.persuasive_3,questionnaire.1.player.persuasive_4,questionnaire.1.player.prestige_1,questionnaire.1.player.prestige_2,questionnaire.1.player.prestige_3,questionnaire.1.player.NFT_ownership,questionnaire.1.player.web3_interest,questionnaire.1.player.fashion_interest_1,questionnaire.1.player.fashion_interest_2,questionnaire.1.player.fashion_interest_3,questionnaire.1.player.fashion_interest_4,questionnaire.1.player.age,questionnaire.1.player.gender,questionnaire.1.player.education,questionnaire.1.player.income,questionnaire.1.player.completed_survey,questionnaire.1.group.id_in_subsession,questionnaire.1.subsession.round_number
213,zmyfiiy4,63851b7b2de05a1f9b3b3c3f,0,14,14,questionnaire,Debriefing,2022-12-01 01:39:13.639422,1,,,0.0,"    doc community                 id  ... pic_available icon row 3    24   fashion           1.51E+18  ...         False   Es   1 11    5   fashion           1.51E+18  ...          True   Es   2 19    2   fashion           1.51E+18  ...          True   Es   3 18   23   fashion           1.51E+18  ...          True   Es   4 12   22   fashion           1.51E+18  ...          True   Es   5 4     4   fashion           1.51E+18  ...          True   Es   6 8    31   fashion           1.50E+18  ...         False   Es   7 9    13   fashion           1.51E+18  ...          True   Es   8 13   21   fashion  1,50663040029e+18  ...         False   Es   9 7    11   fashion           1.51E+18  ...         False   Es  10 1    12   fashion           1.51E+18  ...         False   Es  11 20   20     web12                NaN  ...         False   Jo  12 2    34   fashion           1.51E+18  ...         False   Es  13 23   36     web18                NaN  ...          True   Kc  14 10   15   fashion           1.51E+18  ...          True   Es  15 16   35   fashion           1.51E+18  ...          True   Es  16 15   14   fashion           1.51E+18  ...          True   Es  17 22   30     web17                NaN  ...          True   Su  18 5     3   fashion           1.51E+18  ...          True   Es  19 21   40     web22                NaN  ...          True   Ag  20 6    33   fashion           1.51E+18  ...         False   Es  21 24   37     web19                NaN  ...         False   St  22 0    25   fashion           1.51E+18  ...          True   Es  23 17    1   fashion           1.51E+18  ...         False   Es  24 14   32   fashion           1.51E+18  ...         False   Es  25  [25 rows x 41 columns]",1,ay89kzzw,,,,,0,2.1,Social_media_feed,1.0,https://app.prolific.co/submissions/complete?cc=C1MXRORR,213,,0.0,clean,,1,1,213,,0.0,5,6,6,5,4,5,5,3,4,4,2,2,3,3,6,6,5,5,5,6,3,5,4,5,5,6,6,6,0,0,1,1,1,1,61,1,7,5,1,1,1
214,6wl06zta,6234a8a7dca8124a2b88859b,0,14,14,questionnaire,Debriefing,2022-12-01 01:39:21.419566,1,,,0.0,    doc community        id  ... pic_available icon row 22   16      web8       NaN  ...          True   Ar   1 24   39     web21       NaN  ...         False   Cr   2 9    18     web10       NaN  ...          True   Bo   3 12   27     web14       NaN  ...         False   St   4 19   10      web7       NaN  ...         False   Cr   5 0     5   fashion  1.51E+18  ...          True   Es   6 17   40     web22       NaN  ...          True   Ag   7 16    7      web4       NaN  ...         False   Bi   8 8     9      web6       NaN  ...         False   Cr   9 5    38     web20       NaN  ...         False   St  10 23   17      web9       NaN  ...         False   Ma  11 6    28     web15       NaN  ...          True   Ca  12 20   37     web19       NaN  ...         False   St  13 3    14   fashion  1.51E+18  ...          True   Es  14 1    24   fashion  1.51E+18  ...         False   Es  15 4     1   fashion  1.51E+18  ...         False   Es  16 2     4   fashion  1.51E+18  ...          True   Es  17 14   20     web12       NaN  ...         False   Jo  18 21   19     web11       NaN  ...         False   Ξd  19 15    6      web3       NaN  ...          True   Λv  20 10    8      web5       NaN  ...         False   Tr  21 13   29     web16       NaN  ...         False   Wh  22 18   36     web18       NaN  ...          True   Kc  23 11   26     web13       NaN  ...          True   No  24 7    30     web17       NaN  ...          True   Su  25  [25 rows x 41 columns],1,ay89kzzw,,,,,0,2.1,Social_media_feed,1.0,https://app.prolific.co/submissions/complete?cc=C1MXRORR,214,,0.0,polluted,,1,1,214,,0.0,4,4,4,1,1,1,1,1,1,4,4,5,4,4,4,4,2,2,7,1,7,1,1,1,1,1,1,1,0,0,1,1,1,1,49,2,6,8,1,1,1
215,wywjm4gy,632376ed7030185ea2acda18,0,14,14,questionnaire,Debriefing,2022-12-01 01:39:38.548301,1,,,0.0,"    doc community                 id  ... pic_available icon row 12   35   fashion           1.51E+18  ...          True   Es   1 7    12   fashion           1.51E+18  ...         False   Es   2 16   15   fashion           1.51E+18  ...          True   Es   3 17    2   fashion           1.51E+18  ...          True   Es   4 6     5   fashion           1.51E+18  ...          True   Es   5 5    23   fashion           1.51E+18  ...          True   Es   6 11   31   fashion           1.50E+18  ...         False   Es   7 15   13   fashion           1.51E+18  ...          True   Es   8 10   22   fashion           1.51E+18  ...          True   Es   9 4    33   fashion           1.51E+18  ...         False   Es  10 22   18     web10                NaN  ...          True   Bo  11 0    24   fashion           1.51E+18  ...         False   Es  12 13    3   fashion           1.51E+18  ...          True   Es  13 19   11   fashion           1.51E+18  ...         False   Es  14 20   27     web14                NaN  ...         False   St  15 23   36     web18                NaN  ...          True   Kc  16 18    1   fashion           1.51E+18  ...         False   Es  17 9    34   fashion           1.51E+18  ...         False   Es  18 2    21   fashion  1,50663040029e+18  ...         False   Es  19 8     4   fashion           1.51E+18  ...          True   Es  20 14   14   fashion           1.51E+18  ...          True   Es  21 24   28     web15                NaN  ...          True   Ca  22 1    25   fashion           1.51E+18  ...          True   Es  23 21   39     web21                NaN  ...         False   Cr  24 3    32   fashion           1.51E+18  ...         False   Es  25  [25 rows x 41 columns]",1,ay89kzzw,,,,,0,2.1,Social_media_feed,1.0,https://app.prolific.co/submissions/complete?cc=C1MXRORR,215,,0.0,clean,,1,1,215,,0.0,4,5,5,2,3,4,3,3,3,5,5,5,5,5,5,5,5,5,2,4,4,3,3,3,3,4,4,4,0,1,1,1,1,1,22,2,3,8,1,1,1
216,8v06z80n,63852cc9021bb2f00d6d51d9,0,14,14,questionnaire,Debriefing,2022-12-01 01:39:51.331305,1,,,0.0,    doc community        id  ... pic_available icon row 19   29     web16       NaN  ...         False   Wh   1 11   20     web12       NaN  ...         False   Jo   2 10    6      web3       NaN  ...          True   Λv   3 14    8      web5       NaN  ...         False   Tr   4 23   17      web9       NaN  ...         False   Ma   5 24   10      web7       NaN  ...         False   Cr   6 22   26     web13       NaN  ...          True   No   7 20   18     web10       NaN  ...          True   Bo   8 17   39     web21       NaN  ...         False   Cr   9 6     9      web6       NaN  ...         False   Cr  10 8    40     web22       NaN  ...          True   Ag  11 12   37     web19       NaN  ...         False   St  12 2    14   fashion  1.51E+18  ...          True   Es  13 13   27     web14       NaN  ...         False   St  14 0    34   fashion  1.51E+18  ...         False   Es  15 7     7      web4       NaN  ...         False   Bi  16 1     2   fashion  1.51E+18  ...          True   Es  17 16   36     web18       NaN  ...          True   Kc  18 21   19     web11       NaN  ...         False   Ξd  19 9    30     web17       NaN  ...          True   Su  20 3     4   fashion  1.51E+18  ...          True   Es  21 15   28     web15       NaN  ...          True   Ca  22 18   38     web20       NaN  ...         False   St  23 5    16      web8       NaN  ...          True   Ar  24 4    35   fashion  1.51E+18  ...          True   Es  25  [25 rows x 41 columns],1,ay89kzzw,,,,,0,2.1,Social_media_feed,1.0,https://app.prolific.co/submissions/complete?cc=C1MXRORR,216,,0.0,polluted,,1,1,216,,0.0,7,7,7,4,6,6,7,7,7,1,1,7,1,1,5,1,4,2,5,5,5,5,5,5,5,5,5,6,1,1,1,1,1,1,39,2,3,7,1,1,1
217,z3l1qg6i,630f8f763f068e885ea5b910,0,14,14,questionnaire,Debriefing,2022-12-01 01:39:51.984612,1,,,0.0,"    doc community                 id  ... pic_available icon row 12   21   fashion  1,50663040029e+18  ...         False   Es   1 14   15   fashion           1.51E+18  ...          True   Es   2 10   24   fashion           1.51E+18  ...         False   Es   3 22   39     web21                NaN  ...         False   Cr   4 19   11   fashion           1.51E+18  ...         False   Es   5 11   34   fashion           1.51E+18  ...         False   Es   6 13   25   fashion           1.51E+18  ...          True   Es   7 7     5   fashion           1.51E+18  ...          True   Es   8 15   32   fashion           1.51E+18  ...         False   Es   9 21   27     web14                NaN  ...         False   St  10 6    14   fashion           1.51E+18  ...          True   Es  11 23   29     web16                NaN  ...         False   Wh  12 4    22   fashion           1.51E+18  ...          True   Es  13 0     1   fashion           1.51E+18  ...         False   Es  14 9     3   fashion           1.51E+18  ...          True   Es  15 18    2   fashion           1.51E+18  ...          True   Es  16 20    7      web4                NaN  ...         False   Bi  17 16   23   fashion           1.51E+18  ...          True   Es  18 8    35   fashion           1.51E+18  ...          True   Es  19 24   37     web19                NaN  ...         False   St  20 2     4   fashion           1.51E+18  ...          True   Es  21 1    33   fashion           1.51E+18  ...         False   Es  22 17   31   fashion           1.50E+18  ...         False   Es  23 3    12   fashion           1.51E+18  ...         False   Es  24 5    13   fashion           1.51E+18  ...          True   Es  25  [25 rows x 41 columns]",1,ay89kzzw,,,,,0,2.1,Social_media_feed,1.0,https://app.prolific.co/submissions/complete?cc=C1MXRORR,217,,0.0,clean,,1,1,217,,0.0,4,4,3,3,4,4,4,3,3,4,4,4,4,3,4,4,4,4,3,3,3,3,3,3,3,3,3,4,0,0,1,1,1,1,59,1,8,6,1,1,1
218,upkf4hfz,637e8687925784a886075bf4,0,14,14,questionnaire,Debriefing,2022-12-01 01:40:01.538641,1,,,0.0,"    doc community                 id  ... pic_available icon row 8     8      web5                NaN  ...         False   Tr   1 6     9      web6                NaN  ...         False   Cr   2 5    10      web7                NaN  ...         False   Cr   3 0    13   fashion           1.51E+18  ...          True   Es   4 3    21   fashion  1,50663040029e+18  ...         False   Es   5 15   20     web12                NaN  ...         False   Jo   6 4    34   fashion           1.51E+18  ...         False   Es   7 9     6      web3                NaN  ...          True   Λv   8 11   36     web18                NaN  ...          True   Kc   9 24   19     web11                NaN  ...         False   Ξd  10 19   28     web15                NaN  ...          True   Ca  11 17   17      web9                NaN  ...         False   Ma  12 14   38     web20                NaN  ...         False   St  13 1    11   fashion           1.51E+18  ...         False   Es  14 7    27     web14                NaN  ...         False   St  15 18   16      web8                NaN  ...          True   Ar  16 22   26     web13                NaN  ...          True   No  17 16   40     web22                NaN  ...          True   Ag  18 20   39     web21                NaN  ...         False   Cr  19 10   37     web19                NaN  ...         False   St  20 21    7      web4                NaN  ...         False   Bi  21 13   29     web16                NaN  ...         False   Wh  22 2    32   fashion           1.51E+18  ...         False   Es  23 23   30     web17                NaN  ...          True   Su  24 12   18     web10                NaN  ...          True   Bo  25  [25 rows x 41 columns]",1,ay89kzzw,,,,,0,2.1,Social_media_feed,1.0,https://app.prolific.co/submissions/complete?cc=C1MXRORR,218,,0.0,polluted,,1,1,218,,0.0,4,5,7,4,5,6,4,4,1,5,2,1,2,2,4,4,4,4,7,2,5,4,4,4,4,4,4,4,0,0,1,1,1,1,42,1,5,4,1,1,1
219,sb7nmisy,5f2dae4189c9c90b8155b871,0,14,14,questionnaire,Debriefing,2022-12-01 01:40:01.890686,1,,,0.0,"    doc community                 id  ... pic_available icon row 17   31   fashion           1.50E+18  ...         False   Es   1 10   12   fashion           1.51E+18  ...         False   Es   2 5     5   fashion           1.51E+18  ...          True   Es   3 16   35   fashion           1.51E+18  ...          True   Es   4 11    2   fashion           1.51E+18  ...          True   Es   5 1     1   fashion           1.51E+18  ...         False   Es   6 8    33   fashion           1.51E+18  ...         False   Es   7 6    25   fashion           1.51E+18  ...          True   Es   8 0    34   fashion           1.51E+18  ...         False   Es   9 14   13   fashion           1.51E+18  ...          True   Es  10 7    21   fashion  1,50663040029e+18  ...         False   Es  11 24   18     web10                NaN  ...          True   Bo  12 23    7      web4                NaN  ...         False   Bi  13 18   14   fashion           1.51E+18  ...          True   Es  14 4    11   fashion           1.51E+18  ...         False   Es  15 3    22   fashion           1.51E+18  ...          True   Es  16 22   37     web19                NaN  ...         False   St  17 13   32   fashion           1.51E+18  ...         False   Es  18 19    4   fashion           1.51E+18  ...          True   Es  19 20   30     web17                NaN  ...          True   Su  20 21    8      web5                NaN  ...         False   Tr  21 2    15   fashion           1.51E+18  ...          True   Es  22 12   23   fashion           1.51E+18  ...          True   Es  23 15   24   fashion           1.51E+18  ...         False   Es  24 9     3   fashion           1.51E+18  ...          True   Es  25  [25 rows x 41 columns]",1,ay89kzzw,,,,,0,2.1,Social_media_feed,1.0,https://app.prolific.co/submissions/complete?cc=C1MXRORR,219,,0.0,clean,,1,1,219,,0.0,1,6,2,1,3,4,4,2,6,7,7,7,6,6,1,1,1,1,3,4,4,1,1,1,1,5,5,5,0,0,1,1,1,1,33,2,3,8,1,1,1
220,d3auvqe3,60f9a6667b1fcbceec1401ea,0,14,14,questionnaire,Debriefing,2022-12-01 01:40:03.684553,1,,,0.0,"    doc community                 id  ... pic_available icon row 14    6      web3                NaN  ...          True   Λv   1 18   18     web10                NaN  ...          True   Bo   2 17   28     web15                NaN  ...          True   Ca   3 24    7      web4                NaN  ...         False   Bi   4 5    27     web14                NaN  ...         False   St   5 4    32   fashion           1.51E+18  ...         False   Es   6 13   37     web19                NaN  ...         False   St   7 19   20     web12                NaN  ...         False   Jo   8 16   36     web18                NaN  ...          True   Kc   9 7     8      web5                NaN  ...         False   Tr  10 23    9      web6                NaN  ...         False   Cr  11 21   19     web11                NaN  ...         False   Ξd  12 22   30     web17                NaN  ...          True   Su  13 15   39     web21                NaN  ...         False   Cr  14 2    31   fashion           1.50E+18  ...         False   Es  15 20   29     web16                NaN  ...         False   Wh  16 10   38     web20                NaN  ...         False   St  17 12   17      web9                NaN  ...         False   Ma  18 9    40     web22                NaN  ...          True   Ag  19 0    21   fashion  1,50663040029e+18  ...         False   Es  20 3     4   fashion           1.51E+18  ...          True   Es  21 6    16      web8                NaN  ...          True   Ar  22 11   10      web7                NaN  ...         False   Cr  23 1    34   fashion           1.51E+18  ...         False   Es  24 8    26     web13                NaN  ...          True   No  25  [25 rows x 41 columns]",1,ay89kzzw,,,,,0,2.1,Social_media_feed,1.0,https://app.prolific.co/submissions/complete?cc=C1MXRORR,220,,0.0,polluted,,1,1,220,,0.0,6,7,5,5,6,7,6,6,7,5,5,5,3,3,7,7,6,7,7,5,4,6,5,6,5,6,5,7,0,1,1,1,1,1,39,2,2,6,1,1,1
221,4ded8tsz,6095dae9237f2262b67d51b5,0,5,14,questionnaire,Brand_Clarity,2022-12-01 01:40:04.186768,1,,,0.0,"    doc community                 id  ... pic_available icon row 1    35   fashion           1.51E+18  ...          True   Es   1 24   36     web18                NaN  ...          True   Kc   2 23   28     web15                NaN  ...          True   Ca   3 21   17      web9                NaN  ...         False   Ma   4 11   24   fashion           1.51E+18  ...         False   Es   5 6     4   fashion           1.51E+18  ...          True   Es   6 10   11   fashion           1.51E+18  ...         False   Es   7 16    5   fashion           1.51E+18  ...          True   Es   8 9    33   fashion           1.51E+18  ...         False   Es   9 2     1   fashion           1.51E+18  ...         False   Es  10 13   15   fashion           1.51E+18  ...          True   Es  11 17   23   fashion           1.51E+18  ...          True   Es  12 7    21   fashion  1,50663040029e+18  ...         False   Es  13 18   14   fashion           1.51E+18  ...          True   Es  14 12   13   fashion           1.51E+18  ...          True   Es  15 8    12   fashion           1.51E+18  ...         False   Es  16 14    2   fashion           1.51E+18  ...          True   Es  17 4    34   fashion           1.51E+18  ...         False   Es  18 20    9      web6                NaN  ...         False   Cr  19 0    25   fashion           1.51E+18  ...          True   Es  20 19   32   fashion           1.51E+18  ...         False   Es  21 22   30     web17                NaN  ...          True   Su  22 3     3   fashion           1.51E+18  ...          True   Es  23 15   31   fashion           1.50E+18  ...         False   Es  24 5    22   fashion           1.51E+18  ...          True   Es  25  [25 rows x 41 columns]",,ay89kzzw,,,,,0,2.1,Social_media_feed,1.0,https://app.prolific.co/submissions/complete?cc=C1MXRORR,221,,0.0,clean,,1,1,221,,0.0,7,7,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
222,iplzwhb9,5f7dd788bbca8b0008380008,0,14,14,questionnaire,Debriefing,2022-12-01 01:40:04.267270,1,,,0.0,    doc community        id  ... pic_available icon row 6    36     web18       NaN  ...          True   Kc   1 14   16      web8       NaN  ...          True   Ar   2 13   40     web22       NaN  ...          True   Ag   3 19   39     web21       NaN  ...         False   Cr   4 18    9      web6       NaN  ...         False   Cr   5 10   19     web11       NaN  ...         False   Ξd   6 3    14   fashion  1.51E+18  ...          True   Es   7 7    38     web20       NaN  ...         False   St   8 12   10      web7       NaN  ...         False   Cr   9 17   17      web9       NaN  ...         False   Ma  10 5    26     web13       NaN  ...          True   No  11 11    6      web3       NaN  ...          True   Λv  12 2    23   fashion  1.51E+18  ...          True   Es  13 22   18     web10       NaN  ...          True   Bo  14 16    7      web4       NaN  ...         False   Bi  15 23   30     web17       NaN  ...          True   Su  16 1    13   fashion  1.51E+18  ...          True   Es  17 8    28     web15       NaN  ...          True   Ca  18 9     8      web5       NaN  ...         False   Tr  19 20   29     web16       NaN  ...         False   Wh  20 21   37     web19       NaN  ...         False   St  21 4     5   fashion  1.51E+18  ...          True   Es  22 15   27     web14       NaN  ...         False   St  23 24   20     web12       NaN  ...         False   Jo  24 0    11   fashion  1.51E+18  ...         False   Es  25  [25 rows x 41 columns],1,ay89kzzw,,,,,0,2.1,Social_media_feed,1.0,https://app.prolific.co/submissions/complete?cc=C1MXRORR,222,,0.0,polluted,,1,1,222,,0.0,3,4,2,1,3,3,3,4,4,5,4,5,4,4,4,4,3,3,7,1,7,2,2,3,3,2,1,1,0,0,1,1,1,1,22,1,5,5,1,1,1
223,83dz3av0,5589a309fdf99b7ae5007c33,0,14,14,questionnaire,Debriefing,2022-12-01 01:40:11.214689,1,,,0.0,"    doc community                 id  ... pic_available icon row 14    5   fashion           1.51E+18  ...          True   Es   1 13   35   fashion           1.51E+18  ...          True   Es   2 0    12   fashion           1.51E+18  ...         False   Es   3 11   23   fashion           1.51E+18  ...          True   Es   4 5    22   fashion           1.51E+18  ...          True   Es   5 10   15   fashion           1.51E+18  ...          True   Es   6 2    24   fashion           1.51E+18  ...         False   Es   7 9    13   fashion           1.51E+18  ...          True   Es   8 19   32   fashion           1.51E+18  ...         False   Es   9 7     1   fashion           1.51E+18  ...         False   Es  10 16   25   fashion           1.51E+18  ...          True   Es  11 6    34   fashion           1.51E+18  ...         False   Es  12 23   20     web12                NaN  ...         False   Jo  13 3     2   fashion           1.51E+18  ...          True   Es  14 4    33   fashion           1.51E+18  ...         False   Es  15 12   31   fashion           1.50E+18  ...         False   Es  16 21   10      web7                NaN  ...         False   Cr  17 24   16      web8                NaN  ...          True   Ar  18 20   37     web19                NaN  ...         False   St  19 18   14   fashion           1.51E+18  ...          True   Es  20 8     4   fashion           1.51E+18  ...          True   Es  21 15   21   fashion  1,50663040029e+18  ...         False   Es  22 22   17      web9                NaN  ...         False   Ma  23 1    11   fashion           1.51E+18  ...         False   Es  24 17    3   fashion           1.51E+18  ...          True   Es  25  [25 rows x 41 columns]",1,ay89kzzw,,,,,0,2.1,Social_media_feed,1.0,https://app.prolific.co/submissions/complete?cc=C1MXRORR,223,,0.0,clean,,1,1,223,,0.0,2,2,2,1,2,4,1,6,2,6,6,6,6,6,4,4,3,3,1,7,1,6,6,6,6,1,3,3,0,0,1,1,1,1,45,3,3,4,1,1,1
224,fhvx2kp6,611099e3521a966f3acee912,0,14,14,questionnaire,Debriefing,2022-12-01 01:40:28.452604,1,,,0.0,"    doc community                 id  ... pic_available icon row 23   30     web17                NaN  ...          True   Su   1 6    10      web7                NaN  ...         False   Cr   2 1    33   fashion           1.51E+18  ...         False   Es   3 4    15   fashion           1.51E+18  ...          True   Es   4 7    27     web14                NaN  ...         False   St   5 2    21   fashion  1,50663040029e+18  ...         False   Es   6 16   40     web22                NaN  ...          True   Ag   7 13   38     web20                NaN  ...         False   St   8 0    25   fashion           1.51E+18  ...          True   Es   9 8    19     web11                NaN  ...         False   Ξd  10 12    8      web5                NaN  ...         False   Tr  11 24   29     web16                NaN  ...         False   Wh  12 11   20     web12                NaN  ...         False   Jo  13 3     1   fashion           1.51E+18  ...         False   Es  14 19    9      web6                NaN  ...         False   Cr  15 14   26     web13                NaN  ...          True   No  16 10   37     web19                NaN  ...         False   St  17 9    28     web15                NaN  ...          True   Ca  18 17    7      web4                NaN  ...         False   Bi  19 18   17      web9                NaN  ...         False   Ma  20 5     6      web3                NaN  ...          True   Λv  21 22   39     web21                NaN  ...         False   Cr  22 21   18     web10                NaN  ...          True   Bo  23 20   36     web18                NaN  ...          True   Kc  24 15   16      web8                NaN  ...          True   Ar  25  [25 rows x 41 columns]",1,ay89kzzw,,,,,0,2.1,Social_media_feed,1.0,https://app.prolific.co/submissions/complete?cc=C1MXRORR,224,,0.0,polluted,,1,1,224,,0.0,1,1,1,1,7,1,7,7,7,7,7,7,7,7,1,1,1,1,5,2,4,1,1,1,1,1,1,1,0,0,1,1,1,1,24,1,5,5,1,1,1
225,vekaco4f,5bb6dabb1795ab0001c77aa0,0,14,14,questionnaire,Debriefing,2022-12-01 01:40:33.504013,1,,,0.0,"    doc community                 id  ... pic_available icon row 1     1   fashion           1.51E+18  ...         False   Es   1 16   34   fashion           1.51E+18  ...         False   Es   2 13   23   fashion           1.51E+18  ...          True   Es   3 14   22   fashion           1.51E+18  ...          True   Es   4 19   33   fashion           1.51E+18  ...         False   Es   5 3    14   fashion           1.51E+18  ...          True   Es   6 23   38     web20                NaN  ...         False   St   7 4    35   fashion           1.51E+18  ...          True   Es   8 22   17      web9                NaN  ...         False   Ma   9 8     2   fashion           1.51E+18  ...          True   Es  10 6     4   fashion           1.51E+18  ...          True   Es  11 15   31   fashion           1.50E+18  ...         False   Es  12 10    5   fashion           1.51E+18  ...          True   Es  13 20    6      web3                NaN  ...          True   Λv  14 9    25   fashion           1.51E+18  ...          True   Es  15 21   27     web14                NaN  ...         False   St  16 5    15   fashion           1.51E+18  ...          True   Es  17 12   12   fashion           1.51E+18  ...         False   Es  18 24   10      web7                NaN  ...         False   Cr  19 18   11   fashion           1.51E+18  ...         False   Es  20 0    32   fashion           1.51E+18  ...         False   Es  21 2    13   fashion           1.51E+18  ...          True   Es  22 11   24   fashion           1.51E+18  ...         False   Es  23 7     3   fashion           1.51E+18  ...          True   Es  24 17   21   fashion  1,50663040029e+18  ...         False   Es  25  [25 rows x 41 columns]",1,ay89kzzw,,,,,0,2.1,Social_media_feed,1.0,https://app.prolific.co/submissions/complete?cc=C1MXRORR,225,,0.0,clean,,1,1,225,,0.0,1,2,1,1,5,6,6,7,6,6,7,6,7,7,2,2,1,1,1,7,1,1,1,1,1,1,1,1,0,0,1,1,1,1,35,1,3,4,1,1,1
226,20iu1418,5e116aabe632e18120366134,0,14,14,questionnaire,Debriefing,2022-12-01 01:40:54.099624,1,,,0.0,    doc community        id  ... pic_available icon row 24   28     web15       NaN  ...          True   Ca   1 0    23   fashion  1.51E+18  ...          True   Es   2 4    33   fashion  1.51E+18  ...         False   Es   3 6    10      web7       NaN  ...         False   Cr   4 5    38     web20       NaN  ...         False   St   5 12   27     web14       NaN  ...         False   St   6 19   29     web16       NaN  ...         False   Wh   7 16   17      web9       NaN  ...         False   Ma   8 11    6      web3       NaN  ...          True   Λv   9 2     3   fashion  1.51E+18  ...          True   Es  10 10   26     web13       NaN  ...          True   No  11 20   30     web17       NaN  ...          True   Su  12 21   39     web21       NaN  ...         False   Cr  13 18   37     web19       NaN  ...         False   St  14 7     9      web6       NaN  ...         False   Cr  15 1    15   fashion  1.51E+18  ...          True   Es  16 8    19     web11       NaN  ...         False   Ξd  17 3    35   fashion  1.51E+18  ...          True   Es  18 15    7      web4       NaN  ...         False   Bi  19 22   18     web10       NaN  ...          True   Bo  20 23   20     web12       NaN  ...         False   Jo  21 14    8      web5       NaN  ...         False   Tr  22 17   40     web22       NaN  ...          True   Ag  23 9    36     web18       NaN  ...          True   Kc  24 13   16      web8       NaN  ...          True   Ar  25  [25 rows x 41 columns],1,ay89kzzw,,,,,0,2.1,Social_media_feed,1.0,https://app.prolific.co/submissions/complete?cc=C1MXRORR,226,,0.0,polluted,,1,1,226,,0.0,1,3,3,1,2,2,3,1,1,7,7,7,7,7,2,2,2,2,7,2,7,2,2,1,1,1,1,1,0,1,1,1,1,1,38,2,4,6,1,1,1
227,d5j3vn7f,632cafe32ff306f698e26991,0,14,14,questionnaire,Debriefing,2022-12-01 01:41:00.943647,1,,,0.0,"    doc community                 id  ... pic_available icon row 1    11   fashion           1.51E+18  ...         False   Es   1 18    1   fashion           1.51E+18  ...         False   Es   2 3    15   fashion           1.51E+18  ...          True   Es   3 12    2   fashion           1.51E+18  ...          True   Es   4 20   18     web10                NaN  ...          True   Bo   5 7    33   fashion           1.51E+18  ...         False   Es   6 2    23   fashion           1.51E+18  ...          True   Es   7 17   14   fashion           1.51E+18  ...          True   Es   8 10   32   fashion           1.51E+18  ...         False   Es   9 15   35   fashion           1.51E+18  ...          True   Es  10 23    8      web5                NaN  ...         False   Tr  11 6    24   fashion           1.51E+18  ...         False   Es  12 24   38     web20                NaN  ...         False   St  13 9     3   fashion           1.51E+18  ...          True   Es  14 0    13   fashion           1.51E+18  ...          True   Es  15 14   22   fashion           1.51E+18  ...          True   Es  16 22   17      web9                NaN  ...         False   Ma  17 16   34   fashion           1.51E+18  ...         False   Es  18 13   25   fashion           1.51E+18  ...          True   Es  19 8     5   fashion           1.51E+18  ...          True   Es  20 5    31   fashion           1.50E+18  ...         False   Es  21 4     4   fashion           1.51E+18  ...          True   Es  22 11   21   fashion  1,50663040029e+18  ...         False   Es  23 19   12   fashion           1.51E+18  ...         False   Es  24 21   30     web17                NaN  ...          True   Su  25  [25 rows x 41 columns]",1,ay89kzzw,,,,,0,2.1,Social_media_feed,1.0,https://app.prolific.co/submissions/complete?cc=C1MXRORR,227,,0.0,clean,,1,1,227,,0.0,6,6,5,3,5,7,7,4,5,2,1,1,1,1,6,6,6,5,1,1,1,6,7,7,6,5,5,5,0,1,1,1,1,1,26,2,2,5,1,1,1
