participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,participant.tweets,participant.finished,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.participation_fee,session.config.name,session.config.real_world_currency_per_point,session.prolific_completion_url,feed.1.player.id_in_group,feed.1.player.role,feed.1.player.payoff,feed.1.player.treatment,feed.1.player.privacy_time,feed.1.group.id_in_subsession,feed.1.subsession.round_number,questionnaire.1.player.id_in_group,questionnaire.1.player.role,questionnaire.1.player.payoff,questionnaire.1.player.brand_equity_1,questionnaire.1.player.brand_equity_2,questionnaire.1.player.brand_equity_3,questionnaire.1.player.brand_equity_4,questionnaire.1.player.brand_clarity_1,questionnaire.1.player.brand_clarity_2,questionnaire.1.player.brand_clarity_3,questionnaire.1.player.brand_clarity_4,questionnaire.1.player.brand_clarity_5,questionnaire.1.player.risk_1,questionnaire.1.player.risk_2,questionnaire.1.player.risk_3,questionnaire.1.player.risk_4,questionnaire.1.player.risk_5,questionnaire.1.player.trust_1,questionnaire.1.player.trust_2,questionnaire.1.player.trust_3,questionnaire.1.player.trust_4,questionnaire.1.player.pollution_1,questionnaire.1.player.pollution_2_r,questionnaire.1.player.pollution_3,questionnaire.1.player.persuasive_1,questionnaire.1.player.persuasive_2,questionnaire.1.player.persuasive_3,questionnaire.1.player.persuasive_4,questionnaire.1.player.prestige_1,questionnaire.1.player.prestige_2,questionnaire.1.player.prestige_3,questionnaire.1.player.NFT_ownership,questionnaire.1.player.web3_interest,questionnaire.1.player.fashion_interest_1,questionnaire.1.player.fashion_interest_2,questionnaire.1.player.fashion_interest_3,questionnaire.1.player.fashion_interest_4,questionnaire.1.player.age,questionnaire.1.player.gender,questionnaire.1.player.education,questionnaire.1.player.income,questionnaire.1.player.completed_survey,questionnaire.1.group.id_in_subsession,questionnaire.1.subsession.round_number
44,yjrejljk,61034ba2ba42f824a6111456,0,14,14,questionnaire,Debriefing,2022-12-01 01:07:19.207988,1,,,0.0,    doc community        id  ... pic_available icon row 4    13   fashion  1.51E+18  ...          True   Es   1 17   40     web22       NaN  ...          True   Ag   2 2    25   fashion  1.51E+18  ...          True   Es   3 1    11   fashion  1.51E+18  ...         False   Es   4 19    6      web3       NaN  ...          True   Λv   5 5    18     web10       NaN  ...          True   Bo   6 20   17      web9       NaN  ...         False   Ma   7 7     8      web5       NaN  ...         False   Tr   8 11    7      web4       NaN  ...         False   Bi   9 14   30     web17       NaN  ...          True   Su  10 16   27     web14       NaN  ...         False   St  11 18   26     web13       NaN  ...          True   No  12 13   19     web11       NaN  ...         False   Ξd  13 9    38     web20       NaN  ...         False   St  14 3    23   fashion  1.51E+18  ...          True   Es  15 10   10      web7       NaN  ...         False   Cr  16 24   36     web18       NaN  ...          True   Kc  17 6    37     web19       NaN  ...         False   St  18 0     3   fashion  1.51E+18  ...          True   Es  19 23   29     web16       NaN  ...         False   Wh  20 12   16      web8       NaN  ...          True   Ar  21 22   28     web15       NaN  ...          True   Ca  22 15   39     web21       NaN  ...         False   Cr  23 8    20     web12       NaN  ...         False   Jo  24 21    9      web6       NaN  ...         False   Cr  25  [25 rows x 41 columns],1,ay89kzzw,,,,,0,2.1,Social_media_feed,1.0,https://app.prolific.co/submissions/complete?cc=C1MXRORR,44,,0.0,polluted,,1,1,44,,0.0,2,3,2,1,5,5,5,6,6,3,3,3,3,3,4,5,4,3,4,2,5,3,2,1,3,2,3,3,0,0,1,1,1,1,23,1,4,4,1,1,1
45,2wjbno1j,62d3353522f2e30546487dbf,0,14,14,questionnaire,Debriefing,2022-12-01 01:07:27.465869,1,,,0.0,"    doc community                 id  ... pic_available icon row 11   14   fashion           1.51E+18  ...          True   Es   1 16   35   fashion           1.51E+18  ...          True   Es   2 2     4   fashion           1.51E+18  ...          True   Es   3 7     1   fashion           1.51E+18  ...         False   Es   4 6    23   fashion           1.51E+18  ...          True   Es   5 21   40     web22                NaN  ...          True   Ag   6 17   25   fashion           1.51E+18  ...          True   Es   7 14    5   fashion           1.51E+18  ...          True   Es   8 24   26     web13                NaN  ...          True   No   9 12    2   fashion           1.51E+18  ...          True   Es  10 4    32   fashion           1.51E+18  ...         False   Es  11 10   33   fashion           1.51E+18  ...         False   Es  12 5    15   fashion           1.51E+18  ...          True   Es  13 8    21   fashion  1,50663040029e+18  ...         False   Es  14 18   22   fashion           1.51E+18  ...          True   Es  15 0    13   fashion           1.51E+18  ...          True   Es  16 9     3   fashion           1.51E+18  ...          True   Es  17 3    34   fashion           1.51E+18  ...         False   Es  18 1    31   fashion           1.50E+18  ...         False   Es  19 20    9      web6                NaN  ...         False   Cr  20 22   38     web20                NaN  ...         False   St  21 15   11   fashion           1.51E+18  ...         False   Es  22 13   12   fashion           1.51E+18  ...         False   Es  23 19   24   fashion           1.51E+18  ...         False   Es  24 23   30     web17                NaN  ...          True   Su  25  [25 rows x 41 columns]",1,ay89kzzw,,,,,0,2.1,Social_media_feed,1.0,https://app.prolific.co/submissions/complete?cc=C1MXRORR,45,,0.0,clean,,1,1,45,,0.0,3,4,2,1,5,4,6,5,7,6,4,5,4,4,4,3,2,1,5,6,7,2,2,4,3,6,6,7,0,1,1,1,1,1,20,2,3,6,1,1,1
46,ihn99y6y,5bf769ac2dd20c00013188d1,0,14,14,questionnaire,Debriefing,2022-12-01 01:08:07.727737,1,,,0.0,"    doc community                 id  ... pic_available icon row 4    15   fashion           1.51E+18  ...          True   Es   1 10   16      web8                NaN  ...          True   Ar   2 9    18     web10                NaN  ...          True   Bo   3 23    6      web3                NaN  ...          True   Λv   4 21   17      web9                NaN  ...         False   Ma   5 11   40     web22                NaN  ...          True   Ag   6 16    8      web5                NaN  ...         False   Tr   7 12   39     web21                NaN  ...         False   Cr   8 0    21   fashion  1,50663040029e+18  ...         False   Es   9 18   20     web12                NaN  ...         False   Jo  10 7    38     web20                NaN  ...         False   St  11 14   19     web11                NaN  ...         False   Ξd  12 3    23   fashion           1.51E+18  ...          True   Es  13 20   28     web15                NaN  ...          True   Ca  14 17    9      web6                NaN  ...         False   Cr  15 13    7      web4                NaN  ...         False   Bi  16 5    26     web13                NaN  ...          True   No  17 22   30     web17                NaN  ...          True   Su  18 6    29     web16                NaN  ...         False   Wh  19 15   37     web19                NaN  ...         False   St  20 19   10      web7                NaN  ...         False   Cr  21 24   27     web14                NaN  ...         False   St  22 2     1   fashion           1.51E+18  ...         False   Es  23 8    36     web18                NaN  ...          True   Kc  24 1     5   fashion           1.51E+18  ...          True   Es  25  [25 rows x 41 columns]",1,ay89kzzw,,,,,0,2.1,Social_media_feed,1.0,https://app.prolific.co/submissions/complete?cc=C1MXRORR,46,,0.0,polluted,,1,1,46,,0.0,5,7,5,1,5,4,4,3,5,4,4,3,5,3,6,7,5,5,1,5,2,4,6,5,6,5,4,5,0,0,1,1,1,1,30,2,4,7,1,1,1
47,zbsvz2um,61325851c8a9eb311bc63c3d,0,14,14,questionnaire,Debriefing,2022-12-01 01:08:08.135171,1,,,0.0,"    doc community                 id  ... pic_available icon row 15   23   fashion           1.51E+18  ...          True   Es   1 6    33   fashion           1.51E+18  ...         False   Es   2 22    7      web4                NaN  ...         False   Bi   3 3    22   fashion           1.51E+18  ...          True   Es   4 16    2   fashion           1.51E+18  ...          True   Es   5 0     5   fashion           1.51E+18  ...          True   Es   6 13    1   fashion           1.51E+18  ...         False   Es   7 12   21   fashion  1,50663040029e+18  ...         False   Es   8 5    24   fashion           1.51E+18  ...         False   Es   9 4    31   fashion           1.50E+18  ...         False   Es  10 8    15   fashion           1.51E+18  ...          True   Es  11 9    34   fashion           1.51E+18  ...         False   Es  12 23    9      web6                NaN  ...         False   Cr  13 20   40     web22                NaN  ...          True   Ag  14 1    35   fashion           1.51E+18  ...          True   Es  15 24   29     web16                NaN  ...         False   Wh  16 14    3   fashion           1.51E+18  ...          True   Es  17 17    4   fashion           1.51E+18  ...          True   Es  18 10   11   fashion           1.51E+18  ...         False   Es  19 18   13   fashion           1.51E+18  ...          True   Es  20 21   28     web15                NaN  ...          True   Ca  21 11   25   fashion           1.51E+18  ...          True   Es  22 19   12   fashion           1.51E+18  ...         False   Es  23 7    14   fashion           1.51E+18  ...          True   Es  24 2    32   fashion           1.51E+18  ...         False   Es  25  [25 rows x 41 columns]",1,ay89kzzw,,,,,0,2.1,Social_media_feed,1.0,https://app.prolific.co/submissions/complete?cc=C1MXRORR,47,,0.0,clean,,1,1,47,,0.0,1,1,1,1,5,4,5,7,3,5,5,5,5,5,2,2,2,2,4,4,4,2,2,2,2,1,1,1,0,0,1,1,1,1,23,2,6,4,1,1,1
48,qc2asmwu,60ac7a50983ea0c457785122,0,14,14,questionnaire,Debriefing,2022-12-01 01:08:11.948487,1,,,0.0,    doc community        id  ... pic_available icon row 12   28     web15       NaN  ...          True   Ca   1 16   36     web18       NaN  ...          True   Kc   2 21   18     web10       NaN  ...          True   Bo   3 8    39     web21       NaN  ...         False   Cr   4 0     3   fashion  1.51E+18  ...          True   Es   5 15    6      web3       NaN  ...          True   Λv   6 3    34   fashion  1.51E+18  ...         False   Es   7 22   10      web7       NaN  ...         False   Cr   8 1    13   fashion  1.51E+18  ...          True   Es   9 5    37     web19       NaN  ...         False   St  10 24   19     web11       NaN  ...         False   Ξd  11 10   38     web20       NaN  ...         False   St  12 17    8      web5       NaN  ...         False   Tr  13 4    23   fashion  1.51E+18  ...          True   Es  14 7    26     web13       NaN  ...          True   No  15 11    7      web4       NaN  ...         False   Bi  16 9    27     web14       NaN  ...         False   St  17 18   40     web22       NaN  ...          True   Ag  18 6    17      web9       NaN  ...         False   Ma  19 23   30     web17       NaN  ...          True   Su  20 19   16      web8       NaN  ...          True   Ar  21 14   20     web12       NaN  ...         False   Jo  22 2    31   fashion  1.50E+18  ...         False   Es  23 20    9      web6       NaN  ...         False   Cr  24 13   29     web16       NaN  ...         False   Wh  25  [25 rows x 41 columns],1,ay89kzzw,,,,,0,2.1,Social_media_feed,1.0,https://app.prolific.co/submissions/complete?cc=C1MXRORR,48,,0.0,polluted,,1,1,48,,0.0,4,5,4,3,6,5,4,4,3,3,3,4,3,3,4,4,3,4,2,4,5,4,5,4,5,5,4,5,0,1,1,1,1,1,23,1,2,2,1,1,1
49,8he00lx0,60fdfed939de3ee8edb59d82,0,14,14,questionnaire,Debriefing,2022-12-01 01:08:14.758729,1,,,0.0,"    doc community                 id  ... pic_available icon row 9    12   fashion           1.51E+18  ...         False   Es   1 0    15   fashion           1.51E+18  ...          True   Es   2 5    23   fashion           1.51E+18  ...          True   Es   3 16   31   fashion           1.50E+18  ...         False   Es   4 8     1   fashion           1.51E+18  ...         False   Es   5 10   14   fashion           1.51E+18  ...          True   Es   6 1    24   fashion           1.51E+18  ...         False   Es   7 4    25   fashion           1.51E+18  ...          True   Es   8 17   13   fashion           1.51E+18  ...          True   Es   9 24    7      web4                NaN  ...         False   Bi  10 3    33   fashion           1.51E+18  ...         False   Es  11 7    35   fashion           1.51E+18  ...          True   Es  12 18   11   fashion           1.51E+18  ...         False   Es  13 21    8      web5                NaN  ...         False   Tr  14 2     2   fashion           1.51E+18  ...          True   Es  15 13    4   fashion           1.51E+18  ...          True   Es  16 6    21   fashion  1,50663040029e+18  ...         False   Es  17 11   22   fashion           1.51E+18  ...          True   Es  18 12    5   fashion           1.51E+18  ...          True   Es  19 19    3   fashion           1.51E+18  ...          True   Es  20 15   34   fashion           1.51E+18  ...         False   Es  21 23   17      web9                NaN  ...         False   Ma  22 20   26     web13                NaN  ...          True   No  23 14   32   fashion           1.51E+18  ...         False   Es  24 22   39     web21                NaN  ...         False   Cr  25  [25 rows x 41 columns]",1,ay89kzzw,,,,,0,2.1,Social_media_feed,1.0,https://app.prolific.co/submissions/complete?cc=C1MXRORR,49,,0.0,clean,,1,1,49,,0.0,3,5,3,3,5,4,5,4,6,1,1,4,1,1,6,5,6,5,2,6,2,5,5,6,6,2,3,2,0,0,1,1,1,1,28,1,5,4,1,1,1
50,wors3a57,5f42d7f515c23f500bd34d57,0,14,14,questionnaire,Debriefing,2022-12-01 01:08:39.134401,1,,,0.0,    doc community        id  ... pic_available icon row 7    10      web7       NaN  ...         False   Cr   1 10   19     web11       NaN  ...         False   Ξd   2 5     8      web5       NaN  ...         False   Tr   3 21   18     web10       NaN  ...          True   Bo   4 19   39     web21       NaN  ...         False   Cr   5 13   30     web17       NaN  ...          True   Su   6 6    17      web9       NaN  ...         False   Ma   7 23    6      web3       NaN  ...          True   Λv   8 22   16      web8       NaN  ...          True   Ar   9 1    13   fashion  1.51E+18  ...          True   Es  10 18    7      web4       NaN  ...         False   Bi  11 20   20     web12       NaN  ...         False   Jo  12 15   40     web22       NaN  ...          True   Ag  13 24   36     web18       NaN  ...          True   Kc  14 9    38     web20       NaN  ...         False   St  15 3     2   fashion  1.51E+18  ...          True   Es  16 0    22   fashion  1.51E+18  ...          True   Es  17 16   37     web19       NaN  ...         False   St  18 14    9      web6       NaN  ...         False   Cr  19 11   29     web16       NaN  ...         False   Wh  20 2    25   fashion  1.51E+18  ...          True   Es  21 12   26     web13       NaN  ...          True   No  22 8    28     web15       NaN  ...          True   Ca  23 17   27     web14       NaN  ...         False   St  24 4     3   fashion  1.51E+18  ...          True   Es  25  [25 rows x 41 columns],1,ay89kzzw,,,,,0,2.1,Social_media_feed,1.0,https://app.prolific.co/submissions/complete?cc=C1MXRORR,50,,0.0,polluted,,1,1,50,,0.0,4,4,3,4,4,4,4,5,5,4,3,5,3,3,4,4,4,4,5,3,5,3,3,3,3,4,3,3,0,1,1,1,1,1,36,2,5,8,1,1,1
51,28vpj8ds,629e61b75f541e7dfa66b1d6,0,14,14,questionnaire,Debriefing,2022-12-01 01:08:42.066596,1,,,0.0,"    doc community                 id  ... pic_available icon row 15   34   fashion           1.51E+18  ...         False   Es   1 6     3   fashion           1.51E+18  ...          True   Es   2 20    6      web3                NaN  ...          True   Λv   3 18    4   fashion           1.51E+18  ...          True   Es   4 24   39     web21                NaN  ...         False   Cr   5 22   28     web15                NaN  ...          True   Ca   6 12    1   fashion           1.51E+18  ...         False   Es   7 17    2   fashion           1.51E+18  ...          True   Es   8 4     5   fashion           1.51E+18  ...          True   Es   9 14   24   fashion           1.51E+18  ...         False   Es  10 7    35   fashion           1.51E+18  ...          True   Es  11 1    32   fashion           1.51E+18  ...         False   Es  12 5    33   fashion           1.51E+18  ...         False   Es  13 23   38     web20                NaN  ...         False   St  14 21   19     web11                NaN  ...         False   Ξd  15 16   25   fashion           1.51E+18  ...          True   Es  16 10   13   fashion           1.51E+18  ...          True   Es  17 0    22   fashion           1.51E+18  ...          True   Es  18 2    12   fashion           1.51E+18  ...         False   Es  19 8    15   fashion           1.51E+18  ...          True   Es  20 19   11   fashion           1.51E+18  ...         False   Es  21 13   23   fashion           1.51E+18  ...          True   Es  22 9    14   fashion           1.51E+18  ...          True   Es  23 3    21   fashion  1,50663040029e+18  ...         False   Es  24 11   31   fashion           1.50E+18  ...         False   Es  25  [25 rows x 41 columns]",1,ay89kzzw,,,,,0,2.1,Social_media_feed,1.0,https://app.prolific.co/submissions/complete?cc=C1MXRORR,51,,0.0,clean,,1,1,51,,0.0,5,5,4,2,5,5,6,5,6,2,2,2,2,2,2,2,2,2,5,6,5,5,4,5,4,5,5,3,0,0,1,1,1,1,64,1,6,8,1,1,1
52,ytn5oeox,5f0907cacd2a9f194b21eda8,0,14,14,questionnaire,Debriefing,2022-12-01 01:08:49.717265,1,,,0.0,"    doc community                 id  ... pic_available icon row 14   30     web17                NaN  ...          True   Su   1 5    38     web20                NaN  ...         False   St   2 18    7      web4                NaN  ...         False   Bi   3 24    9      web6                NaN  ...         False   Cr   4 19   26     web13                NaN  ...          True   No   5 12    6      web3                NaN  ...          True   Λv   6 13   16      web8                NaN  ...          True   Ar   7 23   40     web22                NaN  ...          True   Ag   8 0     1   fashion           1.51E+18  ...         False   Es   9 8     8      web5                NaN  ...         False   Tr  10 21   17      web9                NaN  ...         False   Ma  11 7    39     web21                NaN  ...         False   Cr  12 9    20     web12                NaN  ...         False   Jo  13 16   29     web16                NaN  ...         False   Wh  14 15   19     web11                NaN  ...         False   Ξd  15 17   28     web15                NaN  ...          True   Ca  16 11   10      web7                NaN  ...         False   Cr  17 1     3   fashion           1.51E+18  ...          True   Es  18 20   36     web18                NaN  ...          True   Kc  19 10   27     web14                NaN  ...         False   St  20 3    13   fashion           1.51E+18  ...          True   Es  21 4    21   fashion  1,50663040029e+18  ...         False   Es  22 22   37     web19                NaN  ...         False   St  23 6    18     web10                NaN  ...          True   Bo  24 2    31   fashion           1.50E+18  ...         False   Es  25  [25 rows x 41 columns]",1,ay89kzzw,,,,,0,2.1,Social_media_feed,1.0,https://app.prolific.co/submissions/complete?cc=C1MXRORR,52,,0.0,polluted,,1,1,52,,0.0,3,3,4,3,3,4,3,3,4,6,5,4,5,4,5,4,3,4,7,4,7,5,4,5,4,4,4,3,0,0,1,1,1,1,22,2,5,5,1,1,1
53,29ffy7no,63614ed8c5a922d6451c671c,0,14,14,questionnaire,Debriefing,2022-12-01 01:08:59.946752,1,,,0.0,"    doc community                 id  ... pic_available icon row 13   15   fashion           1.51E+18  ...          True   Es   1 12   23   fashion           1.51E+18  ...          True   Es   2 6    31   fashion           1.50E+18  ...         False   Es   3 16    4   fashion           1.51E+18  ...          True   Es   4 11   11   fashion           1.51E+18  ...         False   Es   5 15   22   fashion           1.51E+18  ...          True   Es   6 9    24   fashion           1.51E+18  ...         False   Es   7 2     3   fashion           1.51E+18  ...          True   Es   8 20   40     web22                NaN  ...          True   Ag   9 8    25   fashion           1.51E+18  ...          True   Es  10 21   30     web17                NaN  ...          True   Su  11 10   34   fashion           1.51E+18  ...         False   Es  12 18   12   fashion           1.51E+18  ...         False   Es  13 3     2   fashion           1.51E+18  ...          True   Es  14 22   38     web20                NaN  ...         False   St  15 19   14   fashion           1.51E+18  ...          True   Es  16 5    32   fashion           1.51E+18  ...         False   Es  17 0    13   fashion           1.51E+18  ...          True   Es  18 1    35   fashion           1.51E+18  ...          True   Es  19 17    1   fashion           1.51E+18  ...         False   Es  20 14    5   fashion           1.51E+18  ...          True   Es  21 4    33   fashion           1.51E+18  ...         False   Es  22 7    21   fashion  1,50663040029e+18  ...         False   Es  23 23   10      web7                NaN  ...         False   Cr  24 24   26     web13                NaN  ...          True   No  25  [25 rows x 41 columns]",1,ay89kzzw,,,,,0,2.1,Social_media_feed,1.0,https://app.prolific.co/submissions/complete?cc=C1MXRORR,53,,0.0,clean,,1,1,53,,0.0,5,6,6,5,5,5,5,5,5,5,3,3,3,3,6,6,6,6,3,6,5,3,5,5,3,3,3,3,0,0,1,1,1,1,21,2,2,1,1,1,1
54,brf64vf2,603ae163f21b736f470992bd,0,14,14,questionnaire,Debriefing,2022-12-01 01:09:01.281360,1,,,0.0,"    doc community                 id  ... pic_available icon row 21   38     web20                NaN  ...         False   St   1 2    32   fashion           1.51E+18  ...         False   Es   2 17   29     web16                NaN  ...         False   Wh   3 23   39     web21                NaN  ...         False   Cr   4 22   18     web10                NaN  ...          True   Bo   5 0     4   fashion           1.51E+18  ...          True   Es   6 5    30     web17                NaN  ...          True   Su   7 20   40     web22                NaN  ...          True   Ag   8 14    8      web5                NaN  ...         False   Tr   9 19   17      web9                NaN  ...         False   Ma  10 6    36     web18                NaN  ...          True   Kc  11 12   27     web14                NaN  ...         False   St  12 9    37     web19                NaN  ...         False   St  13 4    33   fashion           1.51E+18  ...         False   Es  14 16   16      web8                NaN  ...          True   Ar  15 18    6      web3                NaN  ...          True   Λv  16 8    19     web11                NaN  ...         False   Ξd  17 13   20     web12                NaN  ...         False   Jo  18 3    21   fashion  1,50663040029e+18  ...         False   Es  19 1     1   fashion           1.51E+18  ...         False   Es  20 24   28     web15                NaN  ...          True   Ca  21 10    7      web4                NaN  ...         False   Bi  22 11    9      web6                NaN  ...         False   Cr  23 15   10      web7                NaN  ...         False   Cr  24 7    26     web13                NaN  ...          True   No  25  [25 rows x 41 columns]",1,ay89kzzw,,,,,0,2.1,Social_media_feed,1.0,https://app.prolific.co/submissions/complete?cc=C1MXRORR,54,,0.0,polluted,,1,1,54,,0.0,5,5,6,4,4,4,3,3,4,2,4,4,1,3,5,5,4,5,5,7,3,6,5,6,6,4,5,5,0,0,1,1,1,1,20,1,2,4,1,1,1
55,pbj12mik,610d9096ef7544e18e5f9cf3,0,14,14,questionnaire,Debriefing,2022-12-01 01:10:06.673937,1,,,0.0,"    doc community                 id  ... pic_available icon row 12    1   fashion           1.51E+18  ...         False   Es   1 17    4   fashion           1.51E+18  ...          True   Es   2 13   34   fashion           1.51E+18  ...         False   Es   3 6    24   fashion           1.51E+18  ...         False   Es   4 1     2   fashion           1.51E+18  ...          True   Es   5 18   21   fashion  1,50663040029e+18  ...         False   Es   6 2    14   fashion           1.51E+18  ...          True   Es   7 4    32   fashion           1.51E+18  ...         False   Es   8 3    33   fashion           1.51E+18  ...         False   Es   9 14   11   fashion           1.51E+18  ...         False   Es  10 9    15   fashion           1.51E+18  ...          True   Es  11 5    22   fashion           1.51E+18  ...          True   Es  12 8    35   fashion           1.51E+18  ...          True   Es  13 7    12   fashion           1.51E+18  ...         False   Es  14 15   25   fashion           1.51E+18  ...          True   Es  15 19    3   fashion           1.51E+18  ...          True   Es  16 11   13   fashion           1.51E+18  ...          True   Es  17 20    7      web4                NaN  ...         False   Bi  18 22   29     web16                NaN  ...         False   Wh  19 10   31   fashion           1.50E+18  ...         False   Es  20 16   23   fashion           1.51E+18  ...          True   Es  21 0     5   fashion           1.51E+18  ...          True   Es  22 23   38     web20                NaN  ...         False   St  23 21   30     web17                NaN  ...          True   Su  24 24   16      web8                NaN  ...          True   Ar  25  [25 rows x 41 columns]",1,ay89kzzw,,,,,0,2.1,Social_media_feed,1.0,https://app.prolific.co/submissions/complete?cc=C1MXRORR,55,,0.0,clean,,1,1,55,,0.0,3,4,4,1,3,2,5,4,2,4,3,4,4,4,4,3,3,3,2,6,2,2,1,2,1,6,6,6,0,0,1,1,1,1,26,1,5,4,1,1,1
56,pxj0kw8z,5c0ebe2eac685b0001cb1056,0,14,14,questionnaire,Debriefing,2022-12-01 01:10:54.790033,1,,,0.0,"    doc community                 id  ... pic_available icon row 0    21   fashion  1,50663040029e+18  ...         False   Es   1 9    27     web14                NaN  ...         False   St   2 8    40     web22                NaN  ...          True   Ag   3 13   16      web8                NaN  ...          True   Ar   4 16    8      web5                NaN  ...         False   Tr   5 7    38     web20                NaN  ...         False   St   6 10   36     web18                NaN  ...          True   Kc   7 23    9      web6                NaN  ...         False   Cr   8 22    6      web3                NaN  ...          True   Λv   9 1     2   fashion           1.51E+18  ...          True   Es  10 18   39     web21                NaN  ...         False   Cr  11 14   30     web17                NaN  ...          True   Su  12 20   28     web15                NaN  ...          True   Ca  13 17   17      web9                NaN  ...         False   Ma  14 11   26     web13                NaN  ...          True   No  15 3    34   fashion           1.51E+18  ...         False   Es  16 2    22   fashion           1.51E+18  ...          True   Es  17 21   10      web7                NaN  ...         False   Cr  18 15   29     web16                NaN  ...         False   Wh  19 12    7      web4                NaN  ...         False   Bi  20 6    18     web10                NaN  ...          True   Bo  21 4    31   fashion           1.50E+18  ...         False   Es  22 24   20     web12                NaN  ...         False   Jo  23 5    37     web19                NaN  ...         False   St  24 19   19     web11                NaN  ...         False   Ξd  25  [25 rows x 41 columns]",1,ay89kzzw,,,,,0,2.1,Social_media_feed,1.0,https://app.prolific.co/submissions/complete?cc=C1MXRORR,56,,0.0,polluted,,1,1,56,,0.0,3,4,4,3,1,3,2,2,3,2,3,1,3,3,4,3,4,3,5,3,5,2,3,3,2,3,5,4,0,1,1,1,1,1,26,2,5,8,1,1,1
57,g3gzy8me,5e88fe6f9fb1af0009d1294a,0,14,14,questionnaire,Debriefing,2022-12-01 01:10:59.146958,1,,,0.0,"    doc community                 id  ... pic_available icon row 12   11   fashion           1.51E+18  ...         False   Es   1 1     5   fashion           1.51E+18  ...          True   Es   2 20   17      web9                NaN  ...         False   Ma   3 22   36     web18                NaN  ...          True   Kc   4 21   39     web21                NaN  ...         False   Cr   5 11   12   fashion           1.51E+18  ...         False   Es   6 18   34   fashion           1.51E+18  ...         False   Es   7 14    2   fashion           1.51E+18  ...          True   Es   8 23   37     web19                NaN  ...         False   St   9 10    3   fashion           1.51E+18  ...          True   Es  10 17   24   fashion           1.51E+18  ...         False   Es  11 9    21   fashion  1,50663040029e+18  ...         False   Es  12 5    33   fashion           1.51E+18  ...         False   Es  13 15   22   fashion           1.51E+18  ...          True   Es  14 6    25   fashion           1.51E+18  ...          True   Es  15 0    35   fashion           1.51E+18  ...          True   Es  16 2    31   fashion           1.50E+18  ...         False   Es  17 4    13   fashion           1.51E+18  ...          True   Es  18 7    32   fashion           1.51E+18  ...         False   Es  19 3    15   fashion           1.51E+18  ...          True   Es  20 13    1   fashion           1.51E+18  ...         False   Es  21 8    14   fashion           1.51E+18  ...          True   Es  22 19    4   fashion           1.51E+18  ...          True   Es  23 24    8      web5                NaN  ...         False   Tr  24 16   23   fashion           1.51E+18  ...          True   Es  25  [25 rows x 41 columns]",1,ay89kzzw,,,,,0,2.1,Social_media_feed,1.0,https://app.prolific.co/submissions/complete?cc=C1MXRORR,57,,0.0,clean,,1,1,57,,0.0,1,1,1,1,6,4,6,7,6,6,6,6,6,6,1,1,1,1,1,7,1,1,1,1,1,1,1,1,0,0,1,1,1,1,45,1,6,3,1,1,1
58,xy2nfph0,5ea0ccb1b3b90d0c18acbf0c,0,14,14,questionnaire,Debriefing,2022-12-01 01:11:14.677767,1,,,0.0,"    doc community                 id  ... pic_available icon row 14   28     web15                NaN  ...          True   Ca   1 15   10      web7                NaN  ...         False   Cr   2 11   19     web11                NaN  ...         False   Ξd   3 4    32   fashion           1.51E+18  ...         False   Es   4 1    22   fashion           1.51E+18  ...          True   Es   5 22   39     web21                NaN  ...         False   Cr   6 9    26     web13                NaN  ...          True   No   7 18   30     web17                NaN  ...          True   Su   8 2    12   fashion           1.51E+18  ...         False   Es   9 13   38     web20                NaN  ...         False   St  10 24   29     web16                NaN  ...         False   Wh  11 3    21   fashion  1,50663040029e+18  ...         False   Es  12 12   40     web22                NaN  ...          True   Ag  13 7     8      web5                NaN  ...         False   Tr  14 0    14   fashion           1.51E+18  ...          True   Es  15 10    9      web6                NaN  ...         False   Cr  16 6    27     web14                NaN  ...         False   St  17 16   16      web8                NaN  ...          True   Ar  18 8     7      web4                NaN  ...         False   Bi  19 21   37     web19                NaN  ...         False   St  20 23   17      web9                NaN  ...         False   Ma  21 20   20     web12                NaN  ...         False   Jo  22 17   36     web18                NaN  ...          True   Kc  23 19   18     web10                NaN  ...          True   Bo  24 5     6      web3                NaN  ...          True   Λv  25  [25 rows x 41 columns]",1,ay89kzzw,,,,,0,2.1,Social_media_feed,1.0,https://app.prolific.co/submissions/complete?cc=C1MXRORR,58,,0.0,polluted,,1,1,58,,0.0,2,4,4,1,1,4,3,6,2,6,4,4,4,6,4,4,4,4,7,4,7,1,1,1,4,1,4,4,0,0,1,1,1,1,46,1,8,8,1,1,1
