participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,participant.tweets,participant.finished,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.participation_fee,session.config.name,session.config.real_world_currency_per_point,session.prolific_completion_url,feed.1.player.id_in_group,feed.1.player.role,feed.1.player.payoff,feed.1.player.treatment,feed.1.player.privacy_time,feed.1.player.completed_survey,feed.1.player.affective0,feed.1.player.affective1,feed.1.player.affective2,feed.1.player.affective3,feed.1.player.affective4,feed.1.player.affective5,feed.1.player.affective6,feed.1.player.affective7,feed.1.player.affective8,feed.1.player.affective9,feed.1.player.affective10,feed.1.player.affective11,feed.1.player.affective12,feed.1.player.affective13,feed.1.player.affective14,feed.1.player.affective15,feed.1.player.affective16,feed.1.player.affective17,feed.1.player.affective18,feed.1.player.affective19,feed.1.player.affective20,feed.1.player.affective21,feed.1.player.affective22,feed.1.player.affective23,feed.1.player.affective24,feed.1.player.affective25,feed.1.player.affective26,feed.1.player.affective27,feed.1.player.affective28,feed.1.player.affective29,feed.1.player.affective30,feed.1.player.affective31,feed.1.player.affective32,feed.1.player.affective33,feed.1.player.affective34,feed.1.player.affective35,feed.1.player.affective36,feed.1.player.affective37,feed.1.player.affective38,feed.1.player.affective39,feed.1.player.affective40,feed.1.player.fashion0,feed.1.player.fashion1,feed.1.player.fashion2,feed.1.player.fashion3,feed.1.player.fashion4,feed.1.player.fashion5,feed.1.player.fashion6,feed.1.player.fashion7,feed.1.player.fashion8,feed.1.player.fashion9,feed.1.player.fashion10,feed.1.player.fashion11,feed.1.player.fashion12,feed.1.player.fashion13,feed.1.player.fashion14,feed.1.player.fashion15,feed.1.player.fashion16,feed.1.player.fashion17,feed.1.player.fashion18,feed.1.player.fashion19,feed.1.player.fashion20,feed.1.player.fashion21,feed.1.player.fashion22,feed.1.player.fashion23,feed.1.player.fashion24,feed.1.player.fashion25,feed.1.player.fashion26,feed.1.player.fashion27,feed.1.player.fashion28,feed.1.player.fashion29,feed.1.player.fashion30,feed.1.player.fashion31,feed.1.player.fashion32,feed.1.player.fashion33,feed.1.player.fashion34,feed.1.player.fashion35,feed.1.player.fashion36,feed.1.player.fashion37,feed.1.player.fashion38,feed.1.player.fashion39,feed.1.player.fashion40,feed.1.player.urgent0,feed.1.player.urgent1,feed.1.player.urgent2,feed.1.player.urgent3,feed.1.player.urgent4,feed.1.player.urgent5,feed.1.player.urgent6,feed.1.player.urgent7,feed.1.player.urgent8,feed.1.player.urgent9,feed.1.player.urgent10,feed.1.player.urgent11,feed.1.player.urgent12,feed.1.player.urgent13,feed.1.player.urgent14,feed.1.player.urgent15,feed.1.player.urgent16,feed.1.player.urgent17,feed.1.player.urgent18,feed.1.player.urgent19,feed.1.player.urgent20,feed.1.player.urgent21,feed.1.player.urgent22,feed.1.player.urgent23,feed.1.player.urgent24,feed.1.player.urgent25,feed.1.player.urgent26,feed.1.player.urgent27,feed.1.player.urgent28,feed.1.player.urgent29,feed.1.player.urgent30,feed.1.player.urgent31,feed.1.player.urgent32,feed.1.player.urgent33,feed.1.player.urgent34,feed.1.player.urgent35,feed.1.player.urgent36,feed.1.player.urgent37,feed.1.player.urgent38,feed.1.player.urgent39,feed.1.player.urgent40,feed.1.player.financial0,feed.1.player.financial1,feed.1.player.financial2,feed.1.player.financial3,feed.1.player.financial4,feed.1.player.financial5,feed.1.player.financial6,feed.1.player.financial7,feed.1.player.financial8,feed.1.player.financial9,feed.1.player.financial10,feed.1.player.financial11,feed.1.player.financial12,feed.1.player.financial13,feed.1.player.financial14,feed.1.player.financial15,feed.1.player.financial16,feed.1.player.financial17,feed.1.player.financial18,feed.1.player.financial19,feed.1.player.financial20,feed.1.player.financial21,feed.1.player.financial22,feed.1.player.financial23,feed.1.player.financial24,feed.1.player.financial25,feed.1.player.financial26,feed.1.player.financial27,feed.1.player.financial28,feed.1.player.financial29,feed.1.player.financial30,feed.1.player.financial31,feed.1.player.financial32,feed.1.player.financial33,feed.1.player.financial34,feed.1.player.financial35,feed.1.player.financial36,feed.1.player.financial37,feed.1.player.financial38,feed.1.player.financial39,feed.1.player.financial40,feed.1.group.id_in_subsession,feed.1.subsession.round_number,questionnaire.1.player.id_in_group,questionnaire.1.player.role,questionnaire.1.player.payoff,questionnaire.1.player.brand_equity_1,questionnaire.1.player.brand_equity_2,questionnaire.1.player.brand_equity_3,questionnaire.1.player.brand_equity_4,questionnaire.1.player.brand_clarity_1,questionnaire.1.player.brand_clarity_2,questionnaire.1.player.brand_clarity_3,questionnaire.1.player.brand_clarity_4,questionnaire.1.player.brand_clarity_5,questionnaire.1.player.risk_1,questionnaire.1.player.risk_2,questionnaire.1.player.risk_3,questionnaire.1.player.risk_4,questionnaire.1.player.risk_5,questionnaire.1.player.trust_1,questionnaire.1.player.trust_2,questionnaire.1.player.trust_3,questionnaire.1.player.trust_4,questionnaire.1.player.pollution_1,questionnaire.1.player.pollution_2_r,questionnaire.1.player.pollution_3,questionnaire.1.player.persuasive_1,questionnaire.1.player.persuasive_2,questionnaire.1.player.persuasive_3,questionnaire.1.player.persuasive_4,questionnaire.1.player.prestige_1,questionnaire.1.player.prestige_2,questionnaire.1.player.prestige_3,questionnaire.1.player.completed_survey,questionnaire.1.group.id_in_subsession,questionnaire.1.subsession.round_number
64,712u1e71,614f7300717876eb9b5601b0,0,4,4,questionnaire,Debriefing,2022-11-30 20:20:08.025610,1,,,0.0,    doc community   id conversation_id  ...    affective    urgent    financial  row 11   20     web12  NaN             NaN  ...  affective20  urgent20  financial20    1 10   17      web9  NaN             NaN  ...  affective17  urgent17  financial17    2 9     9      web6  NaN             NaN  ...   affective9   urgent9   financial9    3 6     6      web3  NaN             NaN  ...   affective6   urgent6   financial6    4 13   18     web10  NaN             NaN  ...  affective18  urgent18  financial18    5 2    29     web16  NaN             NaN  ...  affective29  urgent29  financial29    6 4     8      web5  NaN             NaN  ...   affective8   urgent8   financial8    7 0    19     web11  NaN             NaN  ...  affective19  urgent19  financial19    8 14   36     web18  NaN             NaN  ...  affective36  urgent36  financial36    9 7    40     web22  NaN             NaN  ...  affective40  urgent40  financial40   10 17    7      web4  NaN             NaN  ...   affective7   urgent7   financial7   11 12   27     web14  NaN             NaN  ...  affective27  urgent27  financial27   12 3    16      web8  NaN             NaN  ...  affective16  urgent16  financial16   13 18   28     web15  NaN             NaN  ...  affective28  urgent28  financial28   14 8    39     web21  NaN             NaN  ...  affective39  urgent39  financial39   15 5    10      web7  NaN             NaN  ...  affective10  urgent10  financial10   16 19   26     web13  NaN             NaN  ...  affective26  urgent26  financial26   17 16   30     web17  NaN             NaN  ...  affective30  urgent30  financial30   18 15   37     web19  NaN             NaN  ...  affective37  urgent37  financial37   19 1    38     web20  NaN             NaN  ...  affective38  urgent38  financial38   20  [20 rows x 45 columns],1,5n8f24zr,,,,,0,1.1,Social_media_feed,1.0,https://app.prolific.co/submissions/complete?cc=CN9RGHY7,64,,0.0,polluted,,1,6,,,,,,3,4,2,2,4,,,,,,5,2,2,3,5,,,,,,4,4,4,3,3,,,,,,6,4,4,5,2,7,,,,,,4,2,2,2,4,,,,,,2,3,3,1,5,,,,,,1,1,2,4,4,,,,,,2,1,1,1,2,5,,,,,,3,4,2,2,4,,,,,,5,2,4,3,4,,,,,,4,4,4,3,3,,,,,,5,4,4,5,2,4,,,,,,5,6,5,4,5,,,,,,5,5,6,6,5,,,,,,7,7,7,5,6,,,,,,6,7,7,7,6,1,1,64,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
65,57q12bc7,610174b23fa17c34fda5c319,0,4,4,questionnaire,Debriefing,2022-11-30 20:22:55.334773,1,,,0.0,"    doc community                 id  ...    urgent    financial row 7    24   fashion           1.51E+18  ...  urgent24  financial24   1 5    12   fashion           1.51E+18  ...  urgent12  financial12   2 10   25   fashion           1.51E+18  ...  urgent25  financial25   3 0    21   fashion  1,50663040029e+18  ...  urgent21  financial21   4 3    15   fashion           1.51E+18  ...  urgent15  financial15   5 1     2   fashion           1.51E+18  ...   urgent2   financial2   6 16   11   fashion           1.51E+18  ...  urgent11  financial11   7 9     1   fashion           1.51E+18  ...   urgent1   financial1   8 12   14   fashion           1.51E+18  ...  urgent14  financial14   9 19   31   fashion           1.50E+18  ...  urgent31  financial31  10 13    5   fashion           1.51E+18  ...   urgent5   financial5  11 17   35   fashion           1.51E+18  ...  urgent35  financial35  12 6     4   fashion           1.51E+18  ...   urgent4   financial4  13 8    34   fashion           1.51E+18  ...  urgent34  financial34  14 2    23   fashion           1.51E+18  ...  urgent23  financial23  15 4    13   fashion           1.51E+18  ...  urgent13  financial13  16 14   22   fashion           1.51E+18  ...  urgent22  financial22  17 15    3   fashion           1.51E+18  ...   urgent3   financial3  18 11   33   fashion           1.51E+18  ...  urgent33  financial33  19 18   32   fashion           1.51E+18  ...  urgent32  financial32  20  [20 rows x 45 columns]",1,5n8f24zr,,,,,0,1.1,Social_media_feed,1.0,https://app.prolific.co/submissions/complete?cc=CN9RGHY7,65,,0.0,clean,,1,3,5,3,2,2,3,,,,,,2,3,3,4,4,,,,,,2,4,3,4,2,,,,,,3,3,2,3,3,,,,,,5,4,3,3,2,3,,,,,,4,5,3,2,2,,,,,,3,4,3,5,2,,,,,,5,4,3,3,2,,,,,,5,3,4,4,3,4,,,,,,4,5,2,2,3,,,,,,5,3,2,5,3,,,,,,5,4,4,2,3,,,,,,5,5,2,3,2,3,,,,,,3,4,4,5,3,,,,,,2,3,4,5,6,,,,,,3,3,3,4,2,,,,,,1,1,65,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
66,q5gaxvft,6367399535de2f601a843d8a,0,4,4,questionnaire,Debriefing,2022-11-30 20:25:32.427020,1,,,0.0,    doc community   id conversation_id  ...    affective    urgent    financial  row 1     6      web3  NaN             NaN  ...   affective6   urgent6   financial6    1 7    10      web7  NaN             NaN  ...  affective10  urgent10  financial10    2 0    16      web8  NaN             NaN  ...  affective16  urgent16  financial16    3 10   20     web12  NaN             NaN  ...  affective20  urgent20  financial20    4 3    19     web11  NaN             NaN  ...  affective19  urgent19  financial19    5 4    18     web10  NaN             NaN  ...  affective18  urgent18  financial18    6 13   26     web13  NaN             NaN  ...  affective26  urgent26  financial26    7 17   30     web17  NaN             NaN  ...  affective30  urgent30  financial30    8 11    7      web4  NaN             NaN  ...   affective7   urgent7   financial7    9 16   39     web21  NaN             NaN  ...  affective39  urgent39  financial39   10 9     8      web5  NaN             NaN  ...   affective8   urgent8   financial8   11 15   28     web15  NaN             NaN  ...  affective28  urgent28  financial28   12 18   29     web16  NaN             NaN  ...  affective29  urgent29  financial29   13 8     9      web6  NaN             NaN  ...   affective9   urgent9   financial9   14 6    36     web18  NaN             NaN  ...  affective36  urgent36  financial36   15 2    17      web9  NaN             NaN  ...  affective17  urgent17  financial17   16 14   37     web19  NaN             NaN  ...  affective37  urgent37  financial37   17 12   27     web14  NaN             NaN  ...  affective27  urgent27  financial27   18 19   38     web20  NaN             NaN  ...  affective38  urgent38  financial38   19 5    40     web22  NaN             NaN  ...  affective40  urgent40  financial40   20  [20 rows x 45 columns],1,5n8f24zr,,,,,0,1.1,Social_media_feed,1.0,https://app.prolific.co/submissions/complete?cc=CN9RGHY7,66,,0.0,polluted,,1,5,,,,,,2,2,5,5,2,,,,,,3,4,4,5,3,,,,,,6,2,5,5,4,,,,,,6,2,4,1,2,5,,,,,,5,5,5,4,2,,,,,,3,4,4,2,2,,,,,,3,5,4,5,5,,,,,,4,4,4,4,5,3,,,,,,2,5,5,5,2,,,,,,6,4,3,2,4,,,,,,5,5,5,5,5,,,,,,6,4,4,2,4,2,,,,,,6,5,5,5,6,,,,,,6,6,6,6,5,,,,,,6,5,7,6,7,,,,,,6,6,5,5,6,1,1,66,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
67,lcl3ehap,6062aaaac8c0cf29c2c50283,0,4,4,questionnaire,Debriefing,2022-11-30 20:25:43.024240,1,,,0.0,"    doc community                 id  ...    urgent    financial row 14   23   fashion           1.51E+18  ...  urgent23  financial23   1 4     2   fashion           1.51E+18  ...   urgent2   financial2   2 6    15   fashion           1.51E+18  ...  urgent15  financial15   3 1    25   fashion           1.51E+18  ...  urgent25  financial25   4 3    32   fashion           1.51E+18  ...  urgent32  financial32   5 8    13   fashion           1.51E+18  ...  urgent13  financial13   6 10   24   fashion           1.51E+18  ...  urgent24  financial24   7 11   11   fashion           1.51E+18  ...  urgent11  financial11   8 2    33   fashion           1.51E+18  ...  urgent33  financial33   9 19   22   fashion           1.51E+18  ...  urgent22  financial22  10 15   34   fashion           1.51E+18  ...  urgent34  financial34  11 16    1   fashion           1.51E+18  ...   urgent1   financial1  12 18   35   fashion           1.51E+18  ...  urgent35  financial35  13 5    12   fashion           1.51E+18  ...  urgent12  financial12  14 13    5   fashion           1.51E+18  ...   urgent5   financial5  15 9    21   fashion  1,50663040029e+18  ...  urgent21  financial21  16 12    3   fashion           1.51E+18  ...   urgent3   financial3  17 0     4   fashion           1.51E+18  ...   urgent4   financial4  18 17   31   fashion           1.50E+18  ...  urgent31  financial31  19 7    14   fashion           1.51E+18  ...  urgent14  financial14  20  [20 rows x 45 columns]",1,5n8f24zr,,,,,0,1.1,Social_media_feed,1.0,https://app.prolific.co/submissions/complete?cc=CN9RGHY7,67,,0.0,clean,,1,4,4,4,4,4,4,,,,,,4,4,5,4,4,,,,,,5,4,4,4,4,,,,,,4,4,4,4,4,,,,,,6,6,6,6,6,6,,,,,,6,6,6,4,6,,,,,,6,6,6,6,6,,,,,,6,5,6,6,6,,,,,,5,5,5,4,4,6,,,,,,5,6,4,6,6,,,,,,4,5,4,4,4,,,,,,6,6,6,5,4,,,,,,5,5,5,5,5,5,,,,,,5,5,4,6,5,,,,,,4,5,5,4,6,,,,,,5,6,5,6,6,,,,,,1,1,67,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
68,l0vd19fj,63634917371cd21a6da4ff10,0,4,4,questionnaire,Debriefing,2022-11-30 20:26:35.502018,1,,,0.0,    doc community   id conversation_id  ...    affective    urgent    financial  row 15    6      web3  NaN             NaN  ...   affective6   urgent6   financial6    1 11   27     web14  NaN             NaN  ...  affective27  urgent27  financial27    2 3    29     web16  NaN             NaN  ...  affective29  urgent29  financial29    3 9    28     web15  NaN             NaN  ...  affective28  urgent28  financial28    4 2    26     web13  NaN             NaN  ...  affective26  urgent26  financial26    5 0    10      web7  NaN             NaN  ...  affective10  urgent10  financial10    6 17   38     web20  NaN             NaN  ...  affective38  urgent38  financial38    7 12   36     web18  NaN             NaN  ...  affective36  urgent36  financial36    8 5    39     web21  NaN             NaN  ...  affective39  urgent39  financial39    9 14   40     web22  NaN             NaN  ...  affective40  urgent40  financial40   10 16    9      web6  NaN             NaN  ...   affective9   urgent9   financial9   11 4    17      web9  NaN             NaN  ...  affective17  urgent17  financial17   12 13   16      web8  NaN             NaN  ...  affective16  urgent16  financial16   13 18   18     web10  NaN             NaN  ...  affective18  urgent18  financial18   14 6     8      web5  NaN             NaN  ...   affective8   urgent8   financial8   15 8    30     web17  NaN             NaN  ...  affective30  urgent30  financial30   16 1    19     web11  NaN             NaN  ...  affective19  urgent19  financial19   17 10   20     web12  NaN             NaN  ...  affective20  urgent20  financial20   18 19   37     web19  NaN             NaN  ...  affective37  urgent37  financial37   19 7     7      web4  NaN             NaN  ...   affective7   urgent7   financial7   20  [20 rows x 45 columns],1,5n8f24zr,,,,,0,1.1,Social_media_feed,1.0,https://app.prolific.co/submissions/complete?cc=CN9RGHY7,68,,0.0,polluted,,1,1,,,,,,1,1,1,1,1,,,,,,1,1,1,1,1,,,,,,1,1,1,1,1,,,,,,1,1,1,1,1,3,,,,,,1,1,1,1,1,,,,,,4,1,3,1,1,,,,,,1,1,1,1,1,,,,,,1,1,1,1,1,2,,,,,,1,1,1,1,1,,,,,,1,1,1,1,1,,,,,,1,1,1,1,1,,,,,,1,1,1,1,1,7,,,,,,7,6,7,7,7,,,,,,5,7,5,7,5,,,,,,7,7,7,7,7,,,,,,7,6,7,7,7,1,1,68,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
69,pwkrzn40,5d60d34008ff870016878a6d,0,4,4,questionnaire,Debriefing,2022-11-30 20:26:56.788929,1,,,0.0,"    doc community                 id  ...    urgent    financial row 19    1   fashion           1.51E+18  ...   urgent1   financial1   1 14    2   fashion           1.51E+18  ...   urgent2   financial2   2 8     4   fashion           1.51E+18  ...   urgent4   financial4   3 1    14   fashion           1.51E+18  ...  urgent14  financial14   4 11   15   fashion           1.51E+18  ...  urgent15  financial15   5 17   23   fashion           1.51E+18  ...  urgent23  financial23   6 15   31   fashion           1.50E+18  ...  urgent31  financial31   7 7    33   fashion           1.51E+18  ...  urgent33  financial33   8 2    13   fashion           1.51E+18  ...  urgent13  financial13   9 13   24   fashion           1.51E+18  ...  urgent24  financial24  10 9    35   fashion           1.51E+18  ...  urgent35  financial35  11 6    32   fashion           1.51E+18  ...  urgent32  financial32  12 5     3   fashion           1.51E+18  ...   urgent3   financial3  13 3     5   fashion           1.51E+18  ...   urgent5   financial5  14 10   22   fashion           1.51E+18  ...  urgent22  financial22  15 16   11   fashion           1.51E+18  ...  urgent11  financial11  16 18   12   fashion           1.51E+18  ...  urgent12  financial12  17 4    21   fashion  1,50663040029e+18  ...  urgent21  financial21  18 0    34   fashion           1.51E+18  ...  urgent34  financial34  19 12   25   fashion           1.51E+18  ...  urgent25  financial25  20  [20 rows x 45 columns]",1,5n8f24zr,,,,,0,1.1,Social_media_feed,1.0,https://app.prolific.co/submissions/complete?cc=CN9RGHY7,69,,0.0,clean,,1,2,1,2,1,1,1,,,,,,1,1,2,1,1,,,,,,2,1,3,1,1,,,,,,1,1,2,2,1,,,,,,7,7,5,7,6,7,,,,,,7,7,7,4,7,,,,,,7,7,7,7,7,,,,,,7,7,7,7,7,,,,,,2,5,1,2,1,4,,,,,,2,3,2,2,2,,,,,,3,4,2,2,2,,,,,,2,6,2,1,2,,,,,,4,4,5,6,5,5,,,,,,6,5,5,5,5,,,,,,5,6,5,6,6,,,,,,6,6,6,6,6,,,,,,1,1,69,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
70,govzzomw,5f91d9adb450ef0b0940c4bd,0,4,4,questionnaire,Debriefing,2022-11-30 20:27:26.976705,1,,,0.0,    doc community   id conversation_id  ...    affective    urgent    financial  row 12    6      web3  NaN             NaN  ...   affective6   urgent6   financial6    1 13   10      web7  NaN             NaN  ...  affective10  urgent10  financial10    2 18   29     web16  NaN             NaN  ...  affective29  urgent29  financial29    3 0     8      web5  NaN             NaN  ...   affective8   urgent8   financial8    4 3    28     web15  NaN             NaN  ...  affective28  urgent28  financial28    5 6    16      web8  NaN             NaN  ...  affective16  urgent16  financial16    6 4    36     web18  NaN             NaN  ...  affective36  urgent36  financial36    7 9    20     web12  NaN             NaN  ...  affective20  urgent20  financial20    8 14    7      web4  NaN             NaN  ...   affective7   urgent7   financial7    9 2    37     web19  NaN             NaN  ...  affective37  urgent37  financial37   10 16   17      web9  NaN             NaN  ...  affective17  urgent17  financial17   11 19   39     web21  NaN             NaN  ...  affective39  urgent39  financial39   12 7    27     web14  NaN             NaN  ...  affective27  urgent27  financial27   13 10   38     web20  NaN             NaN  ...  affective38  urgent38  financial38   14 8    40     web22  NaN             NaN  ...  affective40  urgent40  financial40   15 11   30     web17  NaN             NaN  ...  affective30  urgent30  financial30   16 1    26     web13  NaN             NaN  ...  affective26  urgent26  financial26   17 5    18     web10  NaN             NaN  ...  affective18  urgent18  financial18   18 15   19     web11  NaN             NaN  ...  affective19  urgent19  financial19   19 17    9      web6  NaN             NaN  ...   affective9   urgent9   financial9   20  [20 rows x 45 columns],1,5n8f24zr,,,,,0,1.1,Social_media_feed,1.0,https://app.prolific.co/submissions/complete?cc=CN9RGHY7,70,,0.0,polluted,,1,5,,,,,,4,2,2,1,1,,,,,,2,2,1,2,1,,,,,,1,2,2,1,1,,,,,,1,1,1,4,1,7,,,,,,6,5,6,4,6,,,,,,6,4,3,3,5,,,,,,2,3,5,6,6,,,,,,3,3,3,3,3,3,,,,,,3,3,2,3,1,,,,,,2,3,3,1,1,,,,,,3,3,1,4,3,,,,,,5,2,2,4,1,3,,,,,,2,5,5,6,1,,,,,,7,4,7,4,4,,,,,,6,5,5,7,7,,,,,,6,4,1,2,1,1,1,70,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
71,agykousy,6342007d34c42a778c680319,0,4,4,questionnaire,Debriefing,2022-11-30 20:28:49.826372,1,,,0.0,"    doc community                 id  ...    urgent    financial row 13   13   fashion           1.51E+18  ...  urgent13  financial13   1 5    14   fashion           1.51E+18  ...  urgent14  financial14   2 18    4   fashion           1.51E+18  ...   urgent4   financial4   3 14   15   fashion           1.51E+18  ...  urgent15  financial15   4 19   34   fashion           1.51E+18  ...  urgent34  financial34   5 0    33   fashion           1.51E+18  ...  urgent33  financial33   6 3    23   fashion           1.51E+18  ...  urgent23  financial23   7 7    12   fashion           1.51E+18  ...  urgent12  financial12   8 17   31   fashion           1.50E+18  ...  urgent31  financial31   9 4    24   fashion           1.51E+18  ...  urgent24  financial24  10 6    21   fashion  1,50663040029e+18  ...  urgent21  financial21  11 8    25   fashion           1.51E+18  ...  urgent25  financial25  12 1     5   fashion           1.51E+18  ...   urgent5   financial5  13 16    1   fashion           1.51E+18  ...   urgent1   financial1  14 11    2   fashion           1.51E+18  ...   urgent2   financial2  15 10    3   fashion           1.51E+18  ...   urgent3   financial3  16 12   11   fashion           1.51E+18  ...  urgent11  financial11  17 15   35   fashion           1.51E+18  ...  urgent35  financial35  18 2    22   fashion           1.51E+18  ...  urgent22  financial22  19 9    32   fashion           1.51E+18  ...  urgent32  financial32  20  [20 rows x 45 columns]",1,5n8f24zr,,,,,0,1.1,Social_media_feed,1.0,https://app.prolific.co/submissions/complete?cc=CN9RGHY7,71,,0.0,clean,,1,2,6,6,4,4,4,,,,,,6,6,1,2,1,,,,,,6,7,5,4,6,,,,,,4,7,4,2,6,,,,,,3,7,6,7,5,7,,,,,,7,7,3,1,5,,,,,,7,7,6,7,7,,,,,,7,7,7,7,7,,,,,,2,7,4,2,3,7,,,,,,7,6,1,3,5,,,,,,5,7,3,3,6,,,,,,6,7,5,4,3,,,,,,2,3,1,1,1,1,,,,,,5,4,1,2,3,,,,,,2,5,2,3,6,,,,,,6,7,4,5,7,,,,,,1,1,71,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
72,ngsqw49j,60ffb9af3b1544da50330dd6,0,4,4,questionnaire,Debriefing,2022-11-30 20:29:39.683586,1,,,0.0,    doc community   id conversation_id  ...    affective    urgent    financial  row 10   37     web19  NaN             NaN  ...  affective37  urgent37  financial37    1 5    17      web9  NaN             NaN  ...  affective17  urgent17  financial17    2 8    20     web12  NaN             NaN  ...  affective20  urgent20  financial20    3 14   39     web21  NaN             NaN  ...  affective39  urgent39  financial39    4 1    10      web7  NaN             NaN  ...  affective10  urgent10  financial10    5 16   28     web15  NaN             NaN  ...  affective28  urgent28  financial28    6 13   26     web13  NaN             NaN  ...  affective26  urgent26  financial26    7 11   40     web22  NaN             NaN  ...  affective40  urgent40  financial40    8 0    38     web20  NaN             NaN  ...  affective38  urgent38  financial38    9 2     7      web4  NaN             NaN  ...   affective7   urgent7   financial7   10 15   29     web16  NaN             NaN  ...  affective29  urgent29  financial29   11 18    9      web6  NaN             NaN  ...   affective9   urgent9   financial9   12 4    19     web11  NaN             NaN  ...  affective19  urgent19  financial19   13 6    18     web10  NaN             NaN  ...  affective18  urgent18  financial18   14 7    27     web14  NaN             NaN  ...  affective27  urgent27  financial27   15 19   30     web17  NaN             NaN  ...  affective30  urgent30  financial30   16 9     6      web3  NaN             NaN  ...   affective6   urgent6   financial6   17 17   16      web8  NaN             NaN  ...  affective16  urgent16  financial16   18 12   36     web18  NaN             NaN  ...  affective36  urgent36  financial36   19 3     8      web5  NaN             NaN  ...   affective8   urgent8   financial8   20  [20 rows x 45 columns],1,5n8f24zr,,,,,0,1.1,Social_media_feed,1.0,https://app.prolific.co/submissions/complete?cc=CN9RGHY7,72,,0.0,polluted,,1,5,,,,,,5,5,3,5,3,,,,,,5,3,6,5,3,,,,,,3,4,4,5,5,,,,,,4,4,4,3,3,6,,,,,,6,5,3,5,4,,,,,,6,2,6,5,3,,,,,,3,2,4,6,6,,,,,,4,4,4,3,3,5,,,,,,5,6,3,6,4,,,,,,5,3,6,4,3,,,,,,4,4,5,6,5,,,,,,4,3,3,4,4,3,,,,,,4,5,4,5,5,,,,,,4,6,5,4,3,,,,,,5,5,6,6,4,,,,,,4,5,5,5,5,1,1,72,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
73,f8umy53m,6317b390defb3106c95d346a,0,4,4,questionnaire,Debriefing,2022-11-30 20:29:41.110564,1,,,0.0,"    doc community                 id  ...    urgent    financial row 10   14   fashion           1.51E+18  ...  urgent14  financial14   1 13   32   fashion           1.51E+18  ...  urgent32  financial32   2 8    34   fashion           1.51E+18  ...  urgent34  financial34   3 4    31   fashion           1.50E+18  ...  urgent31  financial31   4 16   22   fashion           1.51E+18  ...  urgent22  financial22   5 7    12   fashion           1.51E+18  ...  urgent12  financial12   6 6     5   fashion           1.51E+18  ...   urgent5   financial5   7 15   33   fashion           1.51E+18  ...  urgent33  financial33   8 11   11   fashion           1.51E+18  ...  urgent11  financial11   9 18   24   fashion           1.51E+18  ...  urgent24  financial24  10 3    21   fashion  1,50663040029e+18  ...  urgent21  financial21  11 19    1   fashion           1.51E+18  ...   urgent1   financial1  12 14    3   fashion           1.51E+18  ...   urgent3   financial3  13 2     2   fashion           1.51E+18  ...   urgent2   financial2  14 1    25   fashion           1.51E+18  ...  urgent25  financial25  15 17   35   fashion           1.51E+18  ...  urgent35  financial35  16 0    15   fashion           1.51E+18  ...  urgent15  financial15  17 12   13   fashion           1.51E+18  ...  urgent13  financial13  18 5    23   fashion           1.51E+18  ...  urgent23  financial23  19 9     4   fashion           1.51E+18  ...   urgent4   financial4  20  [20 rows x 45 columns]",1,5n8f24zr,,,,,0,1.1,Social_media_feed,1.0,https://app.prolific.co/submissions/complete?cc=CN9RGHY7,73,,0.0,clean,,1,4,4,5,4,2,6,,,,,,3,4,6,4,4,,,,,,4,2,3,4,4,,,,,,5,6,4,4,4,,,,,,6,6,7,7,6,6,,,,,,6,6,6,5,6,,,,,,6,6,6,6,7,,,,,,6,6,6,6,6,,,,,,5,6,6,4,2,7,,,,,,6,7,6,6,7,,,,,,6,5,6,6,6,,,,,,2,7,6,4,6,,,,,,4,6,7,6,2,2,,,,,,2,2,6,2,7,,,,,,6,2,3,6,6,,,,,,4,4,2,5,7,,,,,,1,1,73,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
