id	conversation_id	created_at	date	time	timezone	user_id	username	name	place	tweet	language	mentions	urls	photos	replies_count	retweets_count	likes_count	hashtags	cashtags	link	retweet	quote_url	video	thumbnail	near	geo	source	user_rt_id	user_rt	retweet_id	reply_to	retweet_date	translate	trans_src	trans_dest
1506630400290000908	1506630400290000908	2022-03-23 14:54:13 CET	2022-03-23	14:54:13	+0100	50883209	puma	PUMA.eth		Looking forward to what @reginaturbina has in store for @decentraland Metaverse Fashion Week. Happy we could be part of her collection. #SheMovesUs	en	[{'screen_name': 'reginaturbina', 'name': 'digital.fashion.princess🐒my art on artisant', 'id': '1404513234988802055'}, {'screen_name': 'decentraland', 'name': 'decentraland', 'id': '3291830170'}]	[]	[]	8	15	92	['shemovesus']	[]	https://twitter.com/PUMA/status/1506630400290000908	False	https://twitter.com/reginaturbina/status/1506306987998515204	0								[]				
