"","participant_code","item_tweet","rating","item","tweet","source"
"9352","rlo2oc87","fashion20",NA,"fashion","20","web3"
"9353","jcsufc2z","fashion20",NA,"fashion","20","web3"
"9354","mj3b11nc","fashion20",2,"fashion","20","web3"
"9355","cxt8ofo7","fashion20",NA,"fashion","20","web3"
"9356","0au9q0bv","fashion20",5,"fashion","20","web3"
"9357","bca7n5xk","fashion20",NA,"fashion","20","web3"
"9358","wjuluvfd","fashion20",1,"fashion","20","web3"
"9359","jg9stgrs","fashion20",NA,"fashion","20","web3"
"9360","xge3gw5y","fashion20",4,"fashion","20","web3"
"9361","ucwf1wvy","fashion20",NA,"fashion","20","web3"
"9362","5iozpviz","fashion20",2,"fashion","20","web3"
"9363","l0mtaawo","fashion20",NA,"fashion","20","web3"
"9364","0oewz2ea","fashion20",1,"fashion","20","web3"
"9365","kelsiw74","fashion20",NA,"fashion","20","web3"
"9366","2jb5hi60","fashion20",6,"fashion","20","web3"
"9367","gdu9lj7r","fashion20",NA,"fashion","20","web3"
"9368","uegydg7g","fashion20",2,"fashion","20","web3"
"9369","y3cyrwe1","fashion20",NA,"fashion","20","web3"
"9370","e8zwvzcw","fashion20",3,"fashion","20","web3"
"9371","a9lw8t9i","fashion20",NA,"fashion","20","web3"
"9372","nt90o9ux","fashion20",2,"fashion","20","web3"
"9373","pllysyhy","fashion20",NA,"fashion","20","web3"
"9374","4w4whaox","fashion20",3,"fashion","20","web3"
"9375","6ca3hvyu","fashion20",NA,"fashion","20","web3"
"9376","0w4ojw4o","fashion20",5,"fashion","20","web3"
"9377","9t5zoj2q","fashion20",NA,"fashion","20","web3"
"9378","yfaeo1to","fashion20",7,"fashion","20","web3"
"9379","p8e7vat8","fashion20",NA,"fashion","20","web3"
"9380","m6l8ynog","fashion20",4,"fashion","20","web3"
"9381","sp3z7jov","fashion20",NA,"fashion","20","web3"
"9382","2qm0d32j","fashion20",1,"fashion","20","web3"
"9383","p6kabpcv","fashion20",NA,"fashion","20","web3"
"9384","q8nk50gy","fashion20",1,"fashion","20","web3"
"9385","696w6ha8","fashion20",NA,"fashion","20","web3"
"9386","w4bv9bmk","fashion20",5,"fashion","20","web3"
"9387","wtbrvnca","fashion20",NA,"fashion","20","web3"
"9388","acje7hag","fashion20",4,"fashion","20","web3"
"9389","pj85w95c","fashion20",NA,"fashion","20","web3"
"9390","dmnv9fjr","fashion20",3,"fashion","20","web3"
"9391","gfs8j7lu","fashion20",NA,"fashion","20","web3"
"9392","fzyb8kza","fashion20",4,"fashion","20","web3"
"9393","18qwzl86","fashion20",NA,"fashion","20","web3"
"9394","wdx8mupu","fashion20",1,"fashion","20","web3"
"9395","gx4pzebq","fashion20",NA,"fashion","20","web3"
"9396","25quzehx","fashion20",4,"fashion","20","web3"
"9397","a8v3uhii","fashion20",NA,"fashion","20","web3"
"9398","p1nr4tt8","fashion20",5,"fashion","20","web3"
"9399","ih5pqp0z","fashion20",NA,"fashion","20","web3"
"9400","xwxx0fn3","fashion20",2,"fashion","20","web3"
"9401","ic4567h6","fashion20",NA,"fashion","20","web3"
"9402","60vs07wz","fashion20",7,"fashion","20","web3"
"9403","p5bppvqi","fashion20",NA,"fashion","20","web3"
"9404","g9w7l4zn","fashion20",2,"fashion","20","web3"
"9405","yahqo8w0","fashion20",NA,"fashion","20","web3"
"9406","tzsxb714","fashion20",NA,"fashion","20","web3"
"9407","rpq48z9e","fashion20",3,"fashion","20","web3"
"9408","1v5mg1sr","fashion20",NA,"fashion","20","web3"
"9409","opqmjbad","fashion20",5,"fashion","20","web3"
"9410","wtkedqqa","fashion20",NA,"fashion","20","web3"
"9411","770umb2c","fashion20",4,"fashion","20","web3"
"9412","o1cmcxd1","fashion20",NA,"fashion","20","web3"
"9413","ynhuka30","fashion20",3,"fashion","20","web3"
"9414","m92qu76p","fashion20",NA,"fashion","20","web3"
"9415","nfxr8nzu","fashion20",4,"fashion","20","web3"
"9416","5v5t2bfz","fashion20",NA,"fashion","20","web3"
"9417","qvechdho","fashion20",2,"fashion","20","web3"
"9418","lq7uarth","fashion20",NA,"fashion","20","web3"
"9419","vfte9rhd","fashion20",4,"fashion","20","web3"
"9420","yz0o7s93","fashion20",NA,"fashion","20","web3"
"9421","jx1hoqs5","fashion21",4,"fashion","21","brands"
"9422","6yf74bre","fashion21",NA,"fashion","21","brands"
"9423","ogdohkf8","fashion21",4,"fashion","21","brands"
"9424","9was9jwj","fashion21",NA,"fashion","21","brands"
"9425","g0v9p7we","fashion21",4,"fashion","21","brands"
"9426","27uhtyxu","fashion21",NA,"fashion","21","brands"
"9427","a89bdfnw","fashion21",6,"fashion","21","brands"
"9428","gcap2hq5","fashion21",7,"fashion","21","brands"
"9429","62sgf1q6","fashion21",3,"fashion","21","brands"
"9430","agnsjv3u","fashion21",NA,"fashion","21","brands"
"9431","z61pj3qh","fashion21",NA,"fashion","21","brands"
"9432","i9lsmrra","fashion21",4,"fashion","21","brands"
"9433","eh8427qe","fashion21",NA,"fashion","21","brands"
"9434","hf2jc55w","fashion21",4,"fashion","21","brands"
"9435","i6owifbh","fashion21",NA,"fashion","21","brands"
"9436","8039ho03","fashion21",5,"fashion","21","brands"
"9437","p8y66am4","fashion21",NA,"fashion","21","brands"
"9438","fpejknpw","fashion21",5,"fashion","21","brands"
"9439","crf9ios0","fashion21",NA,"fashion","21","brands"
"9440","lrkhjbvs","fashion21",6,"fashion","21","brands"
"9441","j80ligbl","fashion21",NA,"fashion","21","brands"
"9442","yho59dh1","fashion21",4,"fashion","21","brands"
"9443","n7ewy2cs","fashion21",NA,"fashion","21","brands"
"9444","r02olzq0","fashion21",7,"fashion","21","brands"
"9445","qq5poky6","fashion21",NA,"fashion","21","brands"
"9446","ufnwpmau","fashion21",4,"fashion","21","brands"
"9447","jr301tge","fashion21",NA,"fashion","21","brands"
"9448","6vr1fp3w","fashion21",5,"fashion","21","brands"
"9449","9i4oj2r2","fashion21",NA,"fashion","21","brands"
"9450","1bkh0km2","fashion21",7,"fashion","21","brands"
"9451","h663junz","fashion21",7,"fashion","21","brands"
"9452","gem9aoqj","fashion21",NA,"fashion","21","brands"
"9453","1zvtzuqk","fashion21",7,"fashion","21","brands"
"9454","evx0zc3a","fashion21",NA,"fashion","21","brands"
"9455","me2ii5mz","fashion21",5,"fashion","21","brands"
"9456","qva57gbb","fashion21",NA,"fashion","21","brands"
"9457","toaoocz2","fashion21",3,"fashion","21","brands"
"9458","nv1uy98b","fashion21",7,"fashion","21","brands"
"9459","9h4ceqz2","fashion21",NA,"fashion","21","brands"
"9460","n0wp5zd8","fashion21",5,"fashion","21","brands"
"9461","x8ux5i6y","fashion21",NA,"fashion","21","brands"
"9462","qoyax9r0","fashion21",7,"fashion","21","brands"
"9463","xm509tw1","fashion21",NA,"fashion","21","brands"
"9464","gqmkeow0","fashion21",4,"fashion","21","brands"
"9465","6muoe37h","fashion21",NA,"fashion","21","brands"
"9466","t2edihr0","fashion21",7,"fashion","21","brands"
"9467","yz2beulm","fashion21",NA,"fashion","21","brands"
"9468","fvemlgiw","fashion21",6,"fashion","21","brands"
"9469","nl6xjpo7","fashion21",NA,"fashion","21","brands"
"9470","fcsbtn6k","fashion21",6,"fashion","21","brands"
"9471","curnl29o","fashion21",6,"fashion","21","brands"
"9472","1tozm66a","fashion21",NA,"fashion","21","brands"
"9473","iv519w8r","fashion21",6,"fashion","21","brands"
"9474","acsdwiqr","fashion21",NA,"fashion","21","brands"
"9475","4js2miwp","fashion21",6,"fashion","21","brands"
"9476","jpfuvqgw","fashion21",NA,"fashion","21","brands"
"9477","g1uvm9wv","fashion21",7,"fashion","21","brands"
"9478","712u1e71","fashion21",NA,"fashion","21","brands"
"9479","57q12bc7","fashion21",3,"fashion","21","brands"
"9480","q5gaxvft","fashion21",NA,"fashion","21","brands"
"9481","lcl3ehap","fashion21",6,"fashion","21","brands"
"9482","l0vd19fj","fashion21",NA,"fashion","21","brands"
"9483","pwkrzn40","fashion21",7,"fashion","21","brands"
"9484","govzzomw","fashion21",NA,"fashion","21","brands"
"9485","agykousy","fashion21",7,"fashion","21","brands"
"9486","ngsqw49j","fashion21",NA,"fashion","21","brands"
"9487","f8umy53m","fashion21",6,"fashion","21","brands"
"9488","uzza49m6","fashion21",NA,"fashion","21","brands"
"9489","8vcghghp","fashion21",2,"fashion","21","brands"
"9490","f6y08krf","fashion21",NA,"fashion","21","brands"
"9491","by4yanjb","fashion21",5,"fashion","21","brands"
"9492","5vxkjued","fashion21",NA,"fashion","21","brands"
"9493","pt1k2gya","fashion21",7,"fashion","21","brands"
"9494","ba1ix5rs","fashion21",6,"fashion","21","brands"
"9495","vgqiwli0","fashion21",NA,"fashion","21","brands"
"9496","8ycp4uiv","fashion21",5,"fashion","21","brands"
"9497","yoksfz80","fashion21",NA,"fashion","21","brands"
"9498","mygg7jsf","fashion21",6,"fashion","21","brands"
"9499","6135dpe8","fashion21",NA,"fashion","21","brands"
"9500","c36345sy","fashion21",7,"fashion","21","brands"
"9501","8u8yvyyo","fashion21",NA,"fashion","21","brands"
"9502","e8rdjk5m","fashion21",NA,"fashion","21","brands"
"9503","0srondmg","fashion21",6,"fashion","21","brands"
"9504","og34gxwy","fashion21",NA,"fashion","21","brands"
"9505","xp91wpet","fashion21",7,"fashion","21","brands"
"9506","5rg41nue","fashion21",NA,"fashion","21","brands"
"9507","jnkijng0","fashion21",3,"fashion","21","brands"
"9508","he5c8uyo","fashion21",NA,"fashion","21","brands"
"9509","rlo2oc87","fashion21",7,"fashion","21","brands"
"9510","jcsufc2z","fashion21",5,"fashion","21","brands"
"9511","mj3b11nc","fashion21",NA,"fashion","21","brands"
"9512","cxt8ofo7","fashion21",5,"fashion","21","brands"
"9513","0au9q0bv","fashion21",NA,"fashion","21","brands"
"9514","bca7n5xk","fashion21",5,"fashion","21","brands"
"9515","wjuluvfd","fashion21",NA,"fashion","21","brands"
"9516","jg9stgrs","fashion21",4,"fashion","21","brands"
"9517","xge3gw5y","fashion21",NA,"fashion","21","brands"
"9518","ucwf1wvy","fashion21",6,"fashion","21","brands"
"9519","5iozpviz","fashion21",NA,"fashion","21","brands"
"9520","l0mtaawo","fashion21",6,"fashion","21","brands"
"9521","0oewz2ea","fashion21",NA,"fashion","21","brands"
"9522","kelsiw74","fashion21",4,"fashion","21","brands"
"9523","2jb5hi60","fashion21",NA,"fashion","21","brands"
"9524","gdu9lj7r","fashion21",7,"fashion","21","brands"
"9525","uegydg7g","fashion21",NA,"fashion","21","brands"
"9526","y3cyrwe1","fashion21",5,"fashion","21","brands"
"9527","e8zwvzcw","fashion21",NA,"fashion","21","brands"
"9528","a9lw8t9i","fashion21",4,"fashion","21","brands"
"9529","nt90o9ux","fashion21",NA,"fashion","21","brands"
"9530","pllysyhy","fashion21",7,"fashion","21","brands"
"9531","4w4whaox","fashion21",NA,"fashion","21","brands"
"9532","6ca3hvyu","fashion21",4,"fashion","21","brands"
"9533","0w4ojw4o","fashion21",NA,"fashion","21","brands"
"9534","9t5zoj2q","fashion21",7,"fashion","21","brands"
"9535","yfaeo1to","fashion21",NA,"fashion","21","brands"
"9536","p8e7vat8","fashion21",6,"fashion","21","brands"
"9537","m6l8ynog","fashion21",NA,"fashion","21","brands"
"9538","sp3z7jov","fashion21",6,"fashion","21","brands"
"9539","2qm0d32j","fashion21",NA,"fashion","21","brands"
"9540","p6kabpcv","fashion21",7,"fashion","21","brands"
"9541","q8nk50gy","fashion21",NA,"fashion","21","brands"
"9542","696w6ha8","fashion21",5,"fashion","21","brands"
"9543","w4bv9bmk","fashion21",NA,"fashion","21","brands"
"9544","wtbrvnca","fashion21",2,"fashion","21","brands"
"9545","acje7hag","fashion21",NA,"fashion","21","brands"
"9546","pj85w95c","fashion21",6,"fashion","21","brands"
"9547","dmnv9fjr","fashion21",NA,"fashion","21","brands"
"9548","gfs8j7lu","fashion21",5,"fashion","21","brands"
"9549","fzyb8kza","fashion21",NA,"fashion","21","brands"
"9550","18qwzl86","fashion21",7,"fashion","21","brands"
"9551","wdx8mupu","fashion21",NA,"fashion","21","brands"
"9552","gx4pzebq","fashion21",7,"fashion","21","brands"
"9553","25quzehx","fashion21",NA,"fashion","21","brands"
"9554","a8v3uhii","fashion21",6,"fashion","21","brands"
"9555","p1nr4tt8","fashion21",NA,"fashion","21","brands"
"9556","ih5pqp0z","fashion21",6,"fashion","21","brands"
"9557","xwxx0fn3","fashion21",NA,"fashion","21","brands"
"9558","ic4567h6","fashion21",5,"fashion","21","brands"
"9559","60vs07wz","fashion21",NA,"fashion","21","brands"
"9560","p5bppvqi","fashion21",4,"fashion","21","brands"
"9561","g9w7l4zn","fashion21",NA,"fashion","21","brands"
"9562","yahqo8w0","fashion21",7,"fashion","21","brands"
"9563","tzsxb714","fashion21",4,"fashion","21","brands"
"9564","rpq48z9e","fashion21",NA,"fashion","21","brands"
"9565","1v5mg1sr","fashion21",2,"fashion","21","brands"
"9566","opqmjbad","fashion21",NA,"fashion","21","brands"
"9567","wtkedqqa","fashion21",7,"fashion","21","brands"
"9568","770umb2c","fashion21",NA,"fashion","21","brands"
"9569","o1cmcxd1","fashion21",7,"fashion","21","brands"
"9570","ynhuka30","fashion21",NA,"fashion","21","brands"
"9571","m92qu76p","fashion21",6,"fashion","21","brands"
"9572","nfxr8nzu","fashion21",NA,"fashion","21","brands"
"9573","5v5t2bfz","fashion21",7,"fashion","21","brands"
"9574","qvechdho","fashion21",NA,"fashion","21","brands"
"9575","lq7uarth","fashion21",6,"fashion","21","brands"
"9576","vfte9rhd","fashion21",NA,"fashion","21","brands"
"9577","yz0o7s93","fashion21",6,"fashion","21","brands"
"9578","jx1hoqs5","fashion22",6,"fashion","22","brands"
"9579","6yf74bre","fashion22",NA,"fashion","22","brands"
"9580","ogdohkf8","fashion22",4,"fashion","22","brands"
"9581","9was9jwj","fashion22",NA,"fashion","22","brands"
"9582","g0v9p7we","fashion22",5,"fashion","22","brands"
"9583","27uhtyxu","fashion22",NA,"fashion","22","brands"
"9584","a89bdfnw","fashion22",6,"fashion","22","brands"
"9585","gcap2hq5","fashion22",5,"fashion","22","brands"
"9586","62sgf1q6","fashion22",6,"fashion","22","brands"
"9587","agnsjv3u","fashion22",NA,"fashion","22","brands"
"9588","z61pj3qh","fashion22",NA,"fashion","22","brands"
"9589","i9lsmrra","fashion22",5,"fashion","22","brands"
"9590","eh8427qe","fashion22",NA,"fashion","22","brands"
"9591","hf2jc55w","fashion22",7,"fashion","22","brands"
"9592","i6owifbh","fashion22",NA,"fashion","22","brands"
"9593","8039ho03","fashion22",6,"fashion","22","brands"
"9594","p8y66am4","fashion22",NA,"fashion","22","brands"
"9595","fpejknpw","fashion22",6,"fashion","22","brands"
"9596","crf9ios0","fashion22",NA,"fashion","22","brands"
"9597","lrkhjbvs","fashion22",6,"fashion","22","brands"
"9598","j80ligbl","fashion22",NA,"fashion","22","brands"
"9599","yho59dh1","fashion22",6,"fashion","22","brands"
"9600","n7ewy2cs","fashion22",NA,"fashion","22","brands"
"9601","r02olzq0","fashion22",6,"fashion","22","brands"
"9602","qq5poky6","fashion22",NA,"fashion","22","brands"
"9603","ufnwpmau","fashion22",5,"fashion","22","brands"
"9604","jr301tge","fashion22",NA,"fashion","22","brands"
"9605","6vr1fp3w","fashion22",4,"fashion","22","brands"
"9606","9i4oj2r2","fashion22",NA,"fashion","22","brands"
"9607","1bkh0km2","fashion22",7,"fashion","22","brands"
"9608","h663junz","fashion22",7,"fashion","22","brands"
"9609","gem9aoqj","fashion22",NA,"fashion","22","brands"
"9610","1zvtzuqk","fashion22",7,"fashion","22","brands"
"9611","evx0zc3a","fashion22",NA,"fashion","22","brands"
"9612","me2ii5mz","fashion22",6,"fashion","22","brands"
"9613","qva57gbb","fashion22",NA,"fashion","22","brands"
"9614","toaoocz2","fashion22",3,"fashion","22","brands"
"9615","nv1uy98b","fashion22",7,"fashion","22","brands"
"9616","9h4ceqz2","fashion22",NA,"fashion","22","brands"
"9617","n0wp5zd8","fashion22",6,"fashion","22","brands"
"9618","x8ux5i6y","fashion22",NA,"fashion","22","brands"
"9619","qoyax9r0","fashion22",7,"fashion","22","brands"
"9620","xm509tw1","fashion22",NA,"fashion","22","brands"
"9621","gqmkeow0","fashion22",5,"fashion","22","brands"
"9622","6muoe37h","fashion22",NA,"fashion","22","brands"
"9623","t2edihr0","fashion22",6,"fashion","22","brands"
"9624","yz2beulm","fashion22",NA,"fashion","22","brands"
"9625","fvemlgiw","fashion22",5,"fashion","22","brands"
"9626","nl6xjpo7","fashion22",NA,"fashion","22","brands"
"9627","fcsbtn6k","fashion22",5,"fashion","22","brands"
"9628","curnl29o","fashion22",7,"fashion","22","brands"
"9629","1tozm66a","fashion22",NA,"fashion","22","brands"
"9630","iv519w8r","fashion22",4,"fashion","22","brands"
"9631","acsdwiqr","fashion22",NA,"fashion","22","brands"
"9632","4js2miwp","fashion22",5,"fashion","22","brands"
"9633","jpfuvqgw","fashion22",NA,"fashion","22","brands"
"9634","g1uvm9wv","fashion22",7,"fashion","22","brands"
"9635","712u1e71","fashion22",NA,"fashion","22","brands"
"9636","57q12bc7","fashion22",4,"fashion","22","brands"
"9637","q5gaxvft","fashion22",NA,"fashion","22","brands"
"9638","lcl3ehap","fashion22",6,"fashion","22","brands"
"9639","l0vd19fj","fashion22",NA,"fashion","22","brands"
"9640","pwkrzn40","fashion22",7,"fashion","22","brands"
"9641","govzzomw","fashion22",NA,"fashion","22","brands"
"9642","agykousy","fashion22",7,"fashion","22","brands"
"9643","ngsqw49j","fashion22",NA,"fashion","22","brands"
"9644","f8umy53m","fashion22",6,"fashion","22","brands"
"9645","uzza49m6","fashion22",NA,"fashion","22","brands"
"9646","8vcghghp","fashion22",3,"fashion","22","brands"
"9647","f6y08krf","fashion22",NA,"fashion","22","brands"
"9648","by4yanjb","fashion22",6,"fashion","22","brands"
"9649","5vxkjued","fashion22",NA,"fashion","22","brands"
"9650","pt1k2gya","fashion22",3,"fashion","22","brands"
"9651","ba1ix5rs","fashion22",6,"fashion","22","brands"
"9652","vgqiwli0","fashion22",NA,"fashion","22","brands"
"9653","8ycp4uiv","fashion22",7,"fashion","22","brands"
"9654","yoksfz80","fashion22",NA,"fashion","22","brands"
"9655","mygg7jsf","fashion22",6,"fashion","22","brands"
"9656","6135dpe8","fashion22",NA,"fashion","22","brands"
"9657","c36345sy","fashion22",7,"fashion","22","brands"
"9658","8u8yvyyo","fashion22",NA,"fashion","22","brands"
"9659","e8rdjk5m","fashion22",NA,"fashion","22","brands"
"9660","0srondmg","fashion22",7,"fashion","22","brands"
"9661","og34gxwy","fashion22",NA,"fashion","22","brands"
"9662","xp91wpet","fashion22",6,"fashion","22","brands"
"9663","5rg41nue","fashion22",NA,"fashion","22","brands"
"9664","jnkijng0","fashion22",4,"fashion","22","brands"
"9665","he5c8uyo","fashion22",NA,"fashion","22","brands"
"9666","rlo2oc87","fashion22",4,"fashion","22","brands"
"9667","jcsufc2z","fashion22",6,"fashion","22","brands"
"9668","mj3b11nc","fashion22",NA,"fashion","22","brands"
"9669","cxt8ofo7","fashion22",6,"fashion","22","brands"
"9670","0au9q0bv","fashion22",NA,"fashion","22","brands"
"9671","bca7n5xk","fashion22",5,"fashion","22","brands"
"9672","wjuluvfd","fashion22",NA,"fashion","22","brands"
"9673","jg9stgrs","fashion22",3,"fashion","22","brands"
"9674","xge3gw5y","fashion22",NA,"fashion","22","brands"
"9675","ucwf1wvy","fashion22",5,"fashion","22","brands"
"9676","5iozpviz","fashion22",NA,"fashion","22","brands"
"9677","l0mtaawo","fashion22",6,"fashion","22","brands"
"9678","0oewz2ea","fashion22",NA,"fashion","22","brands"
"9679","kelsiw74","fashion22",6,"fashion","22","brands"
"9680","2jb5hi60","fashion22",NA,"fashion","22","brands"
"9681","gdu9lj7r","fashion22",7,"fashion","22","brands"
"9682","uegydg7g","fashion22",NA,"fashion","22","brands"
"9683","y3cyrwe1","fashion22",7,"fashion","22","brands"
"9684","e8zwvzcw","fashion22",NA,"fashion","22","brands"
"9685","a9lw8t9i","fashion22",1,"fashion","22","brands"
"9686","nt90o9ux","fashion22",NA,"fashion","22","brands"
"9687","pllysyhy","fashion22",7,"fashion","22","brands"
"9688","4w4whaox","fashion22",NA,"fashion","22","brands"
"9689","6ca3hvyu","fashion22",6,"fashion","22","brands"
"9690","0w4ojw4o","fashion22",NA,"fashion","22","brands"
"9691","9t5zoj2q","fashion22",7,"fashion","22","brands"
"9692","yfaeo1to","fashion22",NA,"fashion","22","brands"
"9693","p8e7vat8","fashion22",5,"fashion","22","brands"
"9694","m6l8ynog","fashion22",NA,"fashion","22","brands"
"9695","sp3z7jov","fashion22",6,"fashion","22","brands"
"9696","2qm0d32j","fashion22",NA,"fashion","22","brands"
"9697","p6kabpcv","fashion22",7,"fashion","22","brands"
"9698","q8nk50gy","fashion22",NA,"fashion","22","brands"
"9699","696w6ha8","fashion22",6,"fashion","22","brands"
"9700","w4bv9bmk","fashion22",NA,"fashion","22","brands"
"9701","wtbrvnca","fashion22",2,"fashion","22","brands"
"9702","acje7hag","fashion22",NA,"fashion","22","brands"
"9703","pj85w95c","fashion22",5,"fashion","22","brands"
"9704","dmnv9fjr","fashion22",NA,"fashion","22","brands"
"9705","gfs8j7lu","fashion22",7,"fashion","22","brands"
"9706","fzyb8kza","fashion22",NA,"fashion","22","brands"
"9707","18qwzl86","fashion22",6,"fashion","22","brands"
"9708","wdx8mupu","fashion22",NA,"fashion","22","brands"
"9709","gx4pzebq","fashion22",7,"fashion","22","brands"
"9710","25quzehx","fashion22",NA,"fashion","22","brands"
"9711","a8v3uhii","fashion22",6,"fashion","22","brands"
"9712","p1nr4tt8","fashion22",NA,"fashion","22","brands"
"9713","ih5pqp0z","fashion22",6,"fashion","22","brands"
"9714","xwxx0fn3","fashion22",NA,"fashion","22","brands"
"9715","ic4567h6","fashion22",6,"fashion","22","brands"
"9716","60vs07wz","fashion22",NA,"fashion","22","brands"
"9717","p5bppvqi","fashion22",5,"fashion","22","brands"
"9718","g9w7l4zn","fashion22",NA,"fashion","22","brands"
"9719","yahqo8w0","fashion22",6,"fashion","22","brands"
"9720","tzsxb714","fashion22",2,"fashion","22","brands"
"9721","rpq48z9e","fashion22",NA,"fashion","22","brands"
"9722","1v5mg1sr","fashion22",4,"fashion","22","brands"
"9723","opqmjbad","fashion22",NA,"fashion","22","brands"
"9724","wtkedqqa","fashion22",7,"fashion","22","brands"
"9725","770umb2c","fashion22",NA,"fashion","22","brands"
"9726","o1cmcxd1","fashion22",7,"fashion","22","brands"
"9727","ynhuka30","fashion22",NA,"fashion","22","brands"
"9728","m92qu76p","fashion22",6,"fashion","22","brands"
"9729","nfxr8nzu","fashion22",NA,"fashion","22","brands"
"9730","5v5t2bfz","fashion22",7,"fashion","22","brands"
"9731","qvechdho","fashion22",NA,"fashion","22","brands"
"9732","lq7uarth","fashion22",7,"fashion","22","brands"
"9733","vfte9rhd","fashion22",NA,"fashion","22","brands"
"9734","yz0o7s93","fashion22",5,"fashion","22","brands"
"9735","jx1hoqs5","fashion23",2,"fashion","23","brands"
"9736","6yf74bre","fashion23",NA,"fashion","23","brands"
"9737","ogdohkf8","fashion23",4,"fashion","23","brands"
"9738","9was9jwj","fashion23",NA,"fashion","23","brands"
"9739","g0v9p7we","fashion23",4,"fashion","23","brands"
"9740","27uhtyxu","fashion23",NA,"fashion","23","brands"
"9741","a89bdfnw","fashion23",2,"fashion","23","brands"
"9742","gcap2hq5","fashion23",3,"fashion","23","brands"
"9743","62sgf1q6","fashion23",2,"fashion","23","brands"
"9744","agnsjv3u","fashion23",NA,"fashion","23","brands"
"9745","z61pj3qh","fashion23",NA,"fashion","23","brands"
"9746","i9lsmrra","fashion23",4,"fashion","23","brands"
"9747","eh8427qe","fashion23",NA,"fashion","23","brands"
"9748","hf2jc55w","fashion23",3,"fashion","23","brands"
"9749","i6owifbh","fashion23",NA,"fashion","23","brands"
"9750","8039ho03","fashion23",5,"fashion","23","brands"
"9751","p8y66am4","fashion23",NA,"fashion","23","brands"
"9752","fpejknpw","fashion23",3,"fashion","23","brands"
"9753","crf9ios0","fashion23",NA,"fashion","23","brands"
"9754","lrkhjbvs","fashion23",3,"fashion","23","brands"
"9755","j80ligbl","fashion23",NA,"fashion","23","brands"
"9756","yho59dh1","fashion23",4,"fashion","23","brands"
"9757","n7ewy2cs","fashion23",NA,"fashion","23","brands"
"9758","r02olzq0","fashion23",5,"fashion","23","brands"
"9759","qq5poky6","fashion23",NA,"fashion","23","brands"
"9760","ufnwpmau","fashion23",2,"fashion","23","brands"
"9761","jr301tge","fashion23",NA,"fashion","23","brands"
"9762","6vr1fp3w","fashion23",5,"fashion","23","brands"
"9763","9i4oj2r2","fashion23",NA,"fashion","23","brands"
"9764","1bkh0km2","fashion23",7,"fashion","23","brands"
"9765","h663junz","fashion23",7,"fashion","23","brands"
"9766","gem9aoqj","fashion23",NA,"fashion","23","brands"
"9767","1zvtzuqk","fashion23",7,"fashion","23","brands"
"9768","evx0zc3a","fashion23",NA,"fashion","23","brands"
"9769","me2ii5mz","fashion23",5,"fashion","23","brands"
"9770","qva57gbb","fashion23",NA,"fashion","23","brands"
"9771","toaoocz2","fashion23",1,"fashion","23","brands"
"9772","nv1uy98b","fashion23",7,"fashion","23","brands"
"9773","9h4ceqz2","fashion23",NA,"fashion","23","brands"
"9774","n0wp5zd8","fashion23",5,"fashion","23","brands"
"9775","x8ux5i6y","fashion23",NA,"fashion","23","brands"
"9776","qoyax9r0","fashion23",7,"fashion","23","brands"
"9777","xm509tw1","fashion23",NA,"fashion","23","brands"
"9778","gqmkeow0","fashion23",7,"fashion","23","brands"
"9779","6muoe37h","fashion23",NA,"fashion","23","brands"
"9780","t2edihr0","fashion23",6,"fashion","23","brands"
"9781","yz2beulm","fashion23",NA,"fashion","23","brands"
"9782","fvemlgiw","fashion23",4,"fashion","23","brands"
"9783","nl6xjpo7","fashion23",NA,"fashion","23","brands"
"9784","fcsbtn6k","fashion23",4,"fashion","23","brands"
"9785","curnl29o","fashion23",7,"fashion","23","brands"
"9786","1tozm66a","fashion23",NA,"fashion","23","brands"
"9787","iv519w8r","fashion23",6,"fashion","23","brands"
"9788","acsdwiqr","fashion23",NA,"fashion","23","brands"
"9789","4js2miwp","fashion23",4,"fashion","23","brands"
"9790","jpfuvqgw","fashion23",NA,"fashion","23","brands"
"9791","g1uvm9wv","fashion23",7,"fashion","23","brands"
"9792","712u1e71","fashion23",NA,"fashion","23","brands"
"9793","57q12bc7","fashion23",3,"fashion","23","brands"
"9794","q5gaxvft","fashion23",NA,"fashion","23","brands"
"9795","lcl3ehap","fashion23",6,"fashion","23","brands"
"9796","l0vd19fj","fashion23",NA,"fashion","23","brands"
"9797","pwkrzn40","fashion23",7,"fashion","23","brands"
"9798","govzzomw","fashion23",NA,"fashion","23","brands"
"9799","agykousy","fashion23",6,"fashion","23","brands"
"9800","ngsqw49j","fashion23",NA,"fashion","23","brands"
"9801","f8umy53m","fashion23",6,"fashion","23","brands"
"9802","uzza49m6","fashion23",NA,"fashion","23","brands"
"9803","8vcghghp","fashion23",5,"fashion","23","brands"
"9804","f6y08krf","fashion23",NA,"fashion","23","brands"
"9805","by4yanjb","fashion23",3,"fashion","23","brands"
"9806","5vxkjued","fashion23",NA,"fashion","23","brands"
"9807","pt1k2gya","fashion23",5,"fashion","23","brands"
"9808","ba1ix5rs","fashion23",1,"fashion","23","brands"
"9809","vgqiwli0","fashion23",NA,"fashion","23","brands"
"9810","8ycp4uiv","fashion23",6,"fashion","23","brands"
"9811","yoksfz80","fashion23",NA,"fashion","23","brands"
"9812","mygg7jsf","fashion23",5,"fashion","23","brands"
"9813","6135dpe8","fashion23",NA,"fashion","23","brands"
