"","participant_code","item_tweet","rating","item","tweet","source"
"3675","govzzomw","affective24",NA,"affective","24","brands"
"3676","agykousy","affective24",4,"affective","24","brands"
"3677","ngsqw49j","affective24",NA,"affective","24","brands"
"3678","f8umy53m","affective24",4,"affective","24","brands"
"3679","uzza49m6","affective24",NA,"affective","24","brands"
"3680","8vcghghp","affective24",5,"affective","24","brands"
"3681","f6y08krf","affective24",NA,"affective","24","brands"
"3682","by4yanjb","affective24",5,"affective","24","brands"
"3683","5vxkjued","affective24",NA,"affective","24","brands"
"3684","pt1k2gya","affective24",1,"affective","24","brands"
"3685","ba1ix5rs","affective24",3,"affective","24","brands"
"3686","vgqiwli0","affective24",NA,"affective","24","brands"
"3687","8ycp4uiv","affective24",1,"affective","24","brands"
"3688","yoksfz80","affective24",NA,"affective","24","brands"
"3689","mygg7jsf","affective24",3,"affective","24","brands"
"3690","6135dpe8","affective24",NA,"affective","24","brands"
"3691","c36345sy","affective24",1,"affective","24","brands"
"3692","8u8yvyyo","affective24",NA,"affective","24","brands"
"3693","e8rdjk5m","affective24",NA,"affective","24","brands"
"3694","0srondmg","affective24",1,"affective","24","brands"
"3695","og34gxwy","affective24",NA,"affective","24","brands"
"3696","xp91wpet","affective24",2,"affective","24","brands"
"3697","5rg41nue","affective24",NA,"affective","24","brands"
"3698","jnkijng0","affective24",4,"affective","24","brands"
"3699","he5c8uyo","affective24",NA,"affective","24","brands"
"3700","rlo2oc87","affective24",1,"affective","24","brands"
"3701","jcsufc2z","affective24",2,"affective","24","brands"
"3702","mj3b11nc","affective24",NA,"affective","24","brands"
"3703","cxt8ofo7","affective24",2,"affective","24","brands"
"3704","0au9q0bv","affective24",NA,"affective","24","brands"
"3705","bca7n5xk","affective24",3,"affective","24","brands"
"3706","wjuluvfd","affective24",NA,"affective","24","brands"
"3707","jg9stgrs","affective24",2,"affective","24","brands"
"3708","xge3gw5y","affective24",NA,"affective","24","brands"
"3709","ucwf1wvy","affective24",3,"affective","24","brands"
"3710","5iozpviz","affective24",NA,"affective","24","brands"
"3711","l0mtaawo","affective24",3,"affective","24","brands"
"3712","0oewz2ea","affective24",NA,"affective","24","brands"
"3713","kelsiw74","affective24",3,"affective","24","brands"
"3714","2jb5hi60","affective24",NA,"affective","24","brands"
"3715","gdu9lj7r","affective24",1,"affective","24","brands"
"3716","uegydg7g","affective24",NA,"affective","24","brands"
"3717","y3cyrwe1","affective24",3,"affective","24","brands"
"3718","e8zwvzcw","affective24",NA,"affective","24","brands"
"3719","a9lw8t9i","affective24",1,"affective","24","brands"
"3720","nt90o9ux","affective24",NA,"affective","24","brands"
"3721","pllysyhy","affective24",1,"affective","24","brands"
"3722","4w4whaox","affective24",NA,"affective","24","brands"
"3723","6ca3hvyu","affective24",4,"affective","24","brands"
"3724","0w4ojw4o","affective24",NA,"affective","24","brands"
"3725","9t5zoj2q","affective24",6,"affective","24","brands"
"3726","yfaeo1to","affective24",NA,"affective","24","brands"
"3727","p8e7vat8","affective24",3,"affective","24","brands"
"3728","m6l8ynog","affective24",NA,"affective","24","brands"
"3729","sp3z7jov","affective24",2,"affective","24","brands"
"3730","2qm0d32j","affective24",NA,"affective","24","brands"
"3731","p6kabpcv","affective24",4,"affective","24","brands"
"3732","q8nk50gy","affective24",NA,"affective","24","brands"
"3733","696w6ha8","affective24",2,"affective","24","brands"
"3734","w4bv9bmk","affective24",NA,"affective","24","brands"
"3735","wtbrvnca","affective24",1,"affective","24","brands"
"3736","acje7hag","affective24",NA,"affective","24","brands"
"3737","pj85w95c","affective24",3,"affective","24","brands"
"3738","dmnv9fjr","affective24",NA,"affective","24","brands"
"3739","gfs8j7lu","affective24",5,"affective","24","brands"
"3740","fzyb8kza","affective24",NA,"affective","24","brands"
"3741","18qwzl86","affective24",6,"affective","24","brands"
"3742","wdx8mupu","affective24",NA,"affective","24","brands"
"3743","gx4pzebq","affective24",3,"affective","24","brands"
"3744","25quzehx","affective24",NA,"affective","24","brands"
"3745","a8v3uhii","affective24",3,"affective","24","brands"
"3746","p1nr4tt8","affective24",NA,"affective","24","brands"
"3747","ih5pqp0z","affective24",5,"affective","24","brands"
"3748","xwxx0fn3","affective24",NA,"affective","24","brands"
"3749","ic4567h6","affective24",4,"affective","24","brands"
"3750","60vs07wz","affective24",NA,"affective","24","brands"
"3751","p5bppvqi","affective24",3,"affective","24","brands"
"3752","g9w7l4zn","affective24",NA,"affective","24","brands"
"3753","yahqo8w0","affective24",5,"affective","24","brands"
"3754","tzsxb714","affective24",2,"affective","24","brands"
"3755","rpq48z9e","affective24",NA,"affective","24","brands"
"3756","1v5mg1sr","affective24",1,"affective","24","brands"
"3757","opqmjbad","affective24",NA,"affective","24","brands"
"3758","wtkedqqa","affective24",1,"affective","24","brands"
"3759","770umb2c","affective24",NA,"affective","24","brands"
"3760","o1cmcxd1","affective24",2,"affective","24","brands"
"3761","ynhuka30","affective24",NA,"affective","24","brands"
"3762","m92qu76p","affective24",4,"affective","24","brands"
"3763","nfxr8nzu","affective24",NA,"affective","24","brands"
"3764","5v5t2bfz","affective24",4,"affective","24","brands"
"3765","qvechdho","affective24",NA,"affective","24","brands"
"3766","lq7uarth","affective24",1,"affective","24","brands"
"3767","vfte9rhd","affective24",NA,"affective","24","brands"
"3768","yz0o7s93","affective24",2,"affective","24","brands"
"3769","jx1hoqs5","affective25",2,"affective","25","brands"
"3770","6yf74bre","affective25",NA,"affective","25","brands"
"3771","ogdohkf8","affective25",3,"affective","25","brands"
"3772","9was9jwj","affective25",NA,"affective","25","brands"
"3773","g0v9p7we","affective25",2,"affective","25","brands"
"3774","27uhtyxu","affective25",NA,"affective","25","brands"
"3775","a89bdfnw","affective25",2,"affective","25","brands"
"3776","gcap2hq5","affective25",1,"affective","25","brands"
"3777","62sgf1q6","affective25",5,"affective","25","brands"
"3778","agnsjv3u","affective25",NA,"affective","25","brands"
"3779","z61pj3qh","affective25",NA,"affective","25","brands"
"3780","i9lsmrra","affective25",4,"affective","25","brands"
"3781","eh8427qe","affective25",NA,"affective","25","brands"
"3782","hf2jc55w","affective25",5,"affective","25","brands"
"3783","i6owifbh","affective25",NA,"affective","25","brands"
"3784","8039ho03","affective25",3,"affective","25","brands"
"3785","p8y66am4","affective25",NA,"affective","25","brands"
"3786","fpejknpw","affective25",4,"affective","25","brands"
"3787","crf9ios0","affective25",NA,"affective","25","brands"
"3788","lrkhjbvs","affective25",4,"affective","25","brands"
"3789","j80ligbl","affective25",NA,"affective","25","brands"
"3790","yho59dh1","affective25",3,"affective","25","brands"
"3791","n7ewy2cs","affective25",NA,"affective","25","brands"
"3792","r02olzq0","affective25",5,"affective","25","brands"
"3793","qq5poky6","affective25",NA,"affective","25","brands"
"3794","ufnwpmau","affective25",1,"affective","25","brands"
"3795","jr301tge","affective25",NA,"affective","25","brands"
"3796","6vr1fp3w","affective25",4,"affective","25","brands"
"3797","9i4oj2r2","affective25",NA,"affective","25","brands"
"3798","1bkh0km2","affective25",5,"affective","25","brands"
"3799","h663junz","affective25",4,"affective","25","brands"
"3800","gem9aoqj","affective25",NA,"affective","25","brands"
"3801","1zvtzuqk","affective25",5,"affective","25","brands"
"3802","evx0zc3a","affective25",NA,"affective","25","brands"
"3803","me2ii5mz","affective25",3,"affective","25","brands"
"3804","qva57gbb","affective25",NA,"affective","25","brands"
"3805","toaoocz2","affective25",4,"affective","25","brands"
"3806","nv1uy98b","affective25",1,"affective","25","brands"
"3807","9h4ceqz2","affective25",NA,"affective","25","brands"
"3808","n0wp5zd8","affective25",5,"affective","25","brands"
"3809","x8ux5i6y","affective25",NA,"affective","25","brands"
"3810","qoyax9r0","affective25",5,"affective","25","brands"
"3811","xm509tw1","affective25",NA,"affective","25","brands"
"3812","gqmkeow0","affective25",2,"affective","25","brands"
"3813","6muoe37h","affective25",NA,"affective","25","brands"
"3814","t2edihr0","affective25",4,"affective","25","brands"
"3815","yz2beulm","affective25",NA,"affective","25","brands"
"3816","fvemlgiw","affective25",3,"affective","25","brands"
"3817","nl6xjpo7","affective25",NA,"affective","25","brands"
"3818","fcsbtn6k","affective25",1,"affective","25","brands"
"3819","curnl29o","affective25",4,"affective","25","brands"
"3820","1tozm66a","affective25",NA,"affective","25","brands"
"3821","iv519w8r","affective25",2,"affective","25","brands"
"3822","acsdwiqr","affective25",NA,"affective","25","brands"
"3823","4js2miwp","affective25",4,"affective","25","brands"
"3824","jpfuvqgw","affective25",NA,"affective","25","brands"
"3825","g1uvm9wv","affective25",5,"affective","25","brands"
"3826","712u1e71","affective25",NA,"affective","25","brands"
"3827","57q12bc7","affective25",2,"affective","25","brands"
"3828","q5gaxvft","affective25",NA,"affective","25","brands"
"3829","lcl3ehap","affective25",4,"affective","25","brands"
"3830","l0vd19fj","affective25",NA,"affective","25","brands"
"3831","pwkrzn40","affective25",1,"affective","25","brands"
"3832","govzzomw","affective25",NA,"affective","25","brands"
"3833","agykousy","affective25",6,"affective","25","brands"
"3834","ngsqw49j","affective25",NA,"affective","25","brands"
"3835","f8umy53m","affective25",4,"affective","25","brands"
"3836","uzza49m6","affective25",NA,"affective","25","brands"
"3837","8vcghghp","affective25",2,"affective","25","brands"
"3838","f6y08krf","affective25",NA,"affective","25","brands"
"3839","by4yanjb","affective25",3,"affective","25","brands"
"3840","5vxkjued","affective25",NA,"affective","25","brands"
"3841","pt1k2gya","affective25",4,"affective","25","brands"
"3842","ba1ix5rs","affective25",2,"affective","25","brands"
"3843","vgqiwli0","affective25",NA,"affective","25","brands"
"3844","8ycp4uiv","affective25",6,"affective","25","brands"
"3845","yoksfz80","affective25",NA,"affective","25","brands"
"3846","mygg7jsf","affective25",7,"affective","25","brands"
"3847","6135dpe8","affective25",NA,"affective","25","brands"
"3848","c36345sy","affective25",1,"affective","25","brands"
"3849","8u8yvyyo","affective25",NA,"affective","25","brands"
"3850","e8rdjk5m","affective25",NA,"affective","25","brands"
"3851","0srondmg","affective25",3,"affective","25","brands"
"3852","og34gxwy","affective25",NA,"affective","25","brands"
"3853","xp91wpet","affective25",2,"affective","25","brands"
"3854","5rg41nue","affective25",NA,"affective","25","brands"
"3855","jnkijng0","affective25",4,"affective","25","brands"
"3856","he5c8uyo","affective25",NA,"affective","25","brands"
"3857","rlo2oc87","affective25",4,"affective","25","brands"
"3858","jcsufc2z","affective25",1,"affective","25","brands"
"3859","mj3b11nc","affective25",NA,"affective","25","brands"
"3860","cxt8ofo7","affective25",3,"affective","25","brands"
"3861","0au9q0bv","affective25",NA,"affective","25","brands"
"3862","bca7n5xk","affective25",4,"affective","25","brands"
"3863","wjuluvfd","affective25",NA,"affective","25","brands"
"3864","jg9stgrs","affective25",3,"affective","25","brands"
"3865","xge3gw5y","affective25",NA,"affective","25","brands"
"3866","ucwf1wvy","affective25",4,"affective","25","brands"
"3867","5iozpviz","affective25",NA,"affective","25","brands"
"3868","l0mtaawo","affective25",1,"affective","25","brands"
"3869","0oewz2ea","affective25",NA,"affective","25","brands"
"3870","kelsiw74","affective25",6,"affective","25","brands"
"3871","2jb5hi60","affective25",NA,"affective","25","brands"
"3872","gdu9lj7r","affective25",1,"affective","25","brands"
"3873","uegydg7g","affective25",NA,"affective","25","brands"
"3874","y3cyrwe1","affective25",4,"affective","25","brands"
"3875","e8zwvzcw","affective25",NA,"affective","25","brands"
"3876","a9lw8t9i","affective25",1,"affective","25","brands"
"3877","nt90o9ux","affective25",NA,"affective","25","brands"
"3878","pllysyhy","affective25",1,"affective","25","brands"
"3879","4w4whaox","affective25",NA,"affective","25","brands"
"3880","6ca3hvyu","affective25",5,"affective","25","brands"
"3881","0w4ojw4o","affective25",NA,"affective","25","brands"
"3882","9t5zoj2q","affective25",4,"affective","25","brands"
"3883","yfaeo1to","affective25",NA,"affective","25","brands"
"3884","p8e7vat8","affective25",4,"affective","25","brands"
"3885","m6l8ynog","affective25",NA,"affective","25","brands"
"3886","sp3z7jov","affective25",2,"affective","25","brands"
"3887","2qm0d32j","affective25",NA,"affective","25","brands"
"3888","p6kabpcv","affective25",4,"affective","25","brands"
"3889","q8nk50gy","affective25",NA,"affective","25","brands"
"3890","696w6ha8","affective25",2,"affective","25","brands"
"3891","w4bv9bmk","affective25",NA,"affective","25","brands"
"3892","wtbrvnca","affective25",3,"affective","25","brands"
"3893","acje7hag","affective25",NA,"affective","25","brands"
"3894","pj85w95c","affective25",3,"affective","25","brands"
"3895","dmnv9fjr","affective25",NA,"affective","25","brands"
"3896","gfs8j7lu","affective25",5,"affective","25","brands"
"3897","fzyb8kza","affective25",NA,"affective","25","brands"
"3898","18qwzl86","affective25",7,"affective","25","brands"
"3899","wdx8mupu","affective25",NA,"affective","25","brands"
"3900","gx4pzebq","affective25",4,"affective","25","brands"
"3901","25quzehx","affective25",NA,"affective","25","brands"
"3902","a8v3uhii","affective25",5,"affective","25","brands"
"3903","p1nr4tt8","affective25",NA,"affective","25","brands"
"3904","ih5pqp0z","affective25",5,"affective","25","brands"
"3905","xwxx0fn3","affective25",NA,"affective","25","brands"
"3906","ic4567h6","affective25",3,"affective","25","brands"
"3907","60vs07wz","affective25",NA,"affective","25","brands"
"3908","p5bppvqi","affective25",4,"affective","25","brands"
"3909","g9w7l4zn","affective25",NA,"affective","25","brands"
"3910","yahqo8w0","affective25",6,"affective","25","brands"
"3911","tzsxb714","affective25",3,"affective","25","brands"
"3912","rpq48z9e","affective25",NA,"affective","25","brands"
"3913","1v5mg1sr","affective25",1,"affective","25","brands"
"3914","opqmjbad","affective25",NA,"affective","25","brands"
"3915","wtkedqqa","affective25",1,"affective","25","brands"
"3916","770umb2c","affective25",NA,"affective","25","brands"
"3917","o1cmcxd1","affective25",4,"affective","25","brands"
"3918","ynhuka30","affective25",NA,"affective","25","brands"
"3919","m92qu76p","affective25",4,"affective","25","brands"
"3920","nfxr8nzu","affective25",NA,"affective","25","brands"
"3921","5v5t2bfz","affective25",5,"affective","25","brands"
"3922","qvechdho","affective25",NA,"affective","25","brands"
"3923","lq7uarth","affective25",3,"affective","25","brands"
"3924","vfte9rhd","affective25",NA,"affective","25","brands"
"3925","yz0o7s93","affective25",3,"affective","25","brands"
"3926","jx1hoqs5","affective26",NA,"affective","26","web3"
"3927","6yf74bre","affective26",6,"affective","26","web3"
"3928","ogdohkf8","affective26",NA,"affective","26","web3"
"3929","9was9jwj","affective26",1,"affective","26","web3"
"3930","g0v9p7we","affective26",NA,"affective","26","web3"
"3931","27uhtyxu","affective26",5,"affective","26","web3"
"3932","a89bdfnw","affective26",NA,"affective","26","web3"
"3933","gcap2hq5","affective26",NA,"affective","26","web3"
"3934","62sgf1q6","affective26",NA,"affective","26","web3"
"3935","agnsjv3u","affective26",1,"affective","26","web3"
"3936","z61pj3qh","affective26",2,"affective","26","web3"
"3937","i9lsmrra","affective26",NA,"affective","26","web3"
"3938","eh8427qe","affective26",7,"affective","26","web3"
"3939","hf2jc55w","affective26",NA,"affective","26","web3"
"3940","i6owifbh","affective26",6,"affective","26","web3"
"3941","8039ho03","affective26",NA,"affective","26","web3"
"3942","p8y66am4","affective26",1,"affective","26","web3"
"3943","fpejknpw","affective26",NA,"affective","26","web3"
"3944","crf9ios0","affective26",2,"affective","26","web3"
"3945","lrkhjbvs","affective26",NA,"affective","26","web3"
"3946","j80ligbl","affective26",2,"affective","26","web3"
"3947","yho59dh1","affective26",NA,"affective","26","web3"
"3948","n7ewy2cs","affective26",2,"affective","26","web3"
"3949","r02olzq0","affective26",NA,"affective","26","web3"
"3950","qq5poky6","affective26",4,"affective","26","web3"
"3951","ufnwpmau","affective26",NA,"affective","26","web3"
"3952","jr301tge","affective26",2,"affective","26","web3"
"3953","6vr1fp3w","affective26",NA,"affective","26","web3"
"3954","9i4oj2r2","affective26",4,"affective","26","web3"
"3955","1bkh0km2","affective26",NA,"affective","26","web3"
"3956","h663junz","affective26",NA,"affective","26","web3"
"3957","gem9aoqj","affective26",2,"affective","26","web3"
"3958","1zvtzuqk","affective26",NA,"affective","26","web3"
"3959","evx0zc3a","affective26",5,"affective","26","web3"
"3960","me2ii5mz","affective26",NA,"affective","26","web3"
"3961","qva57gbb","affective26",2,"affective","26","web3"
"3962","toaoocz2","affective26",NA,"affective","26","web3"
"3963","nv1uy98b","affective26",NA,"affective","26","web3"
"3964","9h4ceqz2","affective26",1,"affective","26","web3"
"3965","n0wp5zd8","affective26",NA,"affective","26","web3"
"3966","x8ux5i6y","affective26",4,"affective","26","web3"
"3967","qoyax9r0","affective26",NA,"affective","26","web3"
"3968","xm509tw1","affective26",2,"affective","26","web3"
"3969","gqmkeow0","affective26",NA,"affective","26","web3"
"3970","6muoe37h","affective26",1,"affective","26","web3"
"3971","t2edihr0","affective26",NA,"affective","26","web3"
"3972","yz2beulm","affective26",2,"affective","26","web3"
"3973","fvemlgiw","affective26",NA,"affective","26","web3"
"3974","nl6xjpo7","affective26",2,"affective","26","web3"
"3975","fcsbtn6k","affective26",NA,"affective","26","web3"
"3976","curnl29o","affective26",NA,"affective","26","web3"
"3977","1tozm66a","affective26",1,"affective","26","web3"
"3978","iv519w8r","affective26",NA,"affective","26","web3"
"3979","acsdwiqr","affective26",3,"affective","26","web3"
"3980","4js2miwp","affective26",NA,"affective","26","web3"
"3981","jpfuvqgw","affective26",1,"affective","26","web3"
"3982","g1uvm9wv","affective26",NA,"affective","26","web3"
"3983","712u1e71","affective26",4,"affective","26","web3"
"3984","57q12bc7","affective26",NA,"affective","26","web3"
"3985","q5gaxvft","affective26",6,"affective","26","web3"
"3986","lcl3ehap","affective26",NA,"affective","26","web3"
"3987","l0vd19fj","affective26",1,"affective","26","web3"
"3988","pwkrzn40","affective26",NA,"affective","26","web3"
"3989","govzzomw","affective26",1,"affective","26","web3"
"3990","agykousy","affective26",NA,"affective","26","web3"
"3991","ngsqw49j","affective26",3,"affective","26","web3"
"3992","f8umy53m","affective26",NA,"affective","26","web3"
"3993","uzza49m6","affective26",1,"affective","26","web3"
"3994","8vcghghp","affective26",NA,"affective","26","web3"
"3995","f6y08krf","affective26",4,"affective","26","web3"
"3996","by4yanjb","affective26",NA,"affective","26","web3"
"3997","5vxkjued","affective26",1,"affective","26","web3"
"3998","pt1k2gya","affective26",NA,"affective","26","web3"
"3999","ba1ix5rs","affective26",NA,"affective","26","web3"
"4000","vgqiwli0","affective26",1,"affective","26","web3"
"4001","8ycp4uiv","affective26",NA,"affective","26","web3"
"4002","yoksfz80","affective26",6,"affective","26","web3"
"4003","mygg7jsf","affective26",NA,"affective","26","web3"
"4004","6135dpe8","affective26",3,"affective","26","web3"
"4005","c36345sy","affective26",NA,"affective","26","web3"
"4006","8u8yvyyo","affective26",4,"affective","26","web3"
"4007","e8rdjk5m","affective26",1,"affective","26","web3"
"4008","0srondmg","affective26",NA,"affective","26","web3"
"4009","og34gxwy","affective26",5,"affective","26","web3"
"4010","xp91wpet","affective26",NA,"affective","26","web3"
"4011","5rg41nue","affective26",7,"affective","26","web3"
"4012","jnkijng0","affective26",NA,"affective","26","web3"
"4013","he5c8uyo","affective26",4,"affective","26","web3"
"4014","rlo2oc87","affective26",NA,"affective","26","web3"
"4015","jcsufc2z","affective26",NA,"affective","26","web3"
"4016","mj3b11nc","affective26",3,"affective","26","web3"
"4017","cxt8ofo7","affective26",NA,"affective","26","web3"
"4018","0au9q0bv","affective26",3,"affective","26","web3"
"4019","bca7n5xk","affective26",NA,"affective","26","web3"
"4020","wjuluvfd","affective26",1,"affective","26","web3"
"4021","jg9stgrs","affective26",NA,"affective","26","web3"
"4022","xge3gw5y","affective26",4,"affective","26","web3"
"4023","ucwf1wvy","affective26",NA,"affective","26","web3"
"4024","5iozpviz","affective26",2,"affective","26","web3"
"4025","l0mtaawo","affective26",NA,"affective","26","web3"
"4026","0oewz2ea","affective26",2,"affective","26","web3"
"4027","kelsiw74","affective26",NA,"affective","26","web3"
"4028","2jb5hi60","affective26",5,"affective","26","web3"
"4029","gdu9lj7r","affective26",NA,"affective","26","web3"
"4030","uegydg7g","affective26",1,"affective","26","web3"
"4031","y3cyrwe1","affective26",NA,"affective","26","web3"
"4032","e8zwvzcw","affective26",1,"affective","26","web3"
"4033","a9lw8t9i","affective26",NA,"affective","26","web3"
"4034","nt90o9ux","affective26",6,"affective","26","web3"
"4035","pllysyhy","affective26",NA,"affective","26","web3"
"4036","4w4whaox","affective26",1,"affective","26","web3"
"4037","6ca3hvyu","affective26",NA,"affective","26","web3"
"4038","0w4ojw4o","affective26",6,"affective","26","web3"
"4039","9t5zoj2q","affective26",NA,"affective","26","web3"
"4040","yfaeo1to","affective26",2,"affective","26","web3"
"4041","p8e7vat8","affective26",NA,"affective","26","web3"
"4042","m6l8ynog","affective26",3,"affective","26","web3"
"4043","sp3z7jov","affective26",NA,"affective","26","web3"
"4044","2qm0d32j","affective26",4,"affective","26","web3"
"4045","p6kabpcv","affective26",NA,"affective","26","web3"
"4046","q8nk50gy","affective26",5,"affective","26","web3"
"4047","696w6ha8","affective26",NA,"affective","26","web3"
"4048","w4bv9bmk","affective26",5,"affective","26","web3"
"4049","wtbrvnca","affective26",NA,"affective","26","web3"
"4050","acje7hag","affective26",1,"affective","26","web3"
"4051","pj85w95c","affective26",NA,"affective","26","web3"
"4052","dmnv9fjr","affective26",1,"affective","26","web3"
"4053","gfs8j7lu","affective26",NA,"affective","26","web3"
"4054","fzyb8kza","affective26",6,"affective","26","web3"
"4055","18qwzl86","affective26",NA,"affective","26","web3"
"4056","wdx8mupu","affective26",1,"affective","26","web3"
"4057","gx4pzebq","affective26",NA,"affective","26","web3"
"4058","25quzehx","affective26",3,"affective","26","web3"
"4059","a8v3uhii","affective26",NA,"affective","26","web3"
"4060","p1nr4tt8","affective26",5,"affective","26","web3"
"4061","ih5pqp0z","affective26",NA,"affective","26","web3"
"4062","xwxx0fn3","affective26",4,"affective","26","web3"
"4063","ic4567h6","affective26",NA,"affective","26","web3"
"4064","60vs07wz","affective26",1,"affective","26","web3"
"4065","p5bppvqi","affective26",NA,"affective","26","web3"
"4066","g9w7l4zn","affective26",1,"affective","26","web3"
"4067","yahqo8w0","affective26",NA,"affective","26","web3"
"4068","tzsxb714","affective26",NA,"affective","26","web3"
"4069","rpq48z9e","affective26",1,"affective","26","web3"
"4070","1v5mg1sr","affective26",NA,"affective","26","web3"
"4071","opqmjbad","affective26",5,"affective","26","web3"
"4072","wtkedqqa","affective26",NA,"affective","26","web3"
"4073","770umb2c","affective26",1,"affective","26","web3"
"4074","o1cmcxd1","affective26",NA,"affective","26","web3"
"4075","ynhuka30","affective26",1,"affective","26","web3"
"4076","m92qu76p","affective26",NA,"affective","26","web3"
"4077","nfxr8nzu","affective26",1,"affective","26","web3"
"4078","5v5t2bfz","affective26",NA,"affective","26","web3"
"4079","qvechdho","affective26",3,"affective","26","web3"
"4080","lq7uarth","affective26",NA,"affective","26","web3"
"4081","vfte9rhd","affective26",5,"affective","26","web3"
"4082","yz0o7s93","affective26",NA,"affective","26","web3"
"4083","jx1hoqs5","affective27",NA,"affective","27","web3"
"4084","6yf74bre","affective27",5,"affective","27","web3"
"4085","ogdohkf8","affective27",NA,"affective","27","web3"
"4086","9was9jwj","affective27",1,"affective","27","web3"
"4087","g0v9p7we","affective27",NA,"affective","27","web3"
"4088","27uhtyxu","affective27",4,"affective","27","web3"
"4089","a89bdfnw","affective27",NA,"affective","27","web3"
"4090","gcap2hq5","affective27",NA,"affective","27","web3"
"4091","62sgf1q6","affective27",NA,"affective","27","web3"
"4092","agnsjv3u","affective27",1,"affective","27","web3"
"4093","z61pj3qh","affective27",6,"affective","27","web3"
"4094","i9lsmrra","affective27",NA,"affective","27","web3"
"4095","eh8427qe","affective27",3,"affective","27","web3"
"4096","hf2jc55w","affective27",NA,"affective","27","web3"
"4097","i6owifbh","affective27",1,"affective","27","web3"
"4098","8039ho03","affective27",NA,"affective","27","web3"
"4099","p8y66am4","affective27",1,"affective","27","web3"
"4100","fpejknpw","affective27",NA,"affective","27","web3"
"4101","crf9ios0","affective27",5,"affective","27","web3"
"4102","lrkhjbvs","affective27",NA,"affective","27","web3"
"4103","j80ligbl","affective27",3,"affective","27","web3"
"4104","yho59dh1","affective27",NA,"affective","27","web3"
"4105","n7ewy2cs","affective27",3,"affective","27","web3"
"4106","r02olzq0","affective27",NA,"affective","27","web3"
"4107","qq5poky6","affective27",3,"affective","27","web3"
"4108","ufnwpmau","affective27",NA,"affective","27","web3"
"4109","jr301tge","affective27",4,"affective","27","web3"
"4110","6vr1fp3w","affective27",NA,"affective","27","web3"
"4111","9i4oj2r2","affective27",2,"affective","27","web3"
"4112","1bkh0km2","affective27",NA,"affective","27","web3"
"4113","h663junz","affective27",NA,"affective","27","web3"
"4114","gem9aoqj","affective27",3,"affective","27","web3"
"4115","1zvtzuqk","affective27",NA,"affective","27","web3"
"4116","evx0zc3a","affective27",1,"affective","27","web3"
"4117","me2ii5mz","affective27",NA,"affective","27","web3"
"4118","qva57gbb","affective27",5,"affective","27","web3"
"4119","toaoocz2","affective27",NA,"affective","27","web3"
"4120","nv1uy98b","affective27",NA,"affective","27","web3"
"4121","9h4ceqz2","affective27",1,"affective","27","web3"
"4122","n0wp5zd8","affective27",NA,"affective","27","web3"
"4123","x8ux5i6y","affective27",1,"affective","27","web3"
"4124","qoyax9r0","affective27",NA,"affective","27","web3"
"4125","xm509tw1","affective27",1,"affective","27","web3"
"4126","gqmkeow0","affective27",NA,"affective","27","web3"
"4127","6muoe37h","affective27",1,"affective","27","web3"
"4128","t2edihr0","affective27",NA,"affective","27","web3"
"4129","yz2beulm","affective27",3,"affective","27","web3"
"4130","fvemlgiw","affective27",NA,"affective","27","web3"
"4131","nl6xjpo7","affective27",2,"affective","27","web3"
"4132","fcsbtn6k","affective27",NA,"affective","27","web3"
"4133","curnl29o","affective27",NA,"affective","27","web3"
"4134","1tozm66a","affective27",1,"affective","27","web3"
"4135","iv519w8r","affective27",NA,"affective","27","web3"
"4136","acsdwiqr","affective27",1,"affective","27","web3"
"4137","4js2miwp","affective27",NA,"affective","27","web3"
"4138","jpfuvqgw","affective27",1,"affective","27","web3"
"4139","g1uvm9wv","affective27",NA,"affective","27","web3"
"4140","712u1e71","affective27",4,"affective","27","web3"
"4141","57q12bc7","affective27",NA,"affective","27","web3"
"4142","q5gaxvft","affective27",2,"affective","27","web3"
"4143","lcl3ehap","affective27",NA,"affective","27","web3"
"4144","l0vd19fj","affective27",1,"affective","27","web3"
"4145","pwkrzn40","affective27",NA,"affective","27","web3"
"4146","govzzomw","affective27",2,"affective","27","web3"
"4147","agykousy","affective27",NA,"affective","27","web3"
"4148","ngsqw49j","affective27",4,"affective","27","web3"
"4149","f8umy53m","affective27",NA,"affective","27","web3"
"4150","uzza49m6","affective27",1,"affective","27","web3"
"4151","8vcghghp","affective27",NA,"affective","27","web3"
"4152","f6y08krf","affective27",2,"affective","27","web3"
"4153","by4yanjb","affective27",NA,"affective","27","web3"
"4154","5vxkjued","affective27",5,"affective","27","web3"
"4155","pt1k2gya","affective27",NA,"affective","27","web3"
"4156","ba1ix5rs","affective27",NA,"affective","27","web3"
"4157","vgqiwli0","affective27",3,"affective","27","web3"
"4158","8ycp4uiv","affective27",NA,"affective","27","web3"
"4159","yoksfz80","affective27",3,"affective","27","web3"
"4160","mygg7jsf","affective27",NA,"affective","27","web3"
"4161","6135dpe8","affective27",1,"affective","27","web3"
"4162","c36345sy","affective27",NA,"affective","27","web3"
"4163","8u8yvyyo","affective27",4,"affective","27","web3"
"4164","e8rdjk5m","affective27",2,"affective","27","web3"
"4165","0srondmg","affective27",NA,"affective","27","web3"
"4166","og34gxwy","affective27",3,"affective","27","web3"
"4167","xp91wpet","affective27",NA,"affective","27","web3"
"4168","5rg41nue","affective27",1,"affective","27","web3"
"4169","jnkijng0","affective27",NA,"affective","27","web3"
